engIPA10000,r,employer,ɛmplɔɪɚ
engIPA10000,r,australian,ɔstɹɛliən
engIPA10000,r,breathing,bɹiðɪŋ
engIPA10000,w,bleɪdz,blades
engIPA10000,r,turn,tɝɳ
engIPA10000,w,θɹoʊt,throat
engIPA5000,r,substantial,səbstænʃəl
engIPA5000,w,səspɛndɪd,suspended
engIPA5000,r,rob,ɹɑb
engIPA10000,w,ælɡəɹɪðmz,algorithms
engIPA10000,w,neɪmz,names
engIPA5000,r,major,meɪd͡ʒəɹ
engIPA10000,w,u,u
engIPA10000,r,harold,hæɹəld
engIPA2000,w,taɪps,types
engIPA5000,r,cannot,kænnɑt
engIPA10000,r,amendment,ʌmɛndmənt
engIPA2000,r,further,fɝðɚ
engIPA5000,r,parent,pɛɚənt
engIPA10000,r,operators,ɑːpəɹeɪtɚz
engIPA10000,r,like,laɪ̯k
engIPA10000,r,meal,miːl
engIPA5000,r,credit,kɹɛdɪt
engIPA2000,r,version,vɝʒən
engIPA10000,w,tɛknɑləd͡ʒi,technology
engIPA10000,r,directions,daɪɹɛkʃənz
engIPA10000,w,seɪfli,safely
engIPA2000,w,tiːm,team
engIPA10000,w,ɑːɹt͡ʃbɪʃəp,archbishop
engIPA10000,r,naughty,nɑti
engIPA10000,w,ɪnʃʊɹəns,insurance
engIPA5000,w,ɪnɚ,inner
engIPA5000,w,diːlɪŋ,dealing
engIPA10000,r,asian,eɪʃən
engIPA5000,r,court,kɔɹt
engIPA10000,w,ɹiːsɔɹt,resort
engIPA10000,w,ʌnfɔɹt͡ʃənɪtli,unfortunately
engIPA5000,w,pɹɑvɪns,province
engIPA10000,r,plate,pleɪt
engIPA10000,w,bɪdɪŋ,bidding
engIPA10000,w,pʌmpɪŋ,pumping
engIPA5000,w,izəli,easily
engIPA5000,r,opinion,əpɪnjən
engIPA5000,r,pair,pɛɹ
engIPA10000,w,tɹæk,track
engIPA5000,r,prime,pɹiːm
engIPA10000,r,palace,pælɪs
engIPA5000,r,comparison,kəmpæɹɪsən
engIPA5000,r,automatic,ɑːtəmætɪk
engIPA5000,w,fɹɛnli,friendly
engIPA10000,w,ɛɹɪk,eric
engIPA5000,w,kwɛstjən,question
engIPA10000,r,diversity,dɪvɜːɹsɪti
engIPA10000,w,ɹisɝt͡ʃ,research
engIPA10000,w,dənaɪɪŋ,denying
engIPA10000,r,meaning,miːnɪŋ
engIPA10000,w,kɛpt,kept
engIPA2000,r,us,əs
engIPA2000,w,jɔl,y'all
engIPA5000,w,sɛtl̩d,settled
engIPA2000,r,view,vjuː
engIPA10000,r,pumping,pʌmpɪŋ
engIPA5000,w,aʊtkʌm,outcome
engIPA10000,w,əkɔɹdɪŋli,accordingly
engIPA5000,w,midiə,media
engIPA5000,w,d͡ʒeɪn,jane
engIPA2000,r,drink,dɹɪŋk
engIPA5000,w,sɝvɪsɪz,services
engIPA10000,w,t͡ʃɛkɪŋ,checking
engIPA10000,r,elevator,ɛləveɪtə
engIPA10000,r,island,aɪ̯lənd
engIPA10000,r,english,ɪŋɡlɪʃ
engIPA10000,w,ɪnvɛstmənt,investment
engIPA5000,r,let,lɛt
engIPA10000,r,tour,tuːɹ
engIPA10000,r,writes,ɹaɪts
engIPA10000,r,actual,ækt͡ʃuəl
engIPA10000,w,floɹədə,florida
engIPA5000,w,ɡlæs,glass
engIPA10000,r,necessarily,nɛsəsərɪli
engIPA10000,r,unite,jʊnaɪt
engIPA10000,r,ambitious,æmbɪʃəs
engIPA5000,w,foʊkəs,focus
engIPA5000,w,ɪvɛnts,events
engIPA10000,w,tɑksɪk,toxic
engIPA10000,w,kɹʌʃ,crush
engIPA10000,r,grain,ɡɹeɪn
engIPA10000,w,ɔːtəmætɪk,automatic
engIPA5000,r,affect,əfɛkt
engIPA10000,w,lɛnd,lend
engIPA10000,r,lisa,lisə
engIPA10000,r,extra,ɛkstɹə
engIPA10000,w,soʊlz,souls
engIPA2000,w,pɹoʊ,pro
engIPA10000,w,viːɡən,vegan
engIPA2000,w,pɹaɪɚ,prior
engIPA10000,w,aʊɚ,our
engIPA10000,w,sɪɡnɪfəɡənt,significant
engIPA10000,w,pɔɹts,ports
engIPA5000,w,wiɚd,weird
engIPA10000,w,smoʊkt,smoked
engIPA10000,r,pipes,paɪps
engIPA10000,r,l,ɛl
engIPA10000,w,liːʒəɹ,leisure
engIPA10000,r,luckily,lʌkəli
engIPA10000,r,elevation,ɛlɪveɪʃən
engIPA10000,w,deɪ̯,day
engIPA10000,r,salary,sælɚi
engIPA5000,r,unlike,ʌnlaɪk
engIPA10000,w,d͡ʒɪl,jill
engIPA10000,r,efficient,əfɪʃənt
engIPA10000,r,sustained,səsteɪnd
engIPA5000,r,struggling,stɹʌɡlɪŋ
engIPA5000,w,pɹɑbəbli,probably
engIPA5000,w,kɔɹts,courts
engIPA5000,r,spending,spɛndɪŋ
engIPA10000,w,poʊlz,poles
engIPA10000,r,diverse,daɪvɝs
engIPA10000,r,problem,pɹɑbləm
engIPA2000,w,kloʊzd,closed
engIPA5000,w,bɛlt,belt
engIPA5000,r,search,sɝt͡ʃ
engIPA10000,r,protective,pɹɛtɛktɪv
engIPA10000,r,one's,wʌns
engIPA10000,w,pɔɹtəbəl,portable
engIPA10000,r,injured,ɪnd͡ʒɚd
engIPA10000,w,fʌndɪŋ,funding
engIPA5000,r,watch,wɔt͡ʃ
engIPA10000,r,islam,ɪzlɑːm
engIPA10000,w,ɹɪfɔɹm,reform
engIPA10000,r,her,ɜɹ
engIPA5000,r,white,waɪt
engIPA5000,r,wooden,wʊdən
engIPA10000,r,rice,ɹaɪs
engIPA10000,w,sʌðɚn,southern
engIPA2000,r,services,sɝvɪsɪz
engIPA10000,r,feels,fiːlz
engIPA10000,w,juːnəvɝs,universe
engIPA10000,w,ʃɛfiːld,sheffield
engIPA10000,w,fʌnd,fund
engIPA5000,r,season,siːzən
engIPA10000,r,eternity,ɪtɝnɪti
engIPA10000,w,ɛls,else
engIPA10000,r,nash,næʃ
engIPA10000,w,sɑlt,salt
engIPA5000,r,trump,tɹʌmp
engIPA10000,w,ɪntækt,intact
engIPA2000,r,others,ʌðɚz
engIPA10000,r,flown,floʊn
engIPA10000,w,əɹɪd͡ʒənəl,original
engIPA10000,w,taɪps,types
engIPA10000,r,outline,aʊtlaɪn
engIPA10000,r,scene,siːn
engIPA10000,r,toward,twɔɹd
engIPA10000,r,skip,skɪp
engIPA10000,w,lɛvəl,level
engIPA5000,r,exposure,ɪkspoʊʒɚ
engIPA10000,r,culture,kʌlt͡ʃɚ
engIPA5000,r,produced,pɹədust
engIPA5000,r,mentioned,mɛnʃənd
engIPA10000,r,blues,bluːz
engIPA10000,w,fətiːɡ,fatigue
engIPA10000,w,bɹækɪt,bracket
engIPA5000,w,ɚsɛlf,herself
engIPA5000,w,əkɔɹdɪŋ,according
engIPA5000,w,wɪɚ,we're
engIPA10000,r,deaths,dɛθs
engIPA10000,w,dɑːnsɪŋ,dancing
engIPA10000,w,d͡ʒɑnəθən,jonathan
engIPA10000,w,kɹɪst͡ʃən,christian
engIPA5000,r,always,ɔlwiz
engIPA10000,r,reserves,ɹɪzɝvz
engIPA10000,w,laɪkwaɪz,likewise
engIPA10000,r,booth,buːθ
engIPA10000,w,ɑdiəns,audience
engIPA10000,w,steɪ,stay
engIPA10000,w,daɪɹɛkʃənz,directions
engIPA10000,r,real,ɹɪə̯l
engIPA10000,w,blʌdiː,bloody
engIPA10000,w,hʊkt,hooked
engIPA10000,w,siːɛnɛn,cnn
engIPA5000,r,voices,vɔɪsɪz
engIPA10000,r,thousand,θaʊzənd
engIPA10000,w,ɹɛd,read
engIPA10000,r,immunity,ɪmjuːnəti
engIPA5000,w,tɔɪlət,toilet
engIPA10000,w,ɪnvɛstəɡeɪʃən,investigation
engIPA10000,r,dominance,dɑːmɪnəns
engIPA5000,w,wɝi,worry
engIPA2000,w,keɪsɪz,cases
engIPA2000,w,dɪɹɛktɚ,director
engIPA5000,w,væljuː,value
engIPA10000,r,payment,peɪmənt
engIPA10000,w,bɝnɪŋ,burning
engIPA10000,r,diagram,daɪɡɹæm
engIPA2000,r,won,wʌn
engIPA10000,w,wɪθaʊt,without
engIPA10000,w,fɔɹmɚ,former
engIPA10000,r,courtesy,kɝtəsi
engIPA10000,r,jaw,d͡ʒɔ
engIPA5000,r,built,bɪlt
engIPA10000,w,ɹuːtɪd,rooted
engIPA10000,w,dəleɪd,delayed
engIPA5000,r,support,səpɔɹt
engIPA10000,r,examine,ɪɡzæmɪn
engIPA2000,w,ɡɪt,get
engIPA5000,w,kɪs,kiss
engIPA5000,r,senate,sɛnət
engIPA10000,r,dumped,dʌmpt
engIPA10000,w,bɝst,burst
engIPA10000,w,ʃuːz,shoes
engIPA2000,w,mɑɹkɪt,market
engIPA10000,r,creature,kɹiːt͡ʃɚ
engIPA5000,r,she,ʃi
engIPA10000,w,ɹɛpɹɪzɛnt,represent
engIPA5000,w,pæsɪnd͡ʒɚ,passenger
engIPA5000,w,ʃoɹt,short
engIPA5000,w,pɹədusɪŋ,producing
engIPA10000,r,competitor,kəmpɛtɪtəɹ
engIPA5000,r,mind,maɪnd
engIPA10000,r,really,ɹili
engIPA10000,r,maintain,meɪnteɪn
engIPA10000,w,bɹeɪk,break
engIPA10000,w,bɹɔdkæst,broadcast
engIPA10000,w,pɹɑbləmætɪk,problematic
engIPA10000,r,invited,ɪnvaɪtɪd
engIPA10000,w,wɝʃɪp,worship
engIPA10000,w,bɜːɹk,burke
engIPA5000,w,wɑnts,wants
engIPA5000,w,mɪd,mid
engIPA10000,r,venue,vɛnjuː
engIPA10000,w,hʌt,hut
engIPA10000,w,kʌmpəni,company
engIPA10000,r,english,ɪŋlɪʃ
engIPA10000,r,continually,kəntɪnjuəli
engIPA5000,w,sʌmbɑdi,somebody
engIPA10000,r,sally,sæli
engIPA10000,w,leɪdiz,ladies
engIPA10000,w,bɹʌðɚ,brother
engIPA5000,r,fairly,fɛɹli
engIPA10000,w,piːs,piece
engIPA10000,w,faʊndeɪʃənz,foundations
engIPA10000,r,gaming,ɡeɪmɪŋ
engIPA10000,r,genes,d͡ʒiːnz
engIPA5000,r,achievement,ət͡ʃiːvmɪnt
engIPA5000,w,ɡoʊ,go
engIPA10000,w,skɑtɪʃ,scottish
engIPA10000,r,approaches,əpɹoʊt͡ʃiz
engIPA10000,w,weɪkɪŋ,waking
engIPA10000,w,hiːlz,heels
engIPA5000,w,ljutɛnənt,lieutenant
engIPA5000,r,easy,izi
engIPA10000,r,agricultural,æɡɹɪkʌlt͡ʃəɹəl
engIPA2000,w,kloʊz,close
engIPA10000,r,advisory,ədvaɪzəɹi
engIPA10000,r,albany,ælbəni
engIPA10000,r,frustrated,fɹʌstɹeɪtɪd
engIPA2000,w,mɪdəl,middle
engIPA2000,r,longer,lɔŋɡɚ
engIPA5000,r,dressed,dɹɛst
engIPA10000,w,faɪl,file
engIPA10000,r,mafia,mɑfiə
engIPA10000,r,adequate,ædəkwɪt
engIPA5000,r,feels,fijəlz
engIPA10000,w,kɛt͡ʃɪŋ,catching
engIPA10000,r,products,pɹɑdəkts
engIPA10000,r,fatigue,fətiːɡ
engIPA10000,w,hænz,hans
engIPA10000,w,haʊzɪŋ,housing
engIPA10000,r,feast,fiːst
engIPA5000,r,april,eɪpɹəl
engIPA5000,w,ɔfɪsɚ,officer
engIPA5000,w,mʌðɚ,mother
engIPA10000,r,bio,baɪoʊ
engIPA10000,w,ɡɹeɪt,great
engIPA10000,w,ɹut,route
engIPA10000,w,d͡ʒiɑmətɹi,geometry
engIPA10000,r,servant,sɝvənt
engIPA10000,w,mɛnt,meant
engIPA5000,r,checks,t͡ʃɛks
engIPA10000,r,gossip,ɡɑsɪp
engIPA10000,w,boʊm,boom
engIPA5000,r,men's,mɛnz
engIPA10000,r,attachment,ətæt͡ʃmənt
engIPA10000,w,sɛnsɚ,sensor
engIPA5000,w,moʊbiːl,mobile
engIPA5000,r,supposed,səpoʊzd
engIPA10000,r,hypothesis,haɪpɑːθəsɪs
engIPA10000,r,spoiled,spɔɪld
engIPA5000,w,kʌzən,cousin
engIPA10000,r,realized,ɹiəlaɪzd
engIPA10000,r,medical,mɛdɪkl̩
engIPA10000,r,ours,ɑɹz
engIPA10000,r,spike,spaɪk
engIPA10000,r,mature,mət͡ʃɝ
engIPA10000,r,awhile,əwaɪl
engIPA10000,w,kɑɹəleɪʃən,correlation
engIPA10000,w,ɛmplɔɪmənt,employment
engIPA10000,r,mental,mɛntəl
engIPA10000,r,fundamental,fʌndəmɛntəl
engIPA10000,r,valley,væli
engIPA10000,w,fiːldz,fields
engIPA10000,r,died,daɪd
engIPA2000,w,ɛniweɪ,anyway
engIPA5000,w,kɪlɚ,killer
engIPA10000,w,sɪŋkɪŋ,sinking
engIPA10000,r,country,kʌntɹɪ
engIPA5000,r,air,ɛɹ
engIPA10000,r,cover,kʌvɚ
engIPA5000,r,available,əveɪləbəl
engIPA10000,w,ɹɪvaɪvəl,revival
engIPA10000,w,dæns,dance
engIPA5000,r,smith,smɪθ
engIPA10000,r,september,sɛptɛmbəɹ
engIPA10000,w,ɪmjuːn,immune
engIPA5000,r,probably,pɹɑəbli
engIPA5000,r,equal,iːkwəl
engIPA10000,r,submit,səbmɪt
engIPA10000,w,dɪziːz,disease
engIPA5000,w,sæt,sat
engIPA10000,w,kwɛstjənɪŋ,questioning
engIPA10000,w,ɹɛntəl,rental
engIPA10000,r,privately,pɹaɪvətli
engIPA2000,w,loʊl,lol
engIPA10000,r,possibilities,pɑsɪbɪlitiz
engIPA2000,w,steɪ,stay
engIPA10000,w,fɔɹt͡ʃənɪtli,fortunately
engIPA10000,w,pɜːɹsiən,persian
engIPA5000,w,ɪnvaɪtɪd,invited
engIPA5000,r,anybody,ɛnibədi
engIPA5000,w,ɪnəsənt,innocent
engIPA10000,r,shortage,ʃɔːɹtɪd͡ʒ
engIPA10000,w,bɪznəsmæn,businessman
engIPA10000,r,construct,kɑnstɹʌkt
engIPA10000,w,ɪɡzæmɪnɪŋ,examining
engIPA5000,w,kənsɝnɪŋ,concerning
engIPA10000,w,t͡ʃɪkənz,chickens
engIPA10000,w,wɪðdɹɔ,withdraw
engIPA5000,w,dɛd,dead
engIPA10000,w,twɛnti,twenty
engIPA10000,r,trip,tɹɪp
engIPA10000,w,oʊkeɪ,okay
engIPA10000,r,rex,ɹɛks
engIPA5000,w,d͡ʒɛn,gen
engIPA2000,r,receive,ɹɪsiːv
engIPA5000,w,æktɪvəti,activity
engIPA10000,r,spider,spaɪ̯dɚ
engIPA10000,r,maria,mɑɹiə
engIPA5000,r,exciting,ɛksʌɪtɪŋ
engIPA10000,w,wɑz,was
engIPA5000,r,secure,səkjɝ
engIPA10000,r,talking,tɔkɪŋ
engIPA10000,w,fiːmeɪlz,females
engIPA10000,r,vet,vɛt
engIPA10000,r,plain,pleɪn
engIPA10000,w,maʊntɪŋ,mounting
engIPA10000,r,comeback,kʌmbæk
engIPA10000,w,mɑdl̩s,models
engIPA10000,r,moves,muːvz
engIPA10000,w,kæləndɚ,calendar
engIPA5000,w,ɔfɚd,offered
engIPA10000,w,biːtɪŋ,beating
engIPA2000,r,property,pɹɑpɚti
engIPA10000,r,fries,fɹaɪz
engIPA10000,w,kɑɹdnəl,cardinal
engIPA5000,r,eating,itɪŋ
engIPA10000,w,eɪkɚz,acres
engIPA5000,r,communication,kəmjuːnɪkeɪʃən
engIPA10000,r,cunt,kʌnt
engIPA2000,w,bæk,back
engIPA10000,w,stɹʌk,struck
engIPA10000,r,sustainable,səsteɪnəbəl
engIPA10000,r,ivy,aɪvi
engIPA10000,w,sɛnsɪtɪv,sensitive
engIPA10000,r,texture,tɛkst͡ʃəɹ
engIPA10000,r,doctors,dɑktɚz
engIPA2000,r,wear,wɛəɹ
engIPA10000,r,approach,əpɹoʊt͡ʃ
engIPA10000,r,islam,ɪslɑːm
engIPA2000,r,al,ɑːl
engIPA5000,w,ækədɛmɪk,academic
engIPA5000,r,necessary,nɛsəsɛɹi
engIPA10000,r,chi,kaɪ
engIPA2000,r,fear,fɪɹ
engIPA10000,r,classes,klæsɪz
engIPA5000,w,wɪmɪn,women
engIPA10000,w,sʌmwʌn,someone
engIPA5000,w,feɪvɹɪt,favourite
engIPA5000,w,kɑləɹɑdoʊ,colorado
engIPA10000,r,sufficient,səfɪʃənt
engIPA5000,r,weeks,wiːks
engIPA10000,w,æfɹɪkən,african
engIPA5000,w,noʊvɛmbəɹ,november
engIPA10000,r,cubs,kʌbz
engIPA10000,r,respond,ɹəspɑnd
engIPA10000,r,opened,oʊpənd
engIPA10000,r,theft,θɛft
engIPA2000,w,mɛt,met
engIPA5000,r,pages,peɪd͡ʒɪz
engIPA10000,w,ɡɹæd͡ʒueɪʃən,graduation
engIPA10000,r,reunion,ɹiːjuːnjən
engIPA5000,w,ɛd͡ʒ,edge
engIPA10000,r,af,eɪ̯ɛf
engIPA10000,r,plans,plænz
engIPA10000,r,las,lɑːz
engIPA5000,r,lay,leɪ
engIPA5000,w,skɛd͡ʒul,schedule
engIPA10000,w,kɑpiɹaɪt,copyright
engIPA10000,r,gel,ɡɛl
engIPA10000,r,jefferson,d͡ʒɛfɚsən
engIPA5000,r,quick,kwɪk
engIPA2000,r,heat,hit
engIPA5000,r,december,dɪsɛmbəɹ
engIPA10000,w,pɹaʊd,proud
engIPA10000,w,aɪ̯ɹæk,iraq
engIPA10000,r,tyler,taɪlɚ
engIPA10000,w,hɛs,hes
engIPA10000,r,subsidiary,sʌbsɪdiəɹi
engIPA10000,w,tɪps,tips
engIPA10000,w,bɛn,ben
engIPA10000,w,ɹiːt͡ʃt,reached
engIPA5000,r,'un,ʌn
engIPA10000,w,floɹɪdə,florida
engIPA10000,w,m̩,'m
engIPA5000,r,basic,beɪsɪk
engIPA10000,r,putting,pʊtɪŋ
engIPA5000,r,transfer,tɹænsfɚ
engIPA5000,r,pray,pɹeɪ
engIPA10000,r,pass,pæs
engIPA10000,r,second,sɛkənd
engIPA5000,r,di,daɪ
engIPA10000,w,pɔːɹɪŋ,pouring
engIPA10000,w,iŋk,ink
engIPA5000,r,physics,fɪzɪks
engIPA2000,w,ɛd͡ʒəkeɪʃən,education
engIPA10000,r,initiative,ɪnɪʃətɪv
engIPA10000,w,stiːl,steel
engIPA10000,r,grocery,ɡɹoʊsəɹi
engIPA10000,r,nor,nɔɹ
engIPA2000,w,nɒn,none
engIPA5000,w,dəfɛnd,defend
engIPA5000,r,mostly,moʊstli
engIPA10000,w,æbstɹækt,abstract
engIPA10000,r,massacre,mæsəkɚ
engIPA5000,r,remember,mɛmbɚ
engIPA5000,r,resource,ɹɪsɔɹs
engIPA10000,r,action,ækʃən
engIPA10000,w,eɪm,aim
engIPA10000,r,tribute,tɹɪbjuːt
engIPA10000,r,authorized,ɔθəɹaɪzd
engIPA10000,r,assets,æsɛts
engIPA10000,w,mɛɹɛ,mere
engIPA10000,w,d͡ʒɝnəlɪst,journalist
engIPA2000,r,designed,dɪzaɪnd
engIPA10000,w,tʌŋ,tongue
engIPA10000,r,tops,tɑps
engIPA10000,r,speak,spik
engIPA5000,w,bɹɛkfəst,breakfast
engIPA10000,r,randomly,ɹændm̩li
engIPA10000,r,calls,kɔlz
engIPA10000,r,strong,stɹɔŋ
engIPA10000,w,dɪdənt,didn't
engIPA2000,r,previous,pɹiviəs
engIPA10000,w,pɹɑspɛkts,prospects
engIPA10000,r,tasks,tæsks
engIPA10000,w,səspɪʃən,suspicion
engIPA5000,r,elite,ɛliːt
engIPA5000,r,cell,sɛl
engIPA10000,w,kənɛktɪd,connected
engIPA10000,w,vælɪd,valid
engIPA5000,w,kæn,can
engIPA10000,r,thee,θiː
engIPA2000,r,beautiful,bjutɪfəl
engIPA10000,r,washington,wɑʃɪŋtən
engIPA10000,r,jean,d͡ʒiːn
engIPA10000,w,æpətaɪt,appetite
engIPA10000,r,functional,fʌŋkt͡ʃənəl
engIPA10000,w,pʊts,puts
engIPA10000,r,prime,pɹiːm
engIPA10000,w,mɛməɹi,memory
engIPA5000,w,dɑtɚ,daughter
engIPA10000,w,ɪksɛptɪŋ,accepting
engIPA10000,w,ədɹɛsɪŋ,addressing
engIPA10000,r,nursery,nɝsəɹi
engIPA10000,r,lawsuit,lɔsjut
engIPA5000,r,his,hɪz
engIPA10000,w,ɹuːθ,ruth
engIPA10000,w,hɑloʊ,hollow
engIPA10000,r,compound,kəmpaʊnd
engIPA10000,w,mɪtælɪk,metallic
engIPA10000,w,sleɪt,slate
engIPA5000,r,return,ɹɪtɝn
engIPA10000,w,pænəlz,panels
engIPA5000,r,set,sɛt
engIPA10000,w,dɪfɹənt,different
engIPA2000,w,ɹiːt͡ʃt,reached
engIPA10000,r,requiring,ɹɪkwaɪɹɪŋ
engIPA10000,w,mæt͡ʃɪz,matches
engIPA5000,w,ɹɛfəɹəns,reference
engIPA10000,w,əɹaɪvəl,arrival
engIPA10000,w,ɡɹoʊs,gross
engIPA10000,w,l,l
engIPA5000,w,loʊkeɪʃən,location
engIPA10000,w,hʌzbənd,husband
engIPA5000,w,hiːvi,heavy
engIPA10000,r,mercury,mɝkjəɹi
engIPA5000,w,fæstɚ,faster
engIPA10000,r,cuba,kjuːbə
engIPA10000,r,accordance,əkɔɹdəns
engIPA10000,w,ɪmpɑsəbl̩,impossible
engIPA10000,w,dɪziːzɪz,diseases
engIPA2000,r,else,ɛlts
engIPA10000,r,wallace,wɔləs
engIPA10000,r,blocks,blɑks
engIPA5000,r,seasons,siːzn̩z
engIPA10000,r,meme,miːm
engIPA2000,w,ɹiːliːs,release
engIPA10000,r,active,æktɪv
engIPA10000,r,achievement,ət͡ʃiːvmɪnt
engIPA5000,w,wɔɹm,warm
engIPA10000,w,pɹədust,produced
engIPA5000,w,əɡoʊ,ago
engIPA10000,r,watson,wɑtsən
engIPA5000,w,θɛɹəpi,therapy
engIPA5000,w,oʊpənɪŋ,opening
engIPA10000,w,loʊdɪŋ,loading
engIPA10000,r,replaced,ɹɪpleɪst
engIPA10000,r,baptist,bæptɪst
engIPA5000,r,feelings,fiːlɪŋz
engIPA5000,r,hearts,hɑɹts
engIPA2000,r,takes,teɪks
engIPA5000,r,hours,aʊɚz
engIPA10000,r,plants,plænts
engIPA5000,w,feɪt,fate
engIPA10000,w,ɹoʊd,rode
engIPA10000,r,role,ɹol
engIPA10000,r,interest,ɪntəɹɛst
engIPA10000,r,monroe,mənɹoʊ
engIPA5000,r,mount,maʊnt
engIPA5000,r,university,junɪvɝsɪti
engIPA10000,w,ɹəlɪd͡ʒənz,religions
engIPA5000,r,management,mænɪd͡ʒmənt
engIPA10000,r,leap,liːp
engIPA5000,r,soon,sun
engIPA10000,w,toɫ,toll
engIPA5000,r,isn't,ɪzənt
engIPA2000,r,book,bʊk
engIPA5000,w,ɪnvɛstɪɡeɪʃən,investigation
engIPA10000,r,drop,dɹɑp
engIPA10000,r,summit,sʊmit
engIPA10000,w,ɛɡ,egg
engIPA10000,w,ɹɪzʌlt,result
engIPA2000,r,worked,wɝkt
engIPA10000,r,fossil,fɑsl̩
engIPA5000,w,weɪ,way
engIPA10000,r,preservation,pɹɛzɝveɪʃən
engIPA10000,r,raw,ɹɔ
engIPA10000,r,hide,haɪd
engIPA5000,r,even,ivn̩
engIPA5000,w,piɾɚ,peter
engIPA5000,r,twenty,twɛnti
engIPA10000,r,he'll,hɪl
engIPA10000,w,ətɛmpt,attempt
engIPA10000,r,cop,kɑp
engIPA2000,r,become,bɪkʌm
engIPA10000,w,plʌs,plus
engIPA10000,r,disc,dɪsk
engIPA5000,r,europe,jʊɚəp
engIPA5000,r,birth,bɝθ
engIPA5000,w,ɪndɪvɪd͡ʒʊəl,individual
engIPA10000,w,ɪnvɪteɪʃn̩,invitation
engIPA10000,r,slot,slɑt
engIPA10000,r,walks,wɔks
engIPA10000,w,ɔɹɡənɪzeɪʃən,organisation
engIPA10000,w,ɪkspoʊʒɚ,exposure
engIPA10000,w,ɪntəɹɪsts,interests
engIPA5000,w,wɪtnəs,witness
engIPA10000,w,ətɛnd,attend
engIPA5000,r,breakfast,bɹɛkfəst
engIPA10000,r,para,pæɹə
engIPA2000,w,sɝːfəs,surface
engIPA2000,w,əɹaʊnd,around
engIPA5000,r,congress,kɑŋɡɹəs
engIPA10000,r,analyzed,ænəlaɪzd
