Word,Pronunciation
night,naɪt
play,pleɪ
until,əntɪl
until,ʌntɪl
company,kʌmpəni
doing,duːɪŋ
doing,dɔɪŋ
few,fju
he's,hiːz
let,lɛt
real,ɹeɪɑl
real,ɹiɯ
real,ɹiːl
real,ɹiːəl
real,ɹɪə̯l
called,kɔːld
different,dɪfəɹənt
different,dɪfɹənt
having,hævɪŋ
set,sɛt
thought,θɔt
done,dəʊn
done,dʌn
however,haʊɛvɚ
getting,ɡɛtɪŋ
god,ɡɑd
government,ɡʌvɚnmənt
group,ɡɹuːp
looking,lʊkɪŋ
public,pʌblɪk
top,tɑp
women,wɪmən
women,wɪmɪn
women,wʊmən
business,bɪznɪs
business,bɪznɪz
care,kɛəɹ
start,stɑɹt
system,sɪstəm
times,taɪmz
week,wik
week,wiːk
already,ɔlɹɛdi
anything,ɛniθɪŋ
case,keɪs
nothing,nʌθɪŋ
person,pɝsən
today,tədeɪ
today,tʊdeɪ
change,t͡ʃeɪnd͡ʒ
enough,inʌf
everything,ɛvɹiθɪŋ
full,fʊl
live,laɪv
live,lɪv
making,meɪkɪŋ
point,pɔɪnt
read,ɹid
read,ɹɛd
told,toʊld
yet,jɛt
bad,bæd
doesn't,dʌzənt
four,fɔɹ
hard,hɑɹd
mean,miːn
once,wʌnts
support,səpɔɹt
including,ɪnkluːdɪŋ
including,ɪŋkluːdɪŋ
music,mjuzɪk
power,paʊɚ
power,paʊɹ
states,steɪts
stop,stɑp
water,wɑtəɹ
water,wɔtəɹ
based,beɪst
believe,bɪliv
call,kɔl
head,hɛd
men,mɛn
national,næʃnəl
national,næʃənəl
small,smɔl
took,tʊk
white,waɪt
came,keɪm
far,fɑɹ
job,d͡ʒɑb
job,d͡ʒəʊb
side,saɪd
though,ðoʊ
try,tɹaɪ
went,wɛnt
yes,jɛs
actually,ækt͡ʃuəli
actually,ækʃuəli
later,leɪtɚ
less,lɛs
line,laɪn
order,ɔɹdɚ
party,pɑɹti
run,ɹʌn
service,sɝvɪs
country,kʌntɹi
country,kʌntɹɪ
open,oʊpən
season,siːzən
shit,ʃɪt
thank,θæŋk
children,t͡ʃɪldɹən
everyone,ɛvɹiwʌn
general,d͡ʒɛnəɹəl
general,d͡ʒɛnɹəl
they're,ðeɪɚ
they're,ðɛɚ
trying,tɹaɪɪŋ
united,junaɪtɪd
united,juːnaɪtɪd
united,jʊnaɪtɪd
using,juzɪŋ
'd,d
area,ɛɚiə
black,blæk
d,d
d,diː
following,fɑloʊɪŋ
law,lɔ
makes,meɪks
together,təɡɛðɚ
together,tʊɡɛðɚ
war,wɔɹ
whole,hoʊl
car,kɑɹ
face,feɪs
five,faɪv
kind,kaɪnd
maybe,meɪbi
per,pɝ
president,pɹɛzɪdənt
story,stɔɹi
working,wɝkɪŋ
course,koɹs
course,kɔɹs
games,ɡeɪmz
health,hɛlθ
hope,hoʊp
important,ɪmpɔɹtənt
least,list
least,liːst
means,miːnz
news,njuz
within,wɪðɪn
within,wɪθɪn
able,eɪbl̩
able,eɪbəl
book,bʊk
early,ɝli
friends,fɹɛndz
i'll,al
i'll,aɪl
i'll,ɑːl
information,ɪnfɚmeɪʃən
local,loʊkl̩
oh,oʊ
post,poʊst
t,tiː
thanks,ðæŋks
thanks,θæŋks
video,vɪdioʊ
young,jʌŋ
d'or,dɔːɹ
ago,əɡoʊ
others,ʌðɚz
social,soʊʃəl
talk,tɑk
talk,tɔk
talk,tɔʊ̯k
court,kɔɹt
fact,fækt
given,ɡɪvən
guys,ɡaɪz
half,hæf
hand,hænd
isn't,ɪzənt
level,lɛvəl
mind,maɪnd
often,ɑftən
often,ɔftən
single,sɪŋɡəl
become,bikʌm
become,bəkʌm
become,bɪkʌm
body,bɑdi
coming,kʌmɪŋ
control,kəntɹoʊl
death,dɛθ
food,fud
guy,ɡaɪ
hours,aʊɚz
office,ɔfɪs
pay,peɪ
problem,pɹɑbləm
south,saʊθ
true,tɹuː
we're,wɚ
we're,wɛɚ
we're,wɪɚ
we're,wɪɹ
'm,m
'm,m̩
'm,əm
almost,oʊmoʊst
almost,ɑlmoʊst
almost,ɔlmoʊst
fuck,fʌk
history,hɪstəɹi
history,hɪstɹɪ
known,noʊn
large,lɑɹd͡ʒ
lost,lɔst
m,ɛm
research,ɹisɝt͡ʃ
research,ɹɪsɝt͡ʃ
room,ɹum
several,sɛvəɹəl
taking,teɪkɪŋ
university,junɪvɝsəti
university,junɪvɝsɪti
win,wɪn
wrong,ɹɔŋ
along,əlɑŋ
along,əlɔŋ
anyone,æniwʌn
anyone,ɛniwʌn
else,ɛls
else,ɛlts
girl,ɡɝl
girl,ɡɝəl
john,d͡ʒɑn
matter,mætɚ
pretty,pɝti
pretty,pɹɪti
pretty,pɹʊti
remember,mɛmbɚ
remember,ɹɪmbɚ
remember,ɹɪmɛmbɚ
air,ɛɚ
air,ɛɹ
bit,bɪt
friend,fɹɛnd
hit,hɪt
needs,nidz
nice,naɪs
nice,niːs
playing,pleɪɪŋ
probably,pɹɑbli
probably,pɹɑbəbli
probably,pɹɑəbli
saying,seɪɪŋ
understand,ʌndɚstænd
yeah,jæə
yeah,jɛə
york,jɔɹk
york,jɔːɹk
class,kleəs
class,klæs
close,kloʊs
close,kloʊz
comes,kəʊmiːz
comes,kəʊmɪs
comes,kʌmz
i'd,aɪd
idea,aɪdiə
idea,aɪdɪɹ
international,ɪntɚnæʃənəl
looks,lʊks
past,pæst
possible,pɑsəbl̩
wanted,wɑntɪd
'cause,kʌz
cause,kɔz
due,du
happy,hæpi
human,hjumən
human,jumən
members,mɛmbɚz
months,mʌnθs
move,muːv
question,kwɛstjən
question,kwɛst͡ʃən
question,kwɛʃt͡ʃən
r,ɑɹ
series,siɹiz
series,sɪɹiz
wait,weɪt
woman,woʊmən
woman,wʊmən
ask,æsk
community,kəmjunəti
data,deɪtə
data,dætə
late,leɪt
leave,liv
north,noɹθ
north,nɔəθ
north,nɔːɹθ
saw,sɔ
special,spɛʃəl
watch,wɔt͡ʃ
won't,woʊnt
'low,laʊ
either,aɪðɚ
either,iðɚ
fucking,fʊkɪŋ
fucking,fʌkɪn
fucking,fʌkɪŋ
future,fjuːt͡ʃəɹ
light,laɪt
low,loʊ
million,mɪljən
morning,mɔɹnɪŋ
police,pəliːs
short,ʃoɹt
stay,steɪ
taken,teɪkən
age,eɪd͡ʒ
buy,baɪ
deal,diːl
rather,ɹæðɚ
rather,ɹɑðɚ
reason,ɹiːzən
red,ɹɛd
report,ɹɪpɔɹt
soon,sun
third,θɝd
turn,tɝɳ
whether,wɛðəɹ
whether,ʍɛðəɹ
among,əmɒŋ
among,əmʌŋ
check,t͡ʃɛk
development,dɪvɛləpmənt
form,foɹm
further,fɝðɚ
heart,hɑɹt
minutes,mɪnɪts
services,sɝvɪsɪz
yourself,jɔɹsɛlf
yourself,jɚsɛlf
yourself,jʊɹsɛlf
act,ækt
although,ɑlðoʊ
although,ɔlðoʊ
asked,æskt
asked,æst
child,t͡ʃaɪld
fire,faɪəɹ
fun,fʌn
living,lɪvɪŋ
major,meɪd͡ʒəɹ
media,midiə
media,miːdɪə
phone,foʊ̯n
players,pleɪɚz
art,ɑɹt
behind,biːhaɪnd
behind,bəhaɪnd
behind,bɪhaɪnd
building,bɪldɪŋ
easy,izi
gonna,ɡɔnə
gonna,ɡənə
gonna,ɡʌnə
market,mɑɹkət
market,mɑɹkɪt
near,nɪɚ
plan,plæn
political,pəlɪtɪkəl
quite,kwaɪt
six,sɪks
talking,tɔkɪŋ
west,wɛst
works,wɝks
according,əkɔɹdɪŋ
available,əveɪləbəl
education,ɛd͡ʒəkeɪʃən
education,ɛd͡ʒʊkeɪʃən
final,faɪnəl
former,fɔɹmɚ
front,fɹʌnt
kids,kɪdz
list,lɪst
ready,ɹɛdi
sometimes,sʌmtaɪmz
son,sɒn
son,sʌn
street,stɹit
wasn't,wʌzənt
bring,bɹɪŋ
college,kɑlɪd͡ʒ
current,kɝənt
current,kɝɪnt
current,kʌɹənt
example,əɡzæmpəl
example,ɪɡzæmpəl
experience,ɪkspɪɹiəns
heard,hɝd
london,lʌndən
meet,mit
program,pɹoʊɡɹæm
type,taɪp
baby,beɪbi
chance,t͡ʃæns
chance,t͡ʃɑːns
father,fɑðɚ
march,mɑɹt͡ʃ
process,pɹɑsɛs
process,pɹəsɛs
she's,ʃiːz
song,sɑŋ
song,sɔŋ
study,stʌdi
word,wɝd
across,əkɹɔs
action,ækʃən
clear,klɪɹ
gave,ɡeɪv
gets,ɡɛts
gets,ɡɪts
himself,hɪmsɛlf
himself,ɪ̈msɛlf
month,mʌnθ
self,sɛlf
students,studn̩ts
words,wɝdz
board,bɔɹd
cost,kɔst
cut,kʌt
field,fild
held,hɛld
instead,ɪnstɛd
main,meɪn
moment,moʊmənt
mother,mɒθəɹ
mother,mʌðɚ
road,ɹoʊd
seems,siːmz
thinking,θɪŋkɪŋ
town,taʊn
wants,wɑnts
wants,wɔnts
wants,wʌnts
department,dɪpɑɹtmənt
energy,ɛnɚd͡ʒi
fight,faɪt
fine,faɪn
fine,fiːneɪ
force,fɔɹs
hear,hɪɚ
issue,ɪʃju
played,pleɪd
points,pɔɪnts
price,pɹaɪs
re,ɹeɪ
re,ɹiː
rest,ɹɛst
results,ɹɪzʌlts
running,ɹʌniŋ
shows,ʃoʊz
space,speɪs
summer,sʌmɚ
term,tɝm
wife,waɪf
america,əmɛɹɪkə
beautiful,bjutɪfəl
date,deɪt
goes,ɡoʊz
land,lænd
miss,mɪs
project,pɹɑd͡ʒɛkt
project,pɹɑd͡ʒɪ̈kt
project,pɹəd͡ʒɛkt
sex,sɛks
shot,ʃɑt
site,saɪt
strong,stɹɔŋ
account,əkaʊnt
co,koʊ
especially,əspɛʃəli
especially,ɛspɛʃəli
especially,ɪspɛʃəli
eyes,aɪz
include,ɪnkluːd
june,d͡ʒjuːn
june,d͡ʒuːn
parents,pæɹənts
parents,pɛɹənts
period,pɪɚiəd
period,pɪɹiəd
position,pəzɪʃən
record,ɹɛkɔːɹd
record,ɹɛkɚd
record,ɹɪkɔɹd
similar,sɪməlɚ
total,toʊtəl
w,dʌb
w,dʌbjə
w,dʌbəlju
above,əbʌv
club,klʌb
common,kɑmən
died,daɪd
film,fɪlm
happened,hæpənd
knew,njuʊ̯
knew,njuː
lead,lid
lead,lɛd
likely,laɪkli
military,mɪlɪtɛɹi
perfect,pɚfɛkt
perfect,pɝfɪkt
personal,pɝsnəl
personal,pɝsənəl
security,səkjɔɹɪti
security,səkjʊɹɪti
share,ʃɛɚ
tv,tiːviː
what's,wɑts
what's,wʌts
what's,ʍɑts
what's,ʍʌts
won,wɑn
won,wʌn
april,eɪpɹəl
center,sɛntɚ
county,kaʊnti
couple,kʌpəl
dead,dɛd
english,ɪŋlɪʃ
english,ɪŋɡlɪʃ
happen,hæpən
hold,hoʊld
industry,ɪndəstɹi
inside,ɪnsaɪd
online,ɒnlaɪn
player,pleɪɚ
private,pɹaɪvət
private,pɹaɪvɪt
problems,pɹɑbləmz
return,ɹɪtɝn
rights,ɹaɪts
sense,sɛnts
star,stɑɹ
test,tɛst
view,vjuː
weeks,wiːks
break,bɹeɪk
british,bɹɪtɪʃ
companies,kʌmpəniz
event,əvɛnt
event,ɪvɛnt
higher,haɪɚ
higher,haɪɹ
hour,aʊɚ
l,l
l,ɛl
member,mɛmbɚ
middle,mɪdəl
needed,nidɪd
present,pɹɛzənt
present,pɹɪzɛnt
result,ɹɪzʌlt
sorry,sɑɹi
sorry,sɔɹi
takes,teɪks
training,tɹeɪnɪŋ
wish,wɪʃ
wouldn't,wʊdn̩t
wouldn't,wʊnt
answer,ænsɚ
boy,bɔɪ
design,dɪzaɪn
finally,faɪnli
finally,faɪnəli
girls,ɡɝlz
gold,ɡoʊld
gone,ɡɔn
guess,ɡɛs
interest,ɪntəɹst
interest,ɪntəɹəst
interest,ɪntəɹɛst
interest,ɪntɹəst
interest,ɪntɹɛst
july,d͡ʒulaɪ
july,d͡ʒəlaɪ
king,kiŋ
king,kiːŋ
king,kɪŋ
learn,lɝn
policy,pɑləsi
society,səsaɪəti
added,ædəd
added,ædɪd
al,æl
al,ɑːl
alone,əloʊn
average,ævəɹɪd͡ʒ
average,ævɹɪd͡ʒ
bank,bæŋk
brought,bɹɔt
certain,sɝtn̩
certain,sɝʔn̩
church,t͡ʃɝt͡ʃ
east,iːst
hands,hændz
hot,hɑt
let's,lɛts
longer,lɔŋɡɚ
medical,mɛdɪkl̩
movie,muːvi
original,əɹɪd͡ʒnəl
original,əɹɪd͡ʒənəl
original,əɹɪd͡ʒɪnəl
park,pɑɹk
performance,pəɹfɔɹməns
press,pɹɛs
received,ɹɪsiːvd
role,ɹol
role,ɹoʊl
sent,sɛnt
themselves,ðəmsɛlvz
themselves,ðɛmsɛlvz
tried,tɹaɪd
worked,wɝkt
worth,wɝθ
'n,n
'n',ən
became,bɪkeɪm
bill,bɪl
books,bʊks
cool,kul
director,daɪɹɛktɚ
director,dɪɹɛktɚ
exactly,ɪɡzæktli
giving,ɡɪvɪŋ
ground,ɡɹaʊnd
meeting,mitɪŋ
n,ɛn
provide,pɹəvaɪd
questions,kwɛst͡ʃənz
relationship,ɹɪleɪʃənʃɪp
september,səptɛmbəɹ
september,sɛptɛmbəɹ
sound,saʊnd
source,sɔɹs
usually,juːʒʊəli
value,væljuː
d'oh,doʊʔ
evidence,ɛvədəns
evidence,ɛvɪdəns
follow,fɑloʊ
lives,laɪvz
lives,lɪvz
official,əfɪʃəl
ok,oʊkeɪ
production,pɹədʌkʃən
rate,ɹeɪt
reading,ɹidiŋ
reading,ɹiːdɪŋ
reading,ɹɛdɪŋ
round,ɹaʊnd
save,seɪv
stand,stænd
stuff,stʌf
tax,tæks
whatever,wəɾɛvɚ
whatever,wʌtɛvɚ
amount,əmaʊnt
blue,blu
blue,bluː
countries,kʌntɹiz
david,deɪvɪd
drive,dɹaɪv
eat,it
fall,fɔl
fast,fæst
federal,fɛdəɹəl
federal,fɛdɹəl
feeling,filɪŋ
felt,fɛlt
green,ɡɹin
green,ɡɹiːn
league,liːɡ
management,mænɪd͡ʒmənt
match,mæt͡ʃ
model,mɑdl̩
p,piː
picture,pɪkt͡ʃɚ
picture,pɪt͡ʃɚ
size,saɪz
step,stɛp
trust,trʌst
you've,juv
central,sɛntɹəl
changes,t͡ʃeɪnd͡ʒɪz
england,ɪŋlənd
england,ɪŋɡlənd
forward,foʊwɚd
forward,fɔɹwɚd
forward,fɔɹɚd
groups,ɡɹuːps
hey,heɪ
key,ki
mom,mɑm
o,oʊ
o',oʊ
o',ə
page,peɪd͡ʒ
paid,peɪd
range,ɹeɪnd͡ʒ
review,ɹɪvjuː
science,saɪəns
trade,tɹeɪd
upon,əpɑn
upon,əpɔn
various,væɹiəs
various,vɛɚiəs
various,vɛɹiəs
attention,ətɛnʃən
brother,bɹʌðɚ
cannot,kænnɑt
cannot,kənnɑt
cannot,kɛnnɑt
cannot,kɪnnɑt
chief,t͡ʃiːf
cup,kʌp
football,fʊtbɔl
hate,heɪt
haven't,hævn̩t
james,d͡ʒeɪmz
led,lɛd
led,ɛliːdiː
looked,lʊkt
lower,laʊɚ
lower,loʊɚ
natural,næt͡ʃəɹəl
october,ɑktoʊbəɹ
property,pɹɑpɚti
quality,kwɑləti
send,sɛnd
style,staɪl
u,juː
u,u
u,ʊ
u,ʌ
vote,voʊt
amazing,əmeɪzɪŋ
august,ɔɡəst
august,ɔːɡʌst
blood,blʌd
china,t͡ʃaɪnə
complete,kəmpliːt
dog,dɔɡ
economic,ɛkənɑmɪk
hell,hɛl
involved,ɪnvɑlvd
itself,ɪtsɛlf
language,læŋɡwɪd͡ʒ
lord,lɔɹd
november,noʊvɛmbəɹ
oil,ɔɪl
related,ɹɪleɪtɪd
serious,sɪɚiəs
serious,sɪɹiəs
stage,steɪd͡ʒ
terms,tɝmz
title,taɪtəl
add,æd
article,ɑɹtəkl̩
article,ɑɹtɪkəl
attack,ətæk
born,boɹn
couldn't,kʊdənt
damn,dæm
decided,dɪsaɪdəd
decided,dɪsaɪdɪd
decision,dɪsɪʒən
enjoy,ənd͡ʒɔɪ
enjoy,ɛnd͡ʒɔɪ
enjoy,ɪnd͡ʒɔɪ
entire,əntaɪɚ
entire,ɪntaɪɚ
french,fɹɛnt͡ʃ
french,fɹɛnʃ
january,d͡ʒænjuæɹi
january,d͡ʒænjuɛɹi
kill,kɪl
met,mɛt
perhaps,pɚhæps
perhaps,pɹæps
poor,pɔɹ
poor,pɔːɹ
poor,pʊəɹ
poor,pʊɚ
poor,pʊɹ
release,ɹiːliːs
release,ɹɪliːs
situation,sɪtjuːeɪʃən
situation,sɪt͡ʃuweɪʃən
technology,tɛknɑləd͡ʒi
turned,tɝnd
website,wɛbsaɪt
choice,t͡ʃɔɪs
code,koʊd
considered,kənsɪdɚd
continue,kəntɪnjuː
council,kaʊnsəl
cover,kʌvɚ
currently,kɝəntli
door,dɔɹ
election,əlɛkʃən
european,jɝəpiən
european,jʊɚəpiən
events,ɪvɛnts
f,ɛf
financial,faɪnænʃəl
financial,fɪnænʃəl
foreign,fɑɹɪn
foreign,fɔɹən
foreign,fɔɹɪn
hair,hɛəɹ
legal,liɡəl
legal,lɪɡæl
lose,luːz
michael,maɪkəl
pick,pɪk
race,ɹeɪs
seem,siːm
seven,sɛvən
sign,saɪn
simple,sɪmpəl
simply,sɪmpli
staff,stæf
staff,stɑːf
super,supɚ
union,juːniən
union,juːnjən
walk,wɔk
washington,wɑʃɪŋtən
washington,wɔʃɪŋtən
bed,bɛd
began,bɪɡæn
built,bɪlt
career,kəɹɪɹ
changed,t͡ʃeɪnd͡ʒd
crazy,kɹeɪzi
daily,deɪli
daughter,dɑtɚ
daughter,dɔtɚ
daughter,dɔt̬ɚ
december,dɪsɛmbəɹ
die,daɪ
difficult,dɪfɪkəlt
figure,fɪɡjɚ
figure,fɪɡɚ
hospital,hɑspɪtl̩
hospital,hɑspɪɾl̩
knows,noʊz
loss,lɔs
modern,mɑdɚn
ones,wʌnz
paper,peɪpɚ
parts,pɑːts
popular,pɑpjəlɚ
published,pʌblɪʃt
safe,seɪf
starting,stɑɹtɪŋ
systems,sɪstəmz
version,vɝʒən
voice,vɔɪs
whose,huːz
writing,ɹaɪtɪŋ
army,ɑɹmi
australia,ɔstɹɛliə
australia,ɔstɹɛljə
earth,ɝθ
forget,fɔɹɡɛt
forget,fɚɡɛt
goal,ɡoʊl
h,eɪtʃ
h,eɪt͡ʃ
huge,hjuːd͡ʒ
internet,ɪntɚnɛt
listen,lɪsən
okay,oʊkeɪ
practice,pɹæktɪs
rules,ɹulz
sea,siː
sir,sɝ
success,səksɛs
towards,toʊɚdz
towards,tɔɹdz
towards,tʊwɔɹdz
v,viː
waiting,weɪtɪŋ
ways,weɪz
access,æksɛs
access,əksɛs
aren't,ɑɹənt
aren't,ɑːɹnt
base,beɪs
below,bɪloʊ
created,kɹieɪtɪd
deep,diːp
followed,fɑloʊd
la,lɑː
lol,loʊl
lol,lɑl
lol,lɔl
lol,ɛloʊɛl
mark,mɑɹk
missing,mɪsɪŋ
offer,ɔfɚ
pass,pæs
pass,pɑːs
professional,pɹəfɛʃənəl
released,ɹɪliːst
risk,ɹɪsk
schools,skuːlz
sleep,slip
table,teɪbəl
ten,tɛn
truth,tɹuːθ
ball,bɔl
ball,bɔːl
box,bɑks
build,bɪld
card,kɑɹd
cases,keɪsɪz
dark,dɑɹk
district,dɪstɹɪkt
europe,jɝəp
europe,jʊɚəp
india,ɪndiə
mine,maɪ̯n
minister,mɪnəstɚ
note,noʊt
percent,pɚsɛnt
piece,piːs
products,pɹɑdəkts
recent,ɹiːsənt
seeing,siːɪŋ
straight,stɹeɪt
visit,vɪzɪt
wall,wɔl
wanna,wɑnə
wanna,wɑnʊ
wanna,wɔnə
wanna,wɔnʊ
wanna,wʌnə
wanna,wʌnʊ
we've,wiːv
wrote,ɹoʊt
allowed,əlaʊd
boys,bɔɪz
culture,kʌlt͡ʃɚ
fans,fænz
february,fɛbjuɛəɹi
february,fɛbɹuɛɹi
gives,ɡɪvz
growth,ɡɹoʊθ
included,ɪnkluːdɪd
officer,ɔfəsɚ
officer,ɔfɪsɚ
pain,peɪn
paul,pɔl
places,pleɪsɪz
respect,ɹɪspɛkt
response,ɹɪspɑns
river,ɹaɪvɚ
river,ɹɪvɚ
rock,ɹɑk
speak,spik
specific,spəsɪfɪk
specific,spɪsɪfɪk
standard,stændəɹd
tonight,tənaɪt
write,ɹaɪt
y,waɪ
y',jə
album,ælbəm
century,sɛntʃəɹi
charge,t͡ʃɑɹd͡ʒ
cold,koʊld
create,kɹiːeɪt
effect,əfɛkt
effect,ɪfɛkt
eight,eɪt
except,ɛksɛpt
except,ɪksɛpt
eye,aɪ
funny,fʌni
limited,lɪmɪtɪd
moving,muːvɪŋ
network,nɛtwɝk
peace,piːs
recently,ɹiːsəntli
required,ɹɪkwaɪɹd
sales,seɪlz
spent,spɛnt
store,stɔɹ
student,studənt
tomorrow,təmɑɹoʊ
tomorrow,təmɑɹə
tomorrow,təmɒɹoʊ
tomorrow,tʊmɑɹoʊ
track,tɹæk
via,vaɪə
via,viːə
watching,wɑt͡ʃɪŋ
weight,weɪt
y'are,jɑːɹ
y'all,jɔl
addition,ədɪʃən
ahead,əhɛd
allow,əlaʊ
association,əsoʊsieɪʃən
association,əsoʊʃieɪʃən
beat,biːt
brown,bɹaʊn
capital,kæpɪtəl
chinese,t͡ʃaɪniz
conference,kɑnfəɹəns
difference,dɪfəɹəns
double,dʌbəl
expect,ɛkspɛkt
expect,ɪkspɛkt
gas,ɡæs
gas,ɡæz
island,aɪ̯lənd
moved,muːvd
normal,nɔɹməl
plans,plænz
population,pɒpjuːleɪʃən
potential,poʊtɛnʃəl
potential,pətɛnʃəl
pressure,pɹɛʃəɹ
radio,ɹeɪdioʊ
russian,ɹʌʃən
station,steɪʃən
text,tɛkst
treatment,tɹiːtmənt
western,wɛstɚn
ass,æs
beginning,bɪɡɪnɪŋ
california,kælɪfoɹniə
california,kælɪfoɹnjə
campaign,kæmpeɪn
campaign,kəmpeɪn
certainly,sɝtn̩li
completely,kəmpliːtli
content,kɑntɛnt
content,kəntɛnt
credit,kɹɛdɪt
cross,kɹɔs
female,fiːmeɪl
focus,foʊkəs
g,dʒiː
hi,haɪ
hi,haɪ̯
husband,hʌzbənd
ice,aɪs
individual,ɪndɪvɪd͡ʒʊəl
interesting,ɪntəɹəstɪŋ
interesting,ɪntəɹɛstɪŋ
interesting,ɪntɹɛstɪŋ
interesting,ɪntɹɪstɪŋ
j,d͡ʒeɪ
join,d͡ʒɔɪn
kept,kɛpt
leading,lidɪŋ
leading,lɛdɪŋ
loved,lʌvd
message,mɛsɪd͡ʒ
miles,maɪlz
nearly,nɪɹli
particular,pətɪkjəlɚ
previous,pɹiviəs
quickly,kwɪkli
