กรรมตามสนอง	konramataːmsanɔːŋ
กรรมวาจก	konramawaːt͡ɕok
กรรมสาร	konramasaːn
กรรมสิทธิ์	konramasitʰot
กรรมาชีพ	konramaːt͡ɕʰiːp
กรรมาชีพ	konramaːt͡ɕʰiːp
กรรเชียง	konrat͡ɕʰiːa̯ŋ
กรรโชก	konrat͡ɕʰoːk
กรรไกร	konrakajraʔ
กรรไกรตัดเล็บ	konrakajratatleːb
กรรไกรเล็ก	konrakajraleːk
กรวด	konwot
กรวย	konwoj
กรอ	krɔː
กรอก	krɔːk
กรอง	krɔːŋ
กรอบ	krɔːb
กระ	kraʔ
กระจก	krat͡ɕok
กระจกตา	kratkataː
กระจกนาฬิกา	kratkanaːlikaː
กระจกเงา	kratkaŋeːaː
กระจง	krat͡ɕoŋ
กระจอก	krat͡ɕɔːk
กระจอกเทศ	krat͡ɕɔːktʰeːt
กระจับ	krat͡ɕab
กระจับปี่	krat͡ɕabpiː
กระจาด	krat͡ɕaːt
กระจาย	krat͡ɕaːj
กระจุก	krat͡ɕuk
กระจุกดาวลูกไก่	krat͡ɕukdaːwaluːkkaj
กระชอน	krat͡ɕʰɔːn
กระชาก	krat͡ɕʰaːk
กระชาย	krat͡ɕʰaːj
กระซิบ	krasib
กระซู่	krasuː
กระฎุมพี	kradumpʰiː
กระดอ	kradɔː
กระดอง	kradɔːŋ
กระดังงา	kradaŋŋaː
กระดาน	kradaːn
กระดานชนวน	kradaːnt͡ɕʰanawon
กระดานชนวน	kradaːnt͡ɕʰanawon
กระดานดำ	kradaːndam
กระดานถีบ	kradaːntʰiːb
กระดานลื่น	kradaːnlɯːn
กระดานหก	kradaːnhok
กระดานหก	kradaːnhok
กระดานหมากรุก	kradaːnhamaːkruk
กระดานหมากรุก	kradaːnhamaːkruk
กระดานโต้คลื่น	kradaːntoːkʰlɯːn
กระดานไฟ	kradaːnfaj
กระดาษ	kradaːt
กระดาษ	kradaːt
กระดาษชำระ	kradaːtt͡ɕʰamraʔ
กระดาษทราย	kradaːttʰraːj
กระดาษทิชชู	kradaːttʰit͡ɕʰat͡ɕʰuː
กระดาษเงินกระดาษทอง	kradaːtŋɤnokradaːttʰɔːŋ
กระดาษเช็ดปาก	kradaːtt͡ɕʰeːdapaːk
กระดาษเช็ดปาก	kradaːtt͡ɕʰeːdapaːk
กระดาษแก้ว	kradaːtkɛːw
กระดาษแข็ง	kradaːtkʰɛːŋ
กระดิก	kradik
กระดิ่ง	kradiŋ
กระดี่ได้น้ำ	kradiːdajnam
กระดึ๊บ	kradɯb
กระดุม	kradum
กระดูก	kraduːk
กระดูกค้อน	kraduːkkʰɔːn
กระดูกงู	kraduːkŋuː
กระดูกซี่โครง	kraduːksiːkʰoːroŋ
กระดูกต้นขา	kraduːktanakʰaː
กระดูกต้นแขน	kraduːktanakʰɛːn
กระดูกทั่ง	kraduːktʰaŋ
กระดูกน่อง	kraduːknɔːŋ
กระดูกสะบัก	kraduːksabak
กระดูกสันหลัง	kraduːksanohlaŋ
กระดูกสันอก	kraduːksanɔːk
กระดูกอ่อน	kraduːkʔɔːn
กระดูกเชิงกราน	kraduːkt͡ɕʰɤŋokraːn
กระดูกแข้ง	kraduːkkʰɛːŋ
กระดูกโกลน	kraduːkkoːlon
กระดูกโหนกแก้ม	kraduːkhoːnokkɛːm
กระดูกโอบอก	kraduːkʔoːbɔːk
กระดูกไหปลาร้า	kraduːkhajplaːraː
กระด้ง	kradoŋ
กระด้าง	kradaːŋ
กระติก	kratik
กระตือรือร้น	kratɯːɔːrɯːɔːron
กระตือรือล้น	kratɯːɔːrɯːɔːlon
กระตุก	kratuk
กระตุกหนวดเสือ	kratukhanowdasɯːa̯
กระตุ้น	kratun
กระต่าย	krataːj
กระต่ายตื่นตูม	krataːjtɯːnatuːm
กระต่ายป่า	krataːjpaː
กระต่ายหมายจันทร์	krataːjhamaːjt͡ɕanot
กระต๊อบ	kratɔːb
กระถาง	kratʰaːŋ
กระถางดอกไม้	kratʰaːŋdɔːkamaj
กระถางต้นไม้	kratʰaːŋtanamaj
กระทง	kratʰoŋ
กระทบ	kratʰob
กระทรวง	kratrawoŋ
กระทรวงศึกษาธิการ	kratrawoŋsɯkasaːtʰikaːn
กระทะ	kratʰaʔ
กระทะทองแดง	kratʰatʰɔːŋdɛːŋ
กระทะใบบัว	kratʰabajbuːa̯
กระทัดรัด	kratʰatrat
กระทันหัน	kratʰanhan
กระทา	kratʰaː
กระทำ	kratʰam
กระทิง	kratʰiŋ
กระทืบ	kratʰɯːb
กระทุง	kratʰuŋ
กระทู้	kratʰuː
กระทู้ถาม	kratʰuːtʰaːm
กระท่อม	kratʰɔːm
กระท้อน	kratʰɔːn
กระนั้น	kranan
กระบถ	krabot
กระบวน	krabwon
กระบวนการ	krabwanakaːn
กระบวนพิจารณา	krabwanapʰit͡ɕaːnnaː
กระบวย	krabwoj
กระบอก	krabɔːk
กระบอกฉีดยา	krabɔːkt͡ɕʰiːdajaː
กระบอกเสียง	krabɔːksiːa̯ŋ
กระบอง	krabɔːŋ
กระบองเพชร	krabɔːŋpʰeːt͡ɕʰon
กระบะ	krabaʔ
กระบะทราย	krabatraːj
กระบี่	krabiː
กระบี่กระบอง	krabiːkrabɔːŋ
กระบือ	krabɯːɔː
กระบุง	krabuŋ
กระปรี้กระเปร่า	krapriːkrapeːraː
กระปี๋	krapiː
กระปุก	krapuk
กระปุกหมู	krapukhamuː
กระปุกออมสิน	krapukʔɔːmasin
กระป๋อง	krapɔːŋ
กระผม	krapʰom
กระพริบ	kraprib
กระพัง	krapʰaŋ
กระพัน	krapʰan
กระพือ	krapʰɯːɔː
กระมัง	kramaŋ
กระยาง	krajaːŋ
กระยาหาร	krajaːhaːn
กระรอก	krarɔːk
กระรอกบิน	krarɔːkbin
กระลาโหม	kralaːhoːm
กระวนกระวาย	krawnokrawaːj
กระษัตร	krasaton
กระษัตร	krasaton
กระษัตริย์	krasatriʔ
กระษัตรี	krasatriː
กระสวน	kratwon
กระสวย	kratwoj
กระสวยอวกาศ	kratwajɔːwkaːt
กระสอบ	krasɔːb
กระสะ	krasaʔ
กระสา	krasaː
กระสา	krasaː
กระสาบ	krasaːb
กระสาย	krasaːj
กระสือ	krasɯːɔː
กระสุน	krasun
กระสุนปืน	krasunpɯːn
กระหนก	krahnok
กระหม่อม	krahmɔːm
กระหรี่	krahriː
กระหล่ำ	krahlam
กระหวัด	krahwat
กระหาย	krahaːj
กระอัก	kraʔak
กระเจี๊ยบ	krat͡ɕiːa̯b
กระเจี๊ยบมอญ	krat͡ɕiːa̯bmɔːj
กระเจี๊ยว	krat͡ɕiːa̯w
กระเชอ	krat͡ɕʰɤː
กระเชอก้นรั่ว	krat͡ɕʰɤːknaruːa̯
กระเชา	krat͡ɕʰeːaː
กระเช้า	krat͡ɕʰeːaː
กระเซิง	krasɤŋ
กระเซ็น	kraseːn
กระเดือก	kradɯːa̯k
กระเด็น	kradeːn
กระเต็น	krateːn
กระเทย	kratʰeːj
กระเทียม	kratʰiːa̯m
กระเบน	krabeːn
กระเบื้อง	krabɯːa̯ŋ
กระเป๋า	krapeːaː
กระเป๋าตังค์	krapeːaːtaŋ
กระเป๋าธนบัตร	krapeːaːtnabaton
กระเป๋าสตางค์	krapeːaːttaːŋ
กระเป๋าเงิน	krapeːaːŋɤn
กระเป๋าเดินทาง	krapeːaːdɤntʰaːŋ
กระเพรา	krapʰeːraː
กระเพา	krapʰeːaː
กระเพาะ	krapʰɔʔ
กระเพาะปัสสาวะ	krapʰɔpatsaːwaʔ
กระเพาะพัก	krapʰɔpʰak
กระเพาะอาหาร	krapʰɔʔaːhaːn
กระเรียน	krariːa̯n
กระเหรี่ยง	kraheːriːjoŋ
กระแต	kratɛː
กระแทก	kratʰɛːk
กระแส	krasɛː
กระแสไฟฟ้า	krasɛːfajfaː
กระโจม	krat͡ɕoːm
กระโจมไฟ	krat͡ɕoːmfaj
กระโชก	krat͡ɕʰoːk
กระโดด	kradoːt
กระโดดร่ม	kradoːtrom
กระโถน	kratʰoːn
กระโทง	kratʰoːŋ
กระโปรง	krapoːroŋ
กระได	kradaj
กรัง	kraŋ
กรัม	kram
กราด	kraːt
กราดภาพ	kraːtpʰaːp
กราบ	kraːb
กราฟ	kraːf
กราฟ	kraːf
กราม	kraːm
กริช	krit
กรินทร์	krinot
กริยา	krijaː
กริยา	krijaː
กริยาช่วย	krijaːtwoj
กริยาช่วย	krijaːtwoj
กริยานุเคราะห์	krijaːnukʰeːraːaʔ
กริยานุเคราะห์	krijaːnukʰeːraːaʔ
กริยาวิเศษณานุประโยค	krijaːwiseːtnaːnuprajoːk
กริยาวิเศษณานุประโยค	krijaːwiseːtnaːnuprajoːk
กริยาวิเศษณ์	krijaːwiseːt
กริยาวิเศษณ์	krijaːwiseːt
กริ่ง	kriŋ
กริ่งเกรง	kriŋkeːroŋ
กริ้ว	kriw
กรี	kriː
กรี	kriː
กรีก	kriːk
กรีซ	kriːt
กรีซ	kriːt
กรีซโบราณ	kriːtboːraːn
กรีซโบราณ	kriːtboːraːn
กรีฑา	kriːtʰaː
กรีด	kriːt
กรีนแลนด์	kriːnlɛːn
กรุง	kruŋ
กรุงเขมา	kruŋkʰeːmaː
กรุงเทพ	kruŋtʰeːp
กรุงเทพมหานคร	kruŋtʰeːpʰomhaːnakʰon
กรุงเทพฯ	kruŋtʰeːp
กรุงเฮก	kruŋheːk
กรุณา	krunaː
กรุ่น	krun
กรู	kruː
กรูม	kruːm
กร่อน	krɔːn
กร่อย	krɔːj
กร่าง	kraːŋ
กฤดีกา	krʉdiːkaː
กฤตยฎีกา	krʉtojdiːkaː
กฤติกา	krʉtikaː
กฤษฎา	krʉsadaː
กฤษฎีกา	krʉsadiːkaː
กฤษณา	krʉsanaː
กล	kon
กล	kon
กลฉ้อฉล	kont͡ɕʰɔːt͡ɕʰon
กลด	klot
กลบ	klob
กลบบัตร	konbabaton
กลบบัตรสุมเพลิง	konbabatrasumpʰeːliŋ
กลบบาตร	konbabaːton
กลบบาตรสุมเพลิง	konbabaːtrasumpʰeːliŋ
กลม	klom
กลมกล่อม	konmoklɔːm
กลมเกลียว	konmakeːliːjow
กลยุทธ์	konjut
กลวง	konwoŋ
กลวิธี	konwitʰiː
กลศาสตร์	konsaːsot
กลอง	klɔːŋ
กลองชุด	klɔːŋt͡ɕʰut
กลองตุ้ม	klɔːŋtum
กลองทัด	klɔːŋtʰat
กลองยาว	klɔːŋjaːw
กลองสองหน้า	klɔːŋsɔːŋohnaː
กลองแขก	klɔːŋkʰɛːk
กลอน	klɔːn
กลอุบาย	konʔubaːj
กลัด	klat
กลันตัน	klantan
กลับ	klab
กลับคืน	klabkʰɯːn
กลับตัว	klabtuːa̯
กลับตาลปัตร	klabtaːlapaton
กลับบ้าน	klabbaːn
กลับบ้านเก่า	klabbaːnakeːaː
กลับลำ	klablam
กลับหลังหัน	klabhalaŋhan
กลับเนื้อกลับตัว	klabnɯːa̯klabtuːa̯
กลัว	kluːa̯
กลัวดอกพิกุลจะร่วง	kluːa̯dɔːkpʰikunt͡ɕarawoŋ
กลัวเหมือนหนูกลัวแมว	kluːa̯heːmɯːɔːnhanuːkluːa̯mɛːw
กลั่น	klan
กลั่นกรอง	klankrɔːŋ
กลั้น	klan
กลั้ว	kluːa̯
กลาก	klaːk
กลาง	klaːŋ
กลางคืน	klaːŋkʰɯːn
กลางวัน	klaːŋwan
กลางแจ้ง	klaːŋt͡ɕɛːŋ
กลาบาต	klaːbaːt
กลาย	klaːj
กลายพันธุ์	klaːjpʰanot
กลาโหม	klaːhoːm
กลาโหม	klaːhoːm
กลิ่น	klin
กลิ่นตัว	klintuːa̯
กลิ่นหอม	klinhɔːm
กลิ้ง	kliŋ
กลิ้งกลอก	kliŋklɔːk
กลิ้งเกลือก	kliŋkeːlɯːɔːk
กลีบ	kliːb
กลีบดอก	kliːbdɔːk
กลีบดอกไม้	kliːbdɔːkamaj
กลีบหิน	kliːbhin
กลึง	klɯŋ
กลืน	klɯːn
กลืนน้ำลายตัวเอง	klɯːnnamlaːjtuːa̯ʔeːŋ
กลืนไม่เข้าคายไม่ออก	klɯːnmajkʰeːaːkʰaːjmajʔɔːk
กลุ่ม	klum
กลุ่มกระจุกดาราจักร	klumkrat͡ɕukdaːraːt͡ɕakon
กลุ่มดาว	klumdaːw
กลุ่มดาวหมีเล็ก	klumdaːwohmiːleːk
กลุ่มดาวหมีใหญ่	klumdaːwohmiːhajjaʔ
กลุ่มอาการ	klumʔaːkaːn
กลุ้ม	klum
กลูโคส	kluːkʰoːt
กลเม็ด	konmeːt
กลไก	konkaj
กล่อง	klɔːŋ
กล่องดนตรี	klɔːŋdanotriː
กล่องดวงใจ	klɔːŋdawoŋt͡ɕaj
กล่องดินสอ	klɔːŋdinasɔː
กล่องเสียง	klɔːŋsiːa̯ŋ
กล่อม	klɔːm
กล่าว	klaːw
กล่าวหา	klaːwhaː
กล้วย	konwoj
กล้วยไม้	konwajamaj
กล้อง	klɔːŋ
กล้องจุลทรรศน์	klɔːŋt͡ɕulotrarot
กล้องจุลทรรศน์อิเล็กตรอน	klɔːŋt͡ɕulotrarotʔileːktrɔːn
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องกราด	klɔːŋt͡ɕulotrarotʔileːktrɔːnt͡ɕʰanitsɔːŋokraːt
กล้องจุลทรรศน์อิเล็กตรอนชนิดส่องผ่าน	klɔːŋt͡ɕulotrarotʔileːktrɔːnt͡ɕʰanitsɔːŋapʰaːn
กล้องดูดาว	klɔːŋduːdaːw
กล้องถ่ายภาพ	klɔːŋtʰaːjapʰaːp
กล้องถ่ายรูป	klɔːŋtʰaːjaruːp
กล้องยาสูบ	klɔːŋjaːsuːb
กล้องยาเส้น	klɔːŋjaːseːn
กล้องวงจรปิด	klɔːŋwaŋotrapit
กล้องสนาม	klɔːŋsanaːm
กล้องสองตา	klɔːŋsɔːŋataː
กล้องโทรทรรศน์	klɔːŋtʰoːrotrarot
กล้า	klaː
กล้าม	klaːm
กล้ามเนื้อ	klaːmnɯːa̯
กล้ามเนื้อหัวใจ	klaːmnɯːa̯huːa̯t͡ɕaj
กล้ามเนื้อเรียบ	klaːmnɯːa̯riːa̯b
กล้ามเนื้อโครงร่าง	klaːmnɯːa̯kʰoːnŋaraːŋ
กล้าย	klaːj
กล้าหาญ	klaːhaːj
กล้ำกลืน	klamklɯːn
กวด	kwot
กวน	kwon
กวน	kwon
กวน	kwon
กวม	kwom
กวยจั๊บ	kwjat͡ɕab
กวยจี๊	kwjat͡ɕiː
กวัก	kwak
กวาง	kwaːŋ
กวางตุ้ง	kwaːŋtuŋ
กวางผา	kwaːŋpʰaː
กวางมูส	kwaːŋmuːt
กวาด	kwaːt
กวาดต้อน	kwaːttɔːn
กวาดล้าง	kwaːtlaːŋ
กวี	kwiː
กวีนิพนธ์	kwiːnipʰon
กว่า	kwaː
กว้าง	kwaːŋ
กว้างใหญ่	kwaːŋhajjaʔ
กว้าน	kwaːn
กษัตร	kasaton
กษัตร	kasaton
กษัตรา	kasatraː
กษัตริย์	kasatriʔ
กษัตรี	kasatriː
กษัตรีย์	kasatriː
กษาปณ์	kasaːp
กษีร	kasiːn
กษีรสาคาร	kasiːnsaːkʰaːn
กษีระ	kasiːraʔ
กษีรามพุ	kasiːraːmpʰuʔ
กษีรารณพ	kasiːraːnnop
กสิ	kasiʔ
กสิกร	kasikon
กสิกรรม	kasikrarom
กอ	kɔː
กอก	kɔːk
กอก	kɔːk
กอง	kɔːŋ
กองกำลัง	kɔːŋkamlaŋ
กองทัพ	kɔːŋtʰap
กองทัพบก	kɔːŋtʰapʰabok
กองทัพมด	kɔːŋtʰapʰamot
กองทัพเดินด้วยท้อง	kɔːŋtʰapʰadɤndawojtʰɔːŋ
กองทัพเรือ	kɔːŋtʰapʰrɯːa̯
กองทุน	kɔːŋtʰun
กองบัญชาการ	kɔːŋbajat͡ɕʰaːkaːn
กองพล	kɔːŋpʰon
กองพัน	kɔːŋpʰan
กองมรดก	kɔːŋmaradok
กองหนุน	kɔːŋhanun
กองเรือ	kɔːŋrɯːa̯
กอด	kɔːt
กอดเก้าอี้	kɔːtkeːaːʔiː
กอบ	kɔːb
กอปร	kɔːpon
กอริลลา	kɔːrinlaː
กอริลลา	kɔːrinlaː
กอลลัม	kɔːnlam
กอล์ฟ	kɔːf
กอล์ฟ	kɔːf
กอล์ฟ	kɔːf
กอล์ฟ	kɔːf
กะ	kaʔ
กะ	kaʔ
กะ	kaʔ
กะ	kaʔ
กะ	kaʔ
กะจั๊ว	kat͡ɕuːa̯
กะตือรือร้น	katɯːɔːrɯːɔːron
กะตือรือล้น	katɯːɔːrɯːɔːlon
กะทะ	katʰaʔ
กะทัดรัด	katʰatrat
กะทันหัน	katʰanhan
กะทิ	katʰiʔ
กะบัง	kabaŋ
กะบังลม	kabaŋlom
กะปิ	kapiʔ
กะพริบ	kaprib
กะพรุน	kaprun
กะรัง	karaŋ
กะรุน	karun
กะลอจี๊	kalɔːt͡ɕiː
กะละปังหา	kalapaŋhaː
กะละมัง	kalamaŋ
กะละแม	kalamɛː
กะลา	kalaː
กะลาธิปไตย	kalaːtʰiptaj
กะลาสี	kalaːsiː
กะลาแลนด์	kalaːlɛːn
กะลาโหม	kalaːhoːm
กะหรี่	kahriː
กะหรี่ปั๊บ	kahriːpab
กะหล่ำ	kahlam
กะหล่ำดาว	kahlamdaːw
กะหล่ำปลี	kahlampliː
กะเทย	katʰeːj
กะเพรา	kapʰeːraː
กะเรียน	kariːa̯n
กะเหรี่ยง	kaheːriːjoŋ
กะเอว	kaʔeːw
กะโถน	katʰoːn
กะโหลก	kahoːlok
กะได	kadaj
กัก	kak
กัก	kak
กัก	kak
กักกัน	kakkan
กักขฬะ	kakkʰlaʔ
กักขัง	kakkʰaŋ
กักตัว	kaktuːa̯
กังฉิน	kaŋt͡ɕʰin
กังฟู	kaŋfuː
กังวล	kaŋwon
กังวาน	kaŋwaːn
กังหัน	kaŋhan
กังหันน้ำ	kaŋhananam
กังหันลม	kaŋhanalom
กังหันไอน้ำ	kaŋhanaʔajnam
กังไส	kaŋsaj
กัญชา	kajt͡ɕʰaː
กัณฑ์	kan
กัด	kat
กัด	kat
กัด	kat
กัดกร่อน	katkrɔːn
กัน	kan
กันกระสุน	kankrasun
กันชน	kant͡ɕʰon
กันดาร	kandaːn
กันดาร	kandaːn
กันดาร	kandaːn
กันดารวิถี	kandaːrawitʰiː
กันดารวิถี	kandaːrawitʰiː
กันดาล	kandaːn
กันตรึม	kantrɯm
กันนฑะ	kannatʰaʔ
กันยา	kanjaː
กันยายน	kanjaːjon
กันย์	kan
กันสาด	kansaːt
กันและกัน	kanlɛkan
กับ	kab
กับข้าว	kabkʰaːw
กับดัก	kabdak
กับระเบิด	kabrabɤt
กับแกล้ม	kabkɛːlom
กัมพูชา	kampʰuːt͡ɕʰaː
กัมพูชาธิบดี	kampʰuːt͡ɕʰaːtʰibdiː
กัมพูชาธิบดี	kampʰuːt͡ɕʰaːtʰibdiː
กัลบก	kanbok
กัลปังหา	kanpaŋahaː
กัลปาวสาน	kanpaːwasaːn
กัลยาณี	kanjaːniː
กัว	kuːa̯
กัว	kuːa̯
กัวลาลัมเปอร์	kuːa̯laːlampɤː
กัวเตมาลา	kuːa̯teːmaːlaː
กัศมีร์	katmiː
กัสสป	katsop
กัสสปะ	katsapaʔ
กั่น	kan
กั้ง	kaŋ
กั้น	kan
กั้นหยั่น	kanhajan
กา	kaː
กา	kaː
กาก	kaːk
กาก	kaːk
กากกะรุน	kaːkkarun
กากน้ำตาล	kaːknamtaːn
กากบาท	kaːkbaːt
กากรุน	kaːkrun
กากาแฟ	kaːkaːfɛː
กากี	kaːkiː
กากี	kaːkiː
กากี่นั้ง	kaːkiːnaŋ
กากเพชร	kaːkpʰeːt͡ɕʰon
กาง	kaːŋ
กางเกง	kaːŋkeːŋ
กางเกงขาสั้น	kaːŋkeːŋakʰaːsan
กางเกงใน	kaːŋkeːŋanaj
กางเขน	kaːŋkʰeːn
กาชาด	kaːt͡ɕʰaːt
กาซ่า	kaːsaː
กาญจน	kaːjt͡ɕon
กาญจนบุรี	kaːjt͡ɕanaburiː
กาญจนบุรี	kaːjt͡ɕanaburiː
กาญจนา	kaːjt͡ɕanaː
กาญจนาภิเษก	kaːjt͡ɕanaːpʰiseːk
กาฐมาณฑุ	kaːtmaːnatʰuʔ
กาด	kaːt
กาตาร์	kaːtaː
กาตาลุญญา	kaːtaːlujjaː
กานต์	kaːn
กานท์	kaːn
กานพลู	kaːnpʰluː
กานา	kaːnaː
กาน้ำ	kaːnam
กาบ	kaːb
กาบหอยแครง	kaːbhɔːjakʰɛːroŋ
กาบอง	kaːbɔːŋ
กาบูเวร์ดี	kaːbuːweːdiː
กาฝาก	kaːfaːk
กาพย์	kaːp
กาม	kaːm
กามโรค	kaːmroːk
กาย	kaːj
กาย	kaːj
กายกรรม	kaːjkrarom
กายวิภาคศาสตร์	kaːjwipʰaːksaːsot
กายวิภาคศาสตร์	kaːjwipʰaːksaːsot
กายอานา	kaːjʔaːnaː
การ	kaːn
การก	kaːrok
การกด	kaːnkot
การกบฏ	kaːnkabot
การกรรโชก	kaːnkront͡ɕʰoːk
การกรอก	kaːnkrɔːk
การกรอง	kaːnkrɔːŋ
การกระจัด	kaːnkrat͡ɕat
การกระทำ	kaːnkratʰam
การกระพริบ	kaːnkraprib
การกระโชก	kaːnkrat͡ɕʰoːk
การกราบ	kaːnkraːb
การกลัวดอกพิกุลจะร่วง	kaːnkluːa̯dɔːkpʰikunt͡ɕarawoŋ
การกลายพันธุ์	kaːnklaːjpʰanot
การกลืน	kaːnklɯːn
การกอด	kaːnkɔːt
การกะ	kaːnkaʔ
การกะพริบ	kaːnkapʰrib
การกักกัน	kaːnkakakan
การกักตัว	kaːnkakatuːa̯
การกัด	kaːnkat
การกัดกร่อน	kaːnkadokrɔːn
การกำกับ	kaːnkamkab
การกำราบ	kaːnkamraːb
การกำหนด	kaːnkamhanot
การกิน	kaːnkin
การกินเด็ก	kaːnkinadeːk
การกินใจ	kaːnkinat͡ɕaj
การกีดขวาง	kaːnkiːdokwaːŋ
การก่อการร้าย	kaːnkɔːkaːnraːj
การก่อสร้าง	kaːnkɔːsaraːŋ
การขอ	kaːnkʰɔː
การขอทาน	kaːnkʰɔːtʰaːn
การขัดกันของผลประโยชน์	kaːnkʰadakankʰɔːŋoploprajoːt
การขัดกันด้วยอาวุธ	kaːnkʰadakandawojʔaːwut
การขัดกันแห่งผลประโยชน์	kaːnkʰadakanhɛːŋoploprajoːt
การขัดขวาง	kaːnkʰadokwaːŋ
การขัดแย้ง	kaːnkʰadajɛːŋ
การขัน	kaːnkʰan
การขาย	kaːnkʰaːj
การขำ	kaːnkʰam
การขี้	kaːnkʰiː
การขุด	kaːnkʰut
การขโมย	kaːnkʰamoːj
การข่มขืน	kaːnkʰamakʰɯːn
การข่มขืนกระทำชำเรา	kaːnkʰamakʰɯːnkratʰamt͡ɕʰamreːaː
การคน	kaːnkʰon
การครอบครอง	kaːnkʰrɔːbkʰrɔːŋ
การคร่า	kaːnkʰraː
การคลอด	kaːnkʰlɔːt
การคลาน	kaːnkʰlaːn
การควง	kaːnkʰwoŋ
การควบคุม	kaːnkʰwobkʰum
การควบแน่น	kaːnkʰwobnɛːn
การควาน	kaːnkʰwaːn
การคว่ำบาตร	kaːnkʰwambaːton
การคอมพิวเตอร์	kaːnkʰɔːmapʰiwtɤː
การคอมพิวเตอร์	kaːnkʰɔːmapʰiwtɤː
การคอย	kaːnkʰɔːj
การคอร์รัปชัน	kaːnkʰɔːrapt͡ɕʰan
การคัดเลือกโดยธรรมชาติ	kaːnkʰadalɯːa̯kdoːjotraromt͡ɕʰaːtiʔ
การคำนวณ	kaːnkʰamnawon
การคืน	kaːnkʰɯːn
การคูณ	kaːnkʰuːn
การค้น	kaːnkʰon
การค้า	kaːnkʰaː
การค้าประเวณี	kaːnkʰaːpraweːniː
การค้ามนุษย์	kaːnkʰaːmanut
