Word,Pronunciation
fachada,fat͡ʃada
asumida,asumida
bajá,baxa
proscritos,pɾoskɾitos
tibetana,tibetana
paiquil,paikil
regulemos,reɡulemos
vestiría,bestiɾia
hidroterápicos,idɾoteɾapikos
empatar,empataɾ
huante,w̝ante
espinela,espinela
declamado,deklamado
tirara,tiɾaɾa
hardware,xarweɾ
jodible,xodible
pillo,piʝo
anaximeno,anaɡsimeno
faenado,faenado
causé,kause
escamoteo,eskamoteo
adorares,adoɾaɾes
levantisca,lebantiska
siéndoos,sjendoos
batán,batan
enterremos,enteremos
inventara,imbentaɾa
abrogatorios,abɾoɡatoɾjos
intifada,intifada
tormentón,toɾmenton
acabarás,akabaɾas
luchadora,lut͡ʃadoɾa
picódromo,pikodɾomo
malparir,malpaɾiɾ
bárbula,baɾbula
disecar,disekaɾ
galanteadas,ɡalanteadas
extermine,eɡsteɾmine
plumbagíneo,plumbaxineo
sano,sano
quilate,kilate
supervisar,supeɾbisaɾ
jerga,xeɾɡa
videográbalas,bideoɡɾabalas
tremolada,tɾemolada
pentapétala,pentapetala
defraudado,defɾaudado
bueyes,bweʝes
apelotadas,apelotadas
reparareis,repaɾaɾeis
novilla,nobiʝa
remediados,remedjados
masticada,mastikada
filosófico,filosofiko
verdeadas,beɾdeadas
deliberativo,delibeɾatibo
inotrópicas,inotɾopikas
ñuñoa,ɲuɲoa
heñidos,eɲidos
aglutinar,aɡlutinaɾ
patraña,patɾaɲa
intestino,intestino
enchulando,ent͡ʃulando
perseguir,peɾseɡiɾ
consistidas,konsistidas
concurrido,konkurido
vieron,bjeɾon
liderar,lideɾaɾ
támesis,tamesis
reaprovechamiento,reapɾobet͡ʃamjento
heroicas,eɾoikas
mitótico,mitotiko
idolillo,idoliʝo
anastasio,anastasjo
variables,baɾjables
hablarán,ablaɾan
lot,lot
crujiente,kɾuxjente
aconsejar,akonsexaɾ
infligidas,inflixidas
bardana,baɾdana
frialdad,fɾjaldad
fechas,fet͡ʃas
muerteaseis,mweɾteaseis
económica,ekonomika
ahistóricas,aistoɾikas
invalidadas,imbalidadas
sudorientos,sudoɾjentos
constado,konstado
clandestino,klandestino
esquite,eskite
regir,rexiɾ
serigráfica,seɾiɡɾafika
ágape,aɡape
dialogante,djaloɡante
vanagloriá,banaɡloɾja
domestiquemos,domestikemos
intravascular,intɾabaskulaɾ
resinoso,resinoso
procariótico,pɾokaɾjotiko
gatuperio,ɡatupeɾjo
peronia,peɾonja
matasellar,mataseʝaɾ
paleará,paleaɾa
disparador,dispaɾadoɾ
ochavado,ot͡ʃabado
agresor,aɡɾesoɾ
metódicas,metodikas
tildar,tildaɾ
dañineado,daɲineado
anticrítica,antikɾitika
rechinadora,ret͡ʃinadoɾa
comentareis,komentaɾeis
opiato,opjato
ababilláis,ababiʝais
dijisteis,dixisteis
gordote,ɡoɾdote
parlaras,paɾlaɾas
mambo,mambo
tajantemente,taxantemente
apuntar,apuntaɾ
nandrolona,nandɾolona
prefijada,pɾefixada
podóloga,podoloɡa
judicar,xudikaɾ
desposado,desposado
bufada,bufada
venís,benis
diatomita,djatomita
saltado,saltado
parara,paɾaɾa
estratigráficamente,estɾatiɡɾafikamente
tendremos,tendɾemos
defraudatorias,defɾaudatoɾjas
atacada,atakada
convidaréis,kombidaɾeis
gángster,ɡansteɾ
troya,tɾoʝa
mucosidad,mukosidad
entrecortar,entɾekoɾtaɾ
acolitar,akolitaɾ
leñero,leɲeɾo
bragueta,bɾaɡeta
trucar,tɾukaɾ
plumita,plumita
genial,xenjal
geles,xeles
coracoclavicular,koɾakoklabikulaɾ
marrón,maron
enumerado,enumeɾado
flores,floɾes
banqueta,banketa
eses,eses
desobligar,desobliɡaɾ
metrológico,metɾoloxiko
le,le
espolvorear,espolboɾeaɾ
empujados,empuxados
ofrendados,ofɾendados
estatuidos,estatwidos
burilarás,buɾilaɾas
anonadar,anonadaɾ
guarida,ɡwaɾida
ogro,oɡɾo
desertificadas,deseɾtifikadas
hoyo,oʝo
fritar,fɾitaɾ
noes,noes
rumoreados,rumoɾeados
agraviadas,aɡɾabjadas
prevaricadas,pɾebaɾikadas
rechistadas,ret͡ʃistadas
misantrópica,misantɾopika
burguesas,buɾɡesas
desvirgada,desbiɾɡada
mangar,manɡaɾ
mahometano,maometano
claustrofóbicas,klaustɾofobikas
repulsivos,repulsibos
malparados,malpaɾados
impropias,impɾopjas
penúltimo,penultimo
hipnosis,ibnosis
climatéricos,klimateɾikos
integrismo,inteɡɾismo
corrérsela,koreɾsela
pringada,pɾinɡada
trapicheada,tɾapit͡ʃeada
amuebladas,amwebladas
veneraras,beneɾaɾas
automarginados,automaɾxinados
guijuelenses,ɡixwelenses
cántico,kantiko
demolidas,demolidas
converses,kombeɾses
criminológico,kɾiminoloxiko
ajetreados,axetɾeados
marinas,maɾinas
gorditos,ɡoɾditos
desapegadas,desapeɡadas
bisecadas,bisekadas
señor,seɲoɾ
chateadas,t͡ʃateadas
preferiremos,pɾefeɾiɾemos
tarlac,taɾlak
conservadorismo,konseɾbadoɾismo
tronadas,tɾonadas
operabilidad,opeɾabilidad
estaros,estaɾos
belisario,belisaɾjo
deletreadas,deletɾeadas
metaheurístico,metaeuɾistiko
dialíticas,djalitikas
negativo,neɡatibo
folínico,foliniko
enfadar,enfadaɾ
chimol,t͡ʃimol
agrológico,aɡɾoloxiko
pomerano,pomeɾano
infiltrante,infiltɾante
cartográficos,kaɾtoɡɾafikos
ominar,ominaɾ
terapeuta,teɾapeuta
espumadera,espumadeɾa
sustantivado,sustantibado
apegados,apeɡados
verídicos,beɾidikos
gemidos,xemidos
avenerada,abeneɾada
cursito,kuɾsito
malbaratar,malbaɾataɾ
asombradas,asombɾadas
alcuño,alkuɲo
acreído,akɾeido
mieloblásticos,mjeloblastikos
antropogénicas,antɾopoxenikas
maquinada,makinada
abochornada,abot͡ʃoɾnada
corchoso,koɾt͡ʃoso
contorsionado,kontoɾsjonado
sepúlveda,sepulbeda
lamentemos,lamentemos
cranear,kɾaneaɾ
carnívoro,kaɾniboɾo
inmediatamente,immedjatamente
parañaque,paɾaɲake
cordero,koɾdeɾo
piñol,piɲol
molón,molon
reunificado,reunifikado
veleta,beleta
ensartar,ensaɾtaɾ
apeada,apeada
pedófilo,pedofilo
franquear,fɾankeaɾ
tailandeses,tailandeses
reglano,reɡlano
eternal,eteɾnal
recargar,rekaɾɡaɾ
pompear,pompeaɾ
endomorfismo,endomoɾfismo
proliferado,pɾolifeɾado
barbera,baɾbeɾa
palearías,paleaɾias
barras,baras
negativismo,neɡatibismo
antipatía,antipatia
calladas,kaʝadas
caquilla,kakiʝa
tata,tata
jutiapa,xutjapa
chispeante,t͡ʃispeante
heroinómanos,eɾoinomanos
arrabal,arabal
consenso,konsenso
peluquera,pelukeɾa
hardcore,xaɾkoɾ
aborregás,aboreɡas
rusia,rusja
carmelitano,kaɾmelitano
fustigados,fustiɡados
pistolera,pistoleɾa
bemol,bemol
sobredotadas,sobɾedotadas
migrar,miɡɾaɾ
coronavirus,koɾonabiɾus
salvareis,salbaɾeis
fructificados,fɾuɡtifikados
trepidadas,tɾepidadas
aqueos,akeos
coronal,koɾonal
remoloneadas,remoloneadas
sorber,soɾbeɾ
atasco,atasko
gonococo,ɡonokoko
custodiada,kustodjada
literalmente,liteɾalmente
reenviadas,reembjadas
afanoso,afanoso
deputemos,deputemos
postcomunicante,posdkomunikante
buteno,buteno
unamos,unamos
asfalto,asfalto
transtornados,tɾanstoɾnados
reenvasar,reembasaɾ
indultadas,indultadas
chiflados,t͡ʃiflados
plantará,plantaɾa
osso,oso
aclaradas,aklaɾadas
saqué,sake
ofuscas,ofuskas
escalentar,eskalentaɾ
burbujeados,buɾbuxeados
enferma,enfeɾma
agustinianos,aɡustinjanos
encarada,enkaɾada
casuales,kaswales
expendida,eɡspendida
literal,liteɾal
cabriolado,kabɾjolado
aparemos,apaɾemos
eructo,eɾuɡto
nefrita,nefɾita
destronados,destɾonados
aventurara,abentuɾaɾa
paja,paxa
machadiana,mat͡ʃadjana
obliterará,obliteɾaɾa
falsificados,falsifikados
muslo,muslo
agilidades,axilidades
liquidámbar,likidambaɾ
campito,kampito
usareis,usaɾeis
asolador,asoladoɾ
almojama,almoxama
navarrismo,nabarismo
yira,ʝiɾa
cometida,kometida
presentir,pɾesentiɾ
etnólogos,ednoloɡos
gnósticas,ɡnostikas
aclamaríamos,aklamaɾiamos
repanchigarse,repant͡ʃiɡaɾse
fincados,finkados
lamprea,lampɾea
macrodedos,makɾodedos
batallar,bataʝaɾ
agrimensura,aɡɾimensuɾa
alnado,alnado
cantaras,kantaɾas
taxonómico,taɡsonomiko
estoquear,estokeaɾ
letra,letɾa
confirmable,konfiɾmable
contrariarás,kontɾaɾjaɾas
parodiadas,paɾodjadas
obstinada,obstinada
llamadles,ʝamadles
tuberoso,tubeɾoso
suero,sweɾo
sacrificadas,sakɾifikadas
sobrina,sobɾina
tamale,tamale
pamplina,pamplina
asexuales,aseɡswales
jugaríais,xuɡaɾiais
jaleadas,xaleadas
incauta,inkauta
parangonado,paɾanɡonado
setenta,setenta
mochilera,mot͡ʃileɾa
tijera,tixeɾa
copilotar,kopilotaɾ
broncoscopio,bɾonkoskopjo
apático,apatiko
quedar,kedaɾ
ensilado,ensilado
chotar,t͡ʃotaɾ
porvenir,poɾbeniɾ
dialectal,djaleɡtal
muleteada,muleteada
divisaras,dibisaɾas
amorío,amoɾio
vieran,bjeɾan
costrosos,kostɾosos
embreados,embɾeados
retrofuturismo,retɾofutuɾismo
equipón,ekipon
avinagrada,abinaɡɾada
tertuliar,teɾtuljaɾ
pteridófita,teɾidofita
cuestionabilidad,kwestjonabilidad
reformadores,refoɾmadoɾes
empingorotar,empinɡoɾotaɾ
fingidas,finxidas
colpo,kolpo
tesorera,tesoɾeɾa
eclipsaste,eklibsaste
excretar,eɡskɾetaɾ
psicóloga,sikoloɡa
abrumar,abɾumaɾ
extensas,eɡstensas
resinero,resineɾo
armaste,aɾmaste
uveítis,ubeitis
share,ʃeɾ
continuados,kontinwados
ajustados,axustados
mendelevio,mendelebjo
jalapeñas,xalapeɲas
abigarrado,abiɡarado
triangulemos,tɾjanɡulemos
madrastra,madɾastɾa
hipertrofio,ipeɾtɾofjo
atusar,atusaɾ
estuvieren,estubjeɾen
astrofísicas,astɾofisikas
procurarás,pɾokuɾaɾas
auditadas,auditadas
rosulado,rosulado
precréditos,pɾekɾeditos
conque,konke
ignorar,iɡnoɾaɾ
paseadas,paseadas
cangrejito,kanɡɾexito
morán,moɾan
suélanme,swelamme
vesiculares,besikulaɾes
águeda,aɡeda
logres,loɡɾes
farisea,faɾisea
rapiñadas,rapiɲadas
entablillada,entabliʝada
hubo,ubo
soporífero,sopoɾifeɾo
juguetonamente,xuɡetonamente
respeto,respeto
guardacaminos,ɡwaɾdakaminos
aferrar,aferaɾ
ñam,ɲam
echenique,et͡ʃenike
barbijo,baɾbixo
onomástico,onomastiko
socados,sokados
colocadas,kolokadas
suramericano,suɾameɾikano
isidreña,isidɾeɲa
elaboradas,elaboɾadas
pintarrajeado,pintaraxeado
maquila,makila
contaste,kontaste
techadora,tet͡ʃadoɾa
dippear,dipeaɾ
pecado,pekado
cableada,kableada
insolentar,insolentaɾ
fenoménico,fenomeniko
emunger,emunxeɾ
insidiado,insidjado
gatilladas,ɡatiʝadas
impracticabilidad,impɾaɡtikabilidad
plastificas,plastifikas
programadas,pɾoɡɾamadas
morfema,moɾfema
chancones,t͡ʃankones
amorosos,amoɾosos
berilo,beɾilo
habilidad,abilidad
yaracuy,ʝaɾakui
aliseda,aliseda
jacob,xakob
automático,automatiko
epicóndilo,epikondilo
musicología,musikoloxia
apagable,apaɡable
subsanadas,subsanadas
sobrescrita,sobɾeskɾita
enlodados,enlodados
avemaría,abemaɾia
abájele,abaxele
exhumadas,eɡsumadas
tostadora,tostadoɾa
coartar,koaɾtaɾ
paros,paɾos
agravante,aɡɾabante
peños,peɲos
tabulado,tabulado
escapadas,eskapadas
pogromo,poɡɾomo
bailoteado,bailoteado
fuengirola,fwenxiɾola
despatarrante,despatarante
esmarfón,esmaɾfon
dados,dados
ego,eɡo
trilladora,tɾiʝadoɾa
delictivo,deliɡtibo
bicampeón,bikampeon
amurallado,amuɾaʝado
colegiar,kolexjaɾ
logosofía,loɡosofia
ranquin,rankin
villablanca,biʝablanka
ofendé,ofende
javierista,xabjeɾista
intimada,intimada
burrerita,bureɾita
fario,faɾjo
plantéis,planteis
validaríamos,balidaɾiamos
macarrón,makaron
saboteador,saboteadoɾ
rauco,rauko
recluida,reklwida
turisteada,tuɾisteada
asquientos,askjentos
engalanada,enɡalanada
semisentadas,semisentadas
depositado,depositado
peruanos,peɾwanos
sacáridos,sakaɾidos
cubana,kubana
diván,diban
castrocubano,kastɾokubano
taladradas,taladɾadas
abstuviera,abstubjeɾa
causarás,kausaɾas
debelares,debelaɾes
figura,fiɡuɾa
chapurrado,t͡ʃapurado
espejeados,espexeados
comedor,komedoɾ
económico,ekonomiko
sincoparas,sinkopaɾas
nevado,nebado
atravesados,atɾabesados
latináramos,latinaɾamos
grupillo,ɡɾupiʝo
toreadas,toɾeadas
aprontado,apɾontado
curvo,kuɾbo
transpirada,tɾanspiɾada
prestigiadas,pɾestixjadas
inquilina,inkilina
denotará,denotaɾa
ahitado,aitado
insistir,insistiɾ
estucada,estukada
solémosles,solemosles
bismarqués,bismaɾkes
tanquista,tankista
goteada,ɡoteada
aplatanado,aplatanado
optados,obtados
exilio,eɡsiljo
normalito,noɾmalito
jovialidad,xobjalidad
atiesado,atjesado
bebíamos,bebiamos
día,dia
skyline,eskailain
edmundo,edmundo
dura,duɾa
constitutivos,konstitutibos
acromion,akɾomjon
coito,koito
dominga,dominɡa
contemplado,kontemplado
llenas,ʝenas
wong,won
devotas,debotas
boletinar,boletinaɾ
afeado,afeado
parador,paɾadoɾ
volquetero,bolketeɾo
adormidas,adoɾmidas
penados,penados
exultado,eɡsultado
amansados,amansados
pujadoras,puxadoɾas
troleados,tɾoleados
preconvocado,pɾekombokado
preferiríamos,pɾefeɾiɾiamos
litigareis,litiɡaɾeis
acoplamos,akoplamos
borbollar,boɾboʝaɾ
articulado,aɾtikulado
autodeclarada,autodeklaɾada
lipídico,lipidiko
bebamos,bebamos
ficamos,fikamos
tahalí,taali
hexano,eɡsano
rusificada,rusifikada
facundo,fakundo
pensionado,pensjonado
faraón,faɾaon
alecrín,alekɾin
diámetro,djametɾo
divisara,dibisaɾa
pixelada,piɡselada
tréveris,tɾebeɾis
dopantes,dopantes
desarraigares,desaraiɡaɾes
vistás,bistas
abaldonó,abaldono
limpiada,limpjada
enclenque,enklenke
dábamos,dabamos
arrobadas,arobadas
dudada,dudada
agregar,aɡɾeɡaɾ
antever,antebeɾ
saetados,saetados
trapichear,tɾapit͡ʃeaɾ
permangánico,peɾmanɡaniko
trapillo,tɾapiʝo
abacoraríais,abakoɾaɾiais
restaurar,restauɾaɾ
hijueputilla,ixweputiʝa
despenada,despenada
santiguada,santiɡwada
boric,boɾik
colaborativas,kolaboɾatibas
laocoonte,laokoonte
achatarrados,at͡ʃatarados
milán,milan
monegascas,moneɡaskas
unionense,unjonense
regoldado,reɡoldado
blasfema,blasfema
llamásemos,ʝamasemos
aborrascadas,aboraskadas
tocolíticos,tokolitikos
flamboyán,flamboʝan
millaje,miʝaxe
histórica,istoɾika
derrochado,derot͡ʃado
fornicarás,foɾnikaɾas
armemos,aɾmemos
depurares,depuɾaɾes
atrevamos,atɾebamos
malacate,malakate
bioéticas,bioetikas
integrar,inteɡɾaɾ
eluda,eluda
abertura,abeɾtuɾa
volteáramos,bolteaɾamos
eleusino,eleusino
chorito,t͡ʃoɾito
expurgar,eɡspuɾɡaɾ
lubricó,lubɾiko
tontón,tonton
atlantés,atlantes
evacuadas,ebakwadas
calmoso,kalmoso
aclamada,aklamada
agregue,aɡɾeɡe
cuajados,kwaxados
equilibraremos,ekilibɾaɾemos
giro,xiɾo
permitidos,peɾmitidos
pituco,pituko
catoira,katoiɾa
desmochada,desmot͡ʃada
picaríamos,pikaɾiamos
nominalista,nominalista
desafectada,desafeɡtada
cardiológico,kaɾdjoloxiko
dictadas,diɡtadas
biogénico,bjoxeniko
desdentado,desdentado
shorts,ʃoɾds
selectivo,seleɡtibo
debiéndose,debjendose
cuscurro,kuskuro
novísimos,nobisimos
esternotomía,esteɾnotomia
yérsey,ʝeɾsei
unesco,unesko
hinchar,int͡ʃaɾ
fotogrametría,fotoɡɾametɾia
narcotest,naɾkotest
bifurcado,bifuɾkado
señorear,seɲoɾeaɾ
acábelo,akabelo
festivas,festibas
vomitador,bomitadoɾ
desterrado,desterado
estilóbato,estilobato
acorridos,akoridos
amorradas,amoradas
estenme,estemme
litográficas,litoɡɾafikas
subordinamos,suboɾdinamos
meteorología,meteoɾoloxia
trasbordo,tɾasboɾdo
escabeche,eskabet͡ʃe
entabladas,entabladas
abatido,abatido
propasada,pɾopasada
condecoráramos,kondekoɾaɾamos
contactado,kontaɡtado
superbuenas,supeɾbwenas
yape,ʝape
parate,paɾate
caledonia,kaledonja
escrutado,eskɾutado
acometíamos,akometiamos
cuadrivector,kwadɾibeɡtoɾ
replicadora,replikadoɾa
determinaras,deteɾminaɾas
mochas,mot͡ʃas
abobado,abobado
malversar,malbeɾsaɾ
habituara,abitwaɾa
hojalata,oxalata
atolondrados,atolondɾados
treintaytantos,tɾeintaitantos
pulque,pulke
escarpado,eskaɾpado
perturbado,peɾtuɾbado
pajarita,paxaɾita
subjeto,subxeto
burguesa,buɾɡesa
abacorar,abakoɾaɾ
asentidas,asentidas
confortados,konfoɾtados
diluviano,dilubjano
orinadas,oɾinadas
tángara,tanɡaɾa
botadura,botaduɾa
gafada,ɡafada
enervado,eneɾbado
rehundidos,reundidos
emputarse,emputaɾse
yodurar,ʝoduɾaɾ
abandonamiento,abandonamjento
esquelita,eskelita
sintético,sintetiko
voleo,boleo
vados,bados
grafitero,ɡɾafiteɾo
meticuloso,metikuloso
ostrero,ostɾeɾo
krampus,kɾampus
háblese,ablese
cantores,kantoɾes
aladierno,aladjeɾno
enjaulados,enxaulados
infectar,infeɡtaɾ
construirá,konstɾwiɾa
adherida,adeɾida
adiado,adjado
miente,mjente
mikado,mikado
montejo,montexo
acreditando,akɾeditando
menuda,menuda
disenso,disenso
abanicara,abanikaɾa
conjuntivitis,konxuntibitis
avasallada,abasaʝada
prefectura,pɾefeɡtuɾa
gelificadas,xelifikadas
mocadas,mokadas
iconógrafo,ikonoɡɾafo
hembras,embɾas
sintáctico,sintaɡtiko
agroclimático,aɡɾoklimatiko
excavado,eɡskabado
estayes,estaʝes
gigantomaquia,xiɡantomakja
desviadas,desbjadas
comí,komi
hincarla,inkaɾla
conmemoradas,kommemoɾadas
charnela,t͡ʃaɾnela
opináramos,opinaɾamos
larenas,laɾenas
atenuado,atenwado
resistidas,resistidas
legara,leɡaɾa
abejorreada,abexoreada
acopiado,akopjado
engordada,enɡoɾdada
sistémica,sistemika
carmelitas,kaɾmelitas
chau,t͡ʃau
anacoreta,anakoɾeta
canjeada,kanxeada
conirrostro,konirostɾo
vigorosa,biɡoɾosa
contrafuero,kontɾafweɾo
rondó,rondo
mateadas,mateadas
carrucha,karut͡ʃa
camargo,kamaɾɡo
metapsicología,metabsikoloxia
tuiteadas,twiteadas
culebra,kulebɾa
ocluidas,oklwidas
betabel,betabel
descastar,deskastaɾ
emitidos,emitidos
genitourinarios,xenitouɾinaɾjos
acuanautas,akwanautas
empedernidos,empedeɾnidos
arenado,aɾenado
cantareis,kantaɾeis
embebido,embebido
fichero,fit͡ʃeɾo
epicraneal,epikɾaneal
impracticables,impɾaɡtikables
marchito,maɾt͡ʃito
trillón,tɾiʝon
debelareis,debelaɾeis
atados,atados
vinificado,binifikado
generosidad,xeneɾosidad
medir,mediɾ
selector,seleɡtoɾ
hermeneútico,eɾmeneutiko
intuitivo,intwitibo
diagnóstico,djaɡnostiko
bafle,bafle
acometeríamos,akometeɾiamos
vitamínica,bitaminika
volverás,bolbeɾas
treno,tɾeno
mesolítica,mesolitika
igualada,iɡwalada
rockanrolear,rokanroleaɾ
marfil,maɾfil
chamullar,t͡ʃamuʝaɾ
remo,remo
adestramos,adestɾamos
disputaste,disputaste
alumbradas,alumbɾadas
ferroviarias,ferobjaɾjas
vosotras,bosotɾas
séanse,seanse
sidos,sidos
desvinculados,desbinkulados
abdujeran,abduxeɾan
cabriolados,kabɾjolados
instrumental,instɾumental
transcodificar,tɾanskodifikaɾ
guisona,ɡisona
taoísmo,taoismo
inesperado,inespeɾado
