Word,Pronunciation
wanaonunua,wanaonunua
mazure,mazuɾe
vingempata,vinɡempata
kuivuta,kuivuta
migasho,miɠaʃo
kumuandama,kumuandama
akikagua,akikaɠua
taparko,tapaɾko
hm,hm
hawaoni,hawaoni
unazijua,unaziʄua
kuyaboresha,kujaɓoɾeʃa
alivyobadilisha,alivjoɓaɗiliʃa
mablanketi,maɓlanketi
kokeini,kokeini
kulowa,kulowa
sirillius,siɾillius
yakifanywa,jakifaɲwa
turefushe,tuɾefuʃe
esmail,esmail
imefutika,imefutika
aliyeamini,alijeamini
unakadiria,unakaɗiɾia
amesajili,amesaʄili
sikatai,sikatai
ameolewa,ameolewa
mashushushu,maʃuʃuʃu
waliotanguliza,waliotanɡuliza
tulizopata,tulizopata
bashiru,ɓaʃiɾu
hatufahamiani,hatufahamiani
wamekubaliani,wamekuɓaliani
inaelekea,inaelekea
stamico,stamico
tumeshaufanyia,tumeʃaufaɲia
sale,sale
amefaulu,amefaulu
kuimaliza,kuimaliza
alijitetea,aliʄitetea
mwanajihadi,mwanaʄihaɗi
undani,undani
ukifanyiwa,ukifaɲiwa
namawala,namawala
kuchelewa,kut͡ʃelewa
ujazo,uʄazo
ingeondolewa,inɡeondolewa
wakishukiwa,wakiʃukiwa
asiondoke,asiondoke
itabaki,itaɓaki
lengael,lenɡael
waepanga,waepanɡa
yakiripoti,jakiɾipoti
tutakapofanikisha,tutakapofanikiʃa
matikio,matikio
aliyounda,alijounda
yanayojaribu,janajoʄaɾiɓu
utii,utii
yalikaa,jalikaa
wanaojiita,wanaoʄiita
kimebakia,kimeɓakia
nimehuzunika,nimehuzunika
waliobakizwa,walioɓakizwa
akigusia,akiɠusia
imemshinda,imemʃinda
hakuzipata,hakuzipata
kimemuondoa,kimemuondoa
wanateuliwa,wanateuliwa
chhath,t͡ʃhaθ
tunashangaa,tunaʃanɡaa
kabaka,kaɓaka
figisufigisu,fiɠisufiɠisu
mchamungu,mt͡ʃamunɡu
aliyefikiriwa,alijefikiɾiwa
limepimwa,limepimwa
inayozungumza,inajozunɡumza
qaeda,qaeɗa
mgahawa,mɠahawa
wanabebwa,wanaɓeɓwa
yaliisha,jaliiʃa
umetinga,umetinɡa
mcneal,mcneal
watakaopewa,watakaopewa
huchipua,hut͡ʃipua
yawezekana,jawezekana
kwahhison,kwahhison
inasomeka,inasomeka
jones,ʄones
vilipambana,vilipambana
mbuzii,mbuzii
mkanichagua,mkanit͡ʃaɠua
ikidorora,ikiɗoɾoɾa
alipokikosa,alipokikosa
alipoinywa,alipoiɲwa
akilizungumzi,akilizunɡumzi
hfea,hfea
tunachosema,tunat͡ʃosema
havitachagua,havitat͡ʃaɠua
tukapanga,tukapanɡa
yanaishia,janaiʃia
unaosaidiwa,unaosaiɗiwa
tijuca,tiʄuca
waliyonayo,walijonajo
ama,ama
imetutengea,imetutenɡea
ufufuo,ufufuo
aliyetishiwa,alijetiʃiwa
kugota,kuɠota
usafirishwaji,usafiɾiʃwaʄi
danda,ɗanda
yasisikike,jasisikike
kumkanya,kumkaɲa
wafarijika,wafaɾiʄika
inamchango,inamt͡ʃanɡo
wanapamabna,wanapamaɓna
paris,paɾis
tutasajili,tutasaʄili
yanazungumzwa,janazunɡumzwa
sitazisema,sitazisema
ojiambo,oʄiambo
mboko,mboko
wachapishaji,wat͡ʃapiʃaʄi
kambole,kambole
kuzika,kuzika
tunamuona,tunamuona
ataangazia,ataanɡazia
refarii,ɾefaɾii
wazuri,wazuɾi
pudence,puɗence
alipigana,alipiɠana
lisilotarajiwa,lisilotaɾaʄiwa
waqar,waqaɾ
kulipuka,kulipuka
championship,t͡ʃampionʃip
imelazimika,imelazimika
tumeteuliwa,tumeteuliwa
kuijibu,kuiʄiɓu
unamueka,unamueka
wanavyofikiri,wanavjofikiɾi
kuuacha,kuuat͡ʃa
kivuko,kivuko
asiyehusika,asijehusika
droupadi,ɗɾoupaɗi
majumbani,maʄumbani
bonivencha,ɓonivent͡ʃa
tunaunda,tunaunda
unaposema,unaposema
maswala,maswala
iom,iom
kinaitumia,kinaitumia
wakawika,wakawika
inaposhambulia,inapoʃambulia
vikipanga,vikipanɡa
akimfanyia,akimfaɲia
haliakisi,haliakisi
iligeuka,iliɠeuka
inawawezesha,inawawezeʃa
sool,sool
hawafuatilii,hawafuatilii
kumwandikia,kumwandikia
kulimwa,kulimwa
waliozama,waliozama
ranil,ɾanil
unaamka,unaamka
medani,meɗani
prado,pɾaɗo
mwanya,mwaɲa
tumeondolewa,tumeondolewa
gaiwa,ɠaiwa
waliopachikwa,waliopat͡ʃikwa
kumwakilisha,kumwakiliʃa
walisimama,walisimama
kimyakimya,kimjakimja
anajiita,anaʄiita
kujishikiza,kuʄiʃikiza
unanunua,unanunua
kilometa,kilometa
tukumbushane,tukumbuʃane
wakuu,wakuu
ililihukumu,ililihukumu
majeneza,maʄeneza
yanayotarajiwa,janajotaɾaʄiwa
linadai,linaɗai
mtakwimu,mtakwimu
anaugua,anauɠua
zitakwisha,zitakwiʃa
wabunge,waɓunɡe
shabiby,ʃaɓiɓj
zinazotangazwa,zinazotanɡazwa
mwidowe,mwiɗowe
aliyompatia,alijompatia
msukumuno,msukumuno
wasioridhika,wasioɾiðika
karani,kaɾani
walichofanya,walit͡ʃofaɲa
yasikuwa,jasikuwa
iliwaandikia,iliwaandikia
vike,vike
ebreck,eɓɾeck
nawaagiza,nawaaɠiza
elezewa,elezewa
bismarck,ɓismaɾck
walioanza,walioanza
krismasi,kɾismasi
unavyotaka,unavjotaka
lililoanza,lililoanza
aliwakutanisha,aliwakutaniʃa
kitabainisha,kitaɓainiʃa
duwaa,ɗuwaa
corbally,coɾɓallj
tumeshawaongezea,tumeʃawaonɡezea
lilimkaba,lilimkaɓa
kimeuwa,kimeuwa
naongozwa,naonɡozwa
ziliwasilisha,ziliwasiliʃa
hazitatolewa,hazitatolewa
hanji,hanɟi
mbappe,mbappe
yapewe,japewe
waliimba,waliimba
kumuhamishia,kumuhamiʃia
rpg,ɾpɠ
maili,maili
ameliona,ameliona
kuisema,kuisema
anashukiwa,anaʃukiwa
stoke,stoke
novemba,novemba
ametemeshwa,ametemeʃwa
wanakitaka,wanakitaka
kimechafuliwa,kimet͡ʃafuliwa
hatujawahi,hatuʄawahi
kumtafuna,kumtafuna
mkakamavu,mkakamavu
alitia,alitia
berry,ɓeɾɾj
kuakisi,kuakisi
miche,mit͡ʃe
kutolemazwa,kutolemazwa
aliyefanya,alijefaɲa
maguguli,maɠuɠuli
daraja,ɗaɾaʄa
aliyevalia,alijevalia
yakiwa,jakiwa
alianzia,alianzia
ikapitisha,ikapitiʃa
umuhimu,umuhimu
kiutu,kiutu
zege,zeɠe
berlin,ɓeɾlin
akizikwa,akizikwa
nafungwa,nafunɡwa
eunice,eunice
aliyofanya,alijofaɲa
kijasusi,kiʄasusi
diouf,ɗiouf
panga,panɡa
haite,haite
amerejea,ameɾeʄea
playlist,plajlist
kati,kati
kuliunganisha,kuliunɡaniʃa
hawaruhusiwi,hawaɾuhusiwi
vifo,vifo
inabamizwa,inaɓamizwa
bromsgrove,ɓɾomsɠɾove
ukamtafuta,ukamtafuta
akihimiza,akihimiza
inayostahiki,inajostahiki
muhimbili,muhimbili
halihusiani,halihusiani
wakijita,wakiʄita
tunayatoa,tunajatoa
mgimwa,mɠimwa
kukutana,kukutana
hazijauzwa,haziʄauzwa
uekezaji,uekezaʄi
zilielezwa,zilielezwa
muarabu,muaɾaɓu
mwahalega,mwahaleɠa
muonekano,muonekano
kuridhiwa,kuɾiðiwa
zimesafirishwa,zimesafiɾiʃwa
limewafanya,limewafaɲa
kufungia,kufunɡia
nalazimika,nalazimika
mukombozi,mukombozi
kila,kila
lionel,lionel
obadi,oɓaɗi
sh,ʃ
tunakutakia,tunakutakia
unaoitwa,unaoitwa
lilivyoendesha,lilivjoendeʃa
time,time
hazikuchukua,hazikut͡ʃukua
pinduapindua,pinduapindua
kuzihusisha,kuzihusiʃa
chief,t͡ʃief
walipoimba,walipoimba
imbilili,imbilili
woa,woa
zisipotumika,zisipotumika
davis,ɗavis
yaliyoitishwa,jalijoitiʃwa
christophe,t͡ʃɾistophe
alilipa,alilipa
ilivyosahihishwa,ilivjosahihiʃwa
koica,koica
wakatoliki,wakatoliki
wanaoanza,wanaoanza
masikio,masikio
walisababisha,walisaɓaɓiʃa
walikoanzia,walikoanzia
ughabuni,uɣaɓuni
mweyekiti,mwejekiti
yanayochimbwa,janajot͡ʃimbwa
hakuyumbishwa,hakujumbiʃwa
watachunguza,watat͡ʃunɡuza
lengo,lenɡo
arv,aɾv
kugaiwa,kuɠaiwa
bambaga,ɓambaɠa
kizimba,kizimba
yondani,jondani
ameambiwa,ameambiwa
theory,θeoɾj
gea,ɠea
alichomoa,alit͡ʃomoa
naacp,naacp
kupukutika,kupukutika
afunguliwe,afunɡuliwe
waliofilisiwa,waliofilisiwa
mguuni,mɠuuni
ingepoteza,inɡepoteza
britam,ɓɾitam
mwanaharakati,mwanahaɾakati
asiyedhaniwa,asijeðaniwa
hujafanya,huʄafaɲa
budokan,ɓuɗokan
yakaendelea,jakaendelea
akiitwa,akiitwa
matajiri,mataʄiɾi
ulipigana,ulipiɠana
ibrahim,iɓɾahim
ijitume,iʄitume
wamewaruhusu,wamewaɾuhusu
kulidanganya,kuliɗanɡaɲa
alasiri,alasiɾi
washauriwa,waʃauɾiwa
mnadhani,mnaðani
amekariri,amekaɾiɾi
kunahitaji,kunahitaʄi
bukta,ɓukta
akasikika,akasikika
visa,visa
mbashara,mbaʃaɾa
kikondoo,kikondoo
tunayowapa,tunajowapa
kigoda,kiɠoɗa
alinivutia,alinivutia
chambilecho,t͡ʃambilet͡ʃo
zikikanyaga,zikikaɲaɠa
injini,inɟini
kuiota,kuiota
wamefunguliwa,wamefunɡuliwa
aliyetangaza,alijetanɡaza
tamwa,tamwa
mweleni,mweleni
wanaododoswa,wanaoɗoɗoswa
suti,suti
khosrow,xosɾow
loliayu,loliaju
alileta,alileta
linatokana,linatokana
alivuliwa,alivuliwa
likivutia,likivutia
logic,loɠic
imezima,imezima
alilipia,alilipia
ikitumbuza,ikitumbuza
wameshtushwa,wameʃtuʃwa
inatulazimisha,inatulazimiʃa
uwasiliane,uwasiliane
ubaki,uɓaki
ule,ule
kutengeneza,kutenɡeneza
ijumma,iʄumma
zitakazoshiriki,zitakazoʃiɾiki
haamini,haamini
al,al
huwatunuku,huwatunuku
motivation,motivation
justina,ʄustina
wanaloweza,wanaloweza
ilihamia,ilihamia
alivyoshuhudia,alivjoʃuhuɗia
makea,makea
likaangukia,likaanɡukia
kumuonea,kumuonea
kuwaepusha,kuwaepuʃa
kuanzanzia,kuanzanzia
kuwaenzi,kuwaenzi
kinyaga,kiɲaɠa
mamelodi,mameloɗi
maurice,mauɾice
kocha,kot͡ʃa
atakavyoibuka,atakavjoiɓuka
yalihainishwa,jalihainiʃwa
linapangwa,linapanɡwa
wanafuzi,wanafuzi
yalisimama,jalisimama
thomson,θomson
wameomba,wameomba
waliwaangalia,waliwaanɡalia
yalipelekea,jalipelekea
kazpinari,kazpinaɾi
katiba,katiɓa
waliobaki,walioɓaki
wanazohitaji,wanazohitaʄi
akisherhekea,akiʃeɾhekea
kipole,kipole
oulanya,oulaɲa
unapenda,unapenda
cpi,cpi
zikifika,zikifika
ameaihirisha,ameaihiɾiʃa
hufukulia,hufukulia
vinavyoitwa,vinavjoitwa
litatolewa,litatolewa
uanzie,uanzie
zichukuliwe,zit͡ʃukuliwe
tusisubiri,tusisuɓiɾi
anawakwepa,anawakwepa
furaha,fuɾaha
litaboresha,litaɓoɾeʃa
cleaner,cleaneɾ
amezuia,amezuia
watakufa,watakufa
mwaure,mwauɾe
inipe,inipe
umegoma,umeɠoma
muuzaji,muuzaʄi
wanaojilimbikizia,wanaoʄilimbikizia
kuachia,kuat͡ʃia
vibe,viɓe
vilitamalaki,vilitamalaki
iliyoukumba,ilijoukumba
sania,sania
kasakizini,kasakizini
werner,weɾneɾ
vilivyolengwa,vilivjolenɡwa
miguu,miɠuu
sitisho,sitiʃo
tunaenda,tunaenda
kudhaniwa,kuðaniwa
yaliandamana,jaliandamana
umakini,umakini
uzani,uzani
boer,ɓoeɾ
inajumuisha,inaʄumuiʃa
inawawajibisha,inawawaʄiɓiʃa
unaamini,unaamini
motema,motema
mtawanyo,mtawaɲo
makasa,makasa
ilivyorekebishwa,ilivjoɾekeɓiʃwa
iliyoko,ilijoko
maleya,maleja
zilizovunja,zilizovunɟa
wanawashambulia,wanawaʃambulia
yanajirudia,janaʄiɾuɗia
waliochanja,waliot͡ʃanɟa
anawaelekeza,anawaelekeza
hirshabelle,hiɾʃaɓelle
kuitungua,kuitunɡua
agf,aɠf
anatabia,anataɓia
calisah,calisah
alifutiwa,alifutiwa
waliwasihi,waliwasihi
tukaokolewa,tukaokolewa
godlizen,ɠoɗlizen
unatumika,unatumika
bidhaa,ɓiðaa
lililompa,lililompa
wachonga,wat͡ʃonɡa
watazuia,watazuia
kuwabatiza,kuwaɓatiza
wataichukulia,watait͡ʃukulia
marles,maɾles
anambania,anambania
makoroboi,makoɾoɓoi
aliyasema,alijasema
abosheren,aɓoʃeɾen
wanawinda,wanawinda
tumeongezeka,tumeonɡezeka
watani,watani
ilizima,ilizima
iliyopendekezwa,ilijopendekezwa
yameuwa,jameuwa
ofisa,ofisa
tunayohangaika,tunajohanɡaika
wilaya,wilaja
aliwajibu,aliwaʄiɓu
kutoshtuka,kutoʃtuka
kumwingilia,kumwinɡilia
alphonse,alphonse
anamuombea,anamuombea
mujahideen,muʄahiɗeen
coco,coco
akirejea,akiɾeʄea
kikosi,kikosi
ilidungua,iliɗunɡua
unaomalizika,unaomalizika
limeiingizia,limeiinɡizia
kpindi,kpindi
kulitumika,kulitumika
vimetawala,vimetawala
manfredo,manfɾeɗo
skizzy,skizzj
aliyeibadilisha,alijeiɓaɗiliʃa
mzavas,mzavas
angeline,anɡeline
atashiriki,ataʃiɾiki
nilipoiona,nilipoiona
uzamivu,uzamivu
mchibya,mt͡ʃiɓja
apigie,apiɠie
lukago,lukaɠo
suetina,suetina
aanaaga,aanaaɠa
abasi,aɓasi
nyakagoma,ɲakaɠoma
tuongee,tuonɡee
lilinga,lilinɡa
masuhuli,masuhuli
ikaenda,ikaenda
wanapoandamana,wanapoandamana
swat,swat
mashamba,maʃamba
akanikumbusha,akanikumbuʃa
walijitahidi,waliʄitahiɗi
tungefikia,tunɡefikia
kanal,kanal
zilipitishwaje,zilipitiʃwaʄe
vikunai,vikunai
vipimo,vipimo
umebakiza,umeɓakiza
anapafahamu,anapafahamu
hafla,hafla
ilibadilishwa,iliɓaɗiliʃwa
lililofanyika,lililofaɲika
yatapelekewa,jatapelekewa
wakimuona,wakimuona
washike,waʃike
wakifundisha,wakifundiʃa
alilotoka,alilotoka
vinauhitaji,vinauhitaʄi
atid,atiɗ
kuwaamrisha,kuwaamɾiʃa
kimkataba,kimkataɓa
fidia,fiɗia
inakuelekeza,inakuelekeza
hawakujua,hawakuʄua
omange,omanɡe
ulimkuta,ulimkuta
kinakaa,kinakaa
haikutekelezwa,haikutekelezwa
rc,ɾc
kuutokomezea,kuutokomezea
julai,ʄulai
alimpuuza,alimpuuza
tukihofia,tukihofia
ahabari,ahaɓaɾi
kizidi,kiziɗi
wametetea,wametetea
wanaotumia,wanaotumia
kahramanmaras,kahɾamanmaɾas
ndio,ndio
ndemla,ndemla
watafiti,watafiti
ukoo,ukoo
wakosolewe,wakosolewe
wafanyaabishara,wafaɲaaɓiʃaɾa
matilda,matilɗa
tumsifu,tumsifu
niliitwa,niliitwa
vimeendelea,vimeendelea
adejobi,aɗeʄoɓi
ishirini,iʃiɾini
kwakweli,kwakweli
wamewekeza,wamewekeza
dhaka,ðaka
vunguvugu,vunɡuvuɠu
kuchukuwa,kut͡ʃukuwa
kasamwa,kasamwa
akitazama,akitazama
augastino,auɠastino
magonjwa,maɠonɟwa
mugaya,muɠaja
kuwaruka,kuwaɾuka
midoli,miɗoli
rank,ɾank
watakumbana,watakumbana
yanakaliwa,janakaliwa
madeleine,maɗeleine
mwiii,mwiii
lapf,lapf
mushemba,muʃemba
tegete,teɠete
ensa,ensa
imeongeza,imeonɡeza
zitaliwezesha,zitaliwezeʃa
kiuchumi,kiut͡ʃumi
inayoendelea,inajoendelea
mshamba,mʃamba
dukuduku,ɗukuɗuku
timing,timinɡ
tunapenda,tunapenda
yangekuwa,janɡekuwa
tusonge,tusonɡe
imbonerakure,imboneɾakuɾe
akitizama,akitizama
nasarawa,nasaɾawa
sandf,sandf
chirac,t͡ʃiɾac
yatakayoamuliwa,jatakajoamuliwa
alifunga,alifunɡa
ikiwapa,ikiwapa
kugharimu,kuɣaɾimu
bhanji,ɓhanɟi
utaimarishwa,utaimaɾiʃwa
inatozwa,inatozwa
yanayokadiriwa,janajokaɗiɾiwa
yamewalazimisha,jamewalazimiʃa
kibaha,kiɓaha
ilijinasibu,iliʄinasiɓu
waliyopo,walijopo
iliyowazi,ilijowazi
kuishirikisha,kuiʃiɾikiʃa
aliyoweza,alijoweza
vijielekeze,viʄielekeze
linakaa,linakaa
unaziba,unaziɓa
mtetezi,mtetezi
imeniumiza,imeniumiza
anawatoto,anawatoto
kiria,kiɾia
southern,souθeɾn
miji,miʄi
tunawajibu,tunawaʄiɓu
wanavyofariki,wanavjofaɾiki
ilivyodhaniwa,ilivjoðaniwa
pasionekane,pasionekane
duara,ɗuaɾa
hajateuliwa,haʄateuliwa
waitekeleze,waitekeleze
wangependa,wanɡependa
akanizaba,akanizaɓa
yasiyotambulika,jasijotambulika
ijulikanao,iʄulikanao
umaarufu,umaaɾufu
awapatie,awapatie
yaliongoza,jalionɡoza
zilianzia,zilianzia
sana,sana
nabby,naɓɓj
vilichangia,vilit͡ʃanɡia
wananipigia,wananipiɠia
aboudou,aɓouɗou
kiraia,kiɾaia
anakoroga,anakoɾoɠa
wanazoendelea,wanazoendelea
naombeni,naombeni
ukiambatana,ukiambatana
praia,pɾaia
tunalo,tunalo
akisindikizwa,akisindikizwa
tulipanga,tulipanɡa
mwangela,mwanɡela
tamadur,tamaɗuɾ
gharib,ɣaɾiɓ
iliyostawi,ilijostawi
hatakwenda,hatakwenda
wahamiaji,wahamiaʄi
jumanee,ʄumanee
inazalisha,inazaliʃa
waliomsindikiza,waliomsindikiza
zikishawishi,zikiʃawiʃi
limewaathiri,limewaaθiɾi
nikabili,nikaɓili
fasihi,fasihi
yakimnyookea,jakimɲookea
wanafuga,wanafuɠa
codeco,coɗeco
wasitoe,wasitoe
response,ɾesponse
kishimba,kiʃimba
hawakuwadhibiti,hawakuwaðiɓiti
tumempelekea,tumempelekea
alinihukumu,alinihukumu
amemshinda,amemʃinda
anamsindikiza,anamsindikiza
kuibuka,kuiɓuka
vedastus,veɗastus
sinta,sinta
kwara,kwaɾa
halikutekelezeka,halikutekelezeka
pivdennyi,pivɗenɲi
keneth,keneθ
uraniuam,uɾaniuam
tukipelekwa,tukipelekwa
kutafikisha,kutafikiʃa
kutasaidia,kutasaiɗia
walimwelezea,walimwelezea
macro,macɾo
wafanyabiashara,wafaɲaɓiaʃaɾa
nasaba,nasaɓa
kuzitaja,kuzitaʄa
munis,munis
zinapita,zinapita
binagi,ɓinaɠi
imeruhusiwa,imeɾuhusiwa
aliyeidhinisha,alijeiðiniʃa
zikilinda,zikilinda
godima,ɠoɗima
haikutokana,haikutokana
anayeshirikiana,anajeʃiɾikiana
tmc,tmc
nitaondoka,nitaondoka
mdl,mɗl
umechanga,umet͡ʃanɡa
chakua,t͡ʃakua
wanapo,wanapo
uchafuzi,ut͡ʃafuzi
saddam,saɗɗam
talata,talata
kuheshimu,kuheʃimu
dully,ɗullj
ilipokamatwa,ilipokamatwa
mbinguni,mbinɡuni
anaunga,anaunɡa
aliyotufanyia,alijotufaɲia
kuongea,kuonɡea
mnada,mnaɗa
ikichakaza,ikit͡ʃakaza
pais,pais
phily,philj
tunazozifanya,tunazozifaɲa
kinachonisumbua,kinat͡ʃonisumbua
natoa,natoa
badiate,ɓaɗiate
hakutambulika,hakutambulika
ilichomoka,ilit͡ʃomoka
walikobadilisha,walikoɓaɗiliʃa
yanayolisaidia,janajolisaiɗia
tunaleta,tunaleta
wanejipanga,waneʄipanɡa
lilimpita,lilimpita
unaosbabishwa,unaosɓaɓiʃwa
sikuwatuma,sikuwatuma
kilionekana,kilionekana
utachanganyikiwa,utat͡ʃanɡaɲikiwa
mtaji,mtaʄi
mekonnen,mekonnen
ungebisha,unɡeɓiʃa
zimeingiliwa,zimeinɡiliwa
baghayo,ɓaɣajo
zimekiukwa,zimekiukwa
severina,seveɾina
hataweza,hataweza
hawakutoa,hawakutoa
alikamilisha,alikamiliʃa
vivutio,vivutio
saratani,saɾatani
litapinga,litapinɡa
mchongoko,mt͡ʃonɡoko
fahyma,fahjma
aliyoishi,alijoiʃi
ieleweshwe,ieleweʃwe
sousse,sousse
saul,saul
ngombale,nɡombale
yatajibiwa,jataʄiɓiwa
mkangwa,mkanɡwa
ulisindikizwa,ulisindikizwa
yaliyotokea,jalijotokea
nawaambia,nawaambia
aliwaagiza,aliwaaɠiza
elinanami,elinanami
ulivyompeleka,ulivjompeleka
lilibaki,liliɓaki
rosslyn,ɾossljn
novemba,novemba
anakodi,anakoɗi
mtazamani,mtazamani
kukutasha,kukutaʃa
halikushughulikia,halikuʃuɣulikia
tulivamiwa,tulivamiwa
akaleta,akaleta
huyu,huju
wakibeba,wakiɓeɓa
umevunja,umevunɟa
agosti,aɠosti
kuwezesha,kuwezeʃa
ilinukuu,ilinukuu
vikifanya,vikifaɲa
haikutambua,haikutambua
waganda,waɠanda
misigaro,misiɠaɾo
papa,papa
jaffar,ʄaffaɾ
zinazoikosoa,zinazoikosoa
mshangao,mʃanɡao
hawawi,hawawi
mawili,mawili
lilikanusha,lilikanuʃa
briana,ɓɾiana
tukaenda,tukaenda
zinavyotaka,zinavjotaka
uswazi,uswazi
akiashiria,akiaʃiɾia
yametangwa,jametanɡwa
yameibuka,jameiɓuka
hailali,hailali
nikawakuta,nikawakuta
inawezekana,inawezekana
viovu,viovu
utakaofanyikia,utakaofaɲikia
imembeba,imembeɓa
aligombania,aliɠombania
zinahisi,zinahisi
itatumiwa,itatumiwa
haukuendelea,haukuendelea
limebebea,limeɓeɓea
imefunikwa,imefunikwa
fortress,foɾtɾess
isaac,isaac
mlikwenda,mlikwenda
zilizotimizwa,zilizotimizwa
inakiuka,inakiuka
zinazosikika,zinazosikika
usitishwe,usitiʃwe
waka,waka
kindugu,kinduɠu
lisilotengwa,lisilotenɡwa
alivyotumbukia,alivjotumbukia
akimshukuru,akimʃukuɾu
amina,amina
manadja,manaɗʄa
akiongeza,akionɡeza
wangeikataa,wanɡeikataa
inamwita,inamwita
itapaswa,itapaswa
waovu,waovu
wameyasema,wamejasema
tulivyoripoti,tulivjoɾipoti
wamefahamiana,wamefahamiana
wakisitisha,wakisitiʃa
