Word,Pronunciation
نگاهداری,ŋɒhdɒrj
تلسکوپ,tlskvپ
اقدامات,ɒɣdɒmɒt
فرستادن,frstɒdn
محبتم,mhbtm
نوکرهایشان,nvkrhɒjʃɒn
سرشار,srʃɒr
بوتفلیقه,bvtfljɣh
نجومی,nd͡ʒvmj
شیرینی,ʃjrjnj
خوشبختم,xvʃbxtm
ساعتم,sɒʔtm
قو,ɣv
قدرشناسی,ɣdrʃnɒsj
کاغذها,kɒɣzhɒ
همسفر,hmsfr
جیمی,d͡ʒjmj
مزدور,mzdvr
کلیساها,kljsɒhɒ
خیسانده,xjsɒndh
ریا,rjɒ
بیشه,bjʃh
نایب,nɒjb
موزیک,mvzjk
قطعه,ɣtʔh
اعتکاف,ɒʔtkɒf
اعتمادسعید,ɒʔtmɒdsʔjd
شقایق,ʃɣɒjɣ
مهیبی,mhjbj
اتساع,ɒtsɒʔ
بازتاب,bɒztɒb
زیانباری,zjɒnbɒrj
مرحبایی,mrhbɒjj
فیزیک,fjzjk
الابنیه,ɒlɒbnjh
محبوس,mhbvs
همسان,hmsɒn
مهذب,mhzb
یافت,jɒft
پیدایش,پjdɒjʃ
مدنظر,mdnzr
آبریل,ɒbrjl
خزان,xzɒn
ابلهانه,ɒblhɒnh
قبرس,ɣbrs
الگوی,ɒlɡvj
چوبی,t͡ʃvbj
خنجر,xnd͡ʒr
دنیایت,dnjɒjt
قلندر,ɣlndr
وجوب,vd͡ʒvb
باغ,bɒɣ
روپال,rvپɒl
باشرفی,bɒʃrfj
سایتم,sɒjtm
بریتانیای,brjtɒnjɒj
قامت,ɣɒmt
نرخ,nrx
منابع,mnɒbʔ
پیوستن,پjvstn
شهد,ʃhd
سمباده,smbɒdh
زننده,znndh
ناثواب,nɒsvɒb
دورانت,dvrɒnt
غیرتم,ɣjrtm
واکس,vɒks
عضویت,ʔzvjt
هیدروتوزراکس,hjdrvtvzrɒks
لشکریانش,lʃkrjɒnʃ
سخت,sxt
افشار,ɒfʃɒr
ثبتی,sbtj
حالی,hɒlj
خصائص,xsɒيʔs
مزه,mzh
مسألت,msɒʔlt
باتقوی,bɒtɣvj
ملکوتیشان,mlkvtjʃɒn
بازتابش,bɒztɒbʃ
خونریزی,xvnrjzj
شارژ,ʃɒrʒ
جوراب,d͡ʒvrɒb
داود,dɒvd
ماهیگیری,mɒhjɡjrj
مکاتبه,mkɒtbh
محدوده,mhdvdh
دیزلی,djzlj
گردشگری,ɡrdʃɡrj
صدرنشینی,sdrnʃjnj
عمرت,ʔmrt
جاودان,d͡ʒɒvdɒn
بزرگترین,bzrɡtrjn
برلوسکنی,brlvsknj
متوسط,mtvst
قدرتمند,ɣdrtmnd
عشای,ʔʃɒj
مطیعانه,mtjʔɒnh
زد,zd
دستکاری,dstkɒrj
پنج,پnd͡ʒ
دخالتی,dxɒltj
واریو,vɒrjv
خدمت,xdmt
ببرهای,bbrhɒj
کمپل,kmپl
شوش,ʃvʃ
مغضوبین,mɣzvbjn
دسترس,dstrs
دوستانش,dvstɒnʃ
تابلویی,tɒblvjj
کرزی,krzj
سخنم,sxnm
نامزدشان,nɒmzdʃɒn
انحرافی,ɒnhrɒfj
جلسات,d͡ʒlsɒt
تراول,trɒvl
طفولیت,tfvljt
خودکفایی,xvdkfɒjj
مزبوره,mzbvrh
پروژه,پrvʒh
ایرانیان,ɒjrɒnjɒn
بزرگوارتان,bzrɡvɒrtɒn
پنل,پnl
موعد,mvʔd
ولرم,vlrm
گریس,ɡrjs
نقاط,nɣɒt
اخبارشان,ɒxbɒrʃɒn
ایشان,ɒjʃɒn
حدودی,hdvdj
ارزاق,ɒrzɒɣ
کنترلی,kntrlj
ادعا,ɒdʔɒ
مراوداتی,mrɒvdɒtj
بلوز,blvz
وقف,vɣf
نوری,nvrj
پرسپولیس,پrsپvljs
توانای,tvɒnɒj
توفیق,tvfjɣ
پروازمان,پrvɒzmɒn
غصب,ɣsb
راهنمائی,rɒhnmɒيʔj
گلویش,ɡlvjʃ
لرد,lrd
زودگذر,zvdɡzr
دارالخلافه,dɒrɒlxlɒfh
ماقبل,mɒɣbl
هوچکین,hvt͡ʃkjn
ارزن,ɒrzn
خاکیان,xɒkjɒn
کارآگاهی,kɒrɒɡɒhj
مراتع,mrɒtʔ
همبازی,hmbɒzj
آریایی,ɒrjɒjj
اورا,ɒvrɒ
بنت,bnt
شناورهای,ʃnɒvrhɒj
فرعی,frʔj
آراء,ɒrɒء
استنفورد,ɒstnfvrd
تنزیل,tnzjl
بازگشتش,bɒzɡʃtʃ
نستوه,nstvh
قوائد,ɣvɒيʔd
قسام,ɣsɒm
نهار,nhɒr
دوستت,dvstt
سقوط,sɣvt
فوران,fvrɒn
روندها,rvndhɒ
دلفریبی,dlfrjbj
آلترناتیو,ɒltrnɒtjv
مهلکی,mhlkj
حلاوت,hlɒvt
التحریر,ɒlthrjr
اسامه,ɒsɒmh
حادثی,hɒdsj
گذار,ɡzɒr
دیدگاهی,djdɡɒhj
مختلفی,mxtlfj
چه,t͡ʃh
آرایشگری,ɒrɒjʃɡrj
ققنوسی,ɣɣnvsj
آیینه,ɒjjnh
سلام,slɒm
اسماعیلی,ɒsmɒʔjlj
جامد,d͡ʒɒmd
نور,nvr
عفیف,ʔfjf
عرصه,ʔrsh
بطلان,btlɒn
بعدازظهر,bʔdɒzzhr
خردها,xrdhɒ
ممیزی,mmjzj
مردانگی,mrdɒŋj
گوی,ɡvj
میلیاردی,mjljɒrdj
وودز,vvdz
خیل,xjl
گرجستان,ɡrd͡ʒstɒn
تنبل,tnbl
پاناما,پɒnɒmɒ
موجه,mvd͡ʒh
مبنای,mbnɒj
ابایی,ɒbɒjj
سرمان,srmɒn
مسافرکشی,msɒfrkʃj
اسدالغابه,ɒsdɒlɣɒbh
رختخوابش,rxtxvɒbʃ
طاغوت,tɒɣvt
قلوریه,ɣlvrjh
جزایر,d͡ʒzɒjr
شخصیشان,ʃxsjʃɒn
راهم,rɒhm
مشروع,mʃrvʔ
تیسفون,tjsfvn
ات,ɒt
مقر,mɣr
تدوین,tdvjn
نوای,nvɒj
کورولا,kvrvlɒ
بادام,bɒdɒm
سیم,sjm
هسته,hsth
مقومی,mɣvmj
هموطنانش,hmvtnɒnʃ
مالک,mɒlk
هماهنگ,hmɒhŋ
اشکالاتی,ɒʃkɒlɒtj
رشید,rʃjd
افکاری,ɒfkɒrj
ساینا,sɒjnɒ
آبفا,ɒbfɒ
مصمم,msmm
رنج,rnd͡ʒ
سیستماتیک,sjstmɒtjk
بعث,bʔs
جاری,d͡ʒɒrj
فرودگاه,frvdɡɒh
بریژنیف,brjʒnjf
رفق,rfɣ
سردر,srdr
خدمتشان,xdmtʃɒn
هدایتگر,hdɒjtɡr
کهگیلویه,khɡjlvjh
الیت,ɒljt
تقارن,tɣɒrn
ساحت,sɒht
مساحت,msɒht
صف,sf
جسور,d͡ʒsvr
کبوتربازان,kbvtrbɒzɒn
حواس,hvɒs
نگاهشان,ŋɒhʃɒn
خداست,xdɒst
جام,d͡ʒɒm
تنبلی,tnblj
طمع,tmʔ
مخل,mxl
حقوقشان,hɣvɣʃɒn
انسانها,ɒnsɒnhɒ
مشترکات,mʃtrkɒt
والای,vɒlɒj
گردیانوس,ɡrdjɒnvs
رابرت,rɒbrt
ملیشان,mljʃɒn
ملات,mlɒt
گ,ɡ
اتاقی,ɒtɒɣj
بالیوود,bɒljvvd
پالوده,پɒlvdh
نوشتاری,nvʃtɒrj
برادرم,brɒdrm
لوازم,lvɒzm
گیمزکام,ɡjmzkɒm
طبع,tbʔ
مراقب,mrɒɣb
ستارگان,stɒrɡɒn
عبارتست,ʔbɒrtst
یادمان,jɒdmɒn
هاون,hɒvn
سراشیبی,srɒʃjbj
بازدیدها,bɒzdjdhɒ
شهرت,ʃhrt
خدایی,xdɒjj
اشعار,ɒʃʔɒr
کمونیزم,kmvnjzm
لباسشویی,lbɒsʃvjj
عزایم,ʔzɒjm
آنتویس,ɒntvjs
معوقه,mʔvɣh
تروریزم,trvrjzm
شیوه,ʃjvh
خدشه,xdʃh
تایلند,tɒjlnd
میز,mjz
شوشتری,ʃvʃtrj
متداول,mtdɒvl
پسرها,پsrhɒ
سیستان,sjstɒn
ناجا,nɒd͡ʒɒ
خوبان,xvbɒn
نفخ,nfx
کولاب,kvlɒb
عصبی,ʔsbj
داروی,dɒrvj
جغرافیای,d͡ʒɣrɒfjɒj
نوکیا,nvkjɒ
باید,bɒjd
او,ɒv
اتحادیه,ɒthɒdjh
گلز,ɡlz
هوش,hvʃ
آبش,ɒbʃ
سیمای,sjmɒj
روزش,rvzʃ
قیرپاش,ɣjrپɒʃ
والور,vɒlvr
کدر,kdr
دهشتناک,dhʃtnɒk
قابل,ɣɒbl
مشکلمان,mʃklmɒn
فیثاغورس,fjsɒɣvrs
سگ,sɡ
مدهای,mdhɒj
بزودی,bzvdj
صراحت,srɒht
متمدن,mtmdn
الغا,ɒlɣɒ
مفاهمه,mfɒhmh
پذیرفتنت,پzjrftnt
اسمیرهای,ɒsmjrhɒj
حضرت,hzrt
طلعت,tlʔt
استعمار,ɒstʔmɒr
اویس,ɒvjs
آسایش,ɒsɒjʃ
غیرقانونی,ɣjrɣɒnvnj
ناخوشایندشان,nɒxvʃɒjndʃɒn
تفریط,tfrjt
بورن,bvrn
حاضران,hɒzrɒn
بیدارم,bjdɒrm
تبحر,tbhr
تعریض,tʔrjz
نامدار,nɒmdɒr
واصل,vɒsl
اصناف,ɒsnɒf
اسفندیاری,ɒsfndjɒrj
پسرانی,پsrɒnj
همدانی,hmdɒnj
داستان,dɒstɒn
اندیمشک,ɒndjmʃk
ایرادهای,ɒjrɒdhɒj
تاجران,tɒd͡ʒrɒn
ماساژ,mɒsɒʒ
حجیتش,hd͡ʒjtʃ
لیموها,ljmvhɒ
ساماندهی,sɒmɒndhj
کارهایت,kɒrhɒjt
راست,rɒst
رفتنش,rftnʃ
جابری,d͡ʒɒbrj
خودروهایی,xvdrvhɒjj
قلبی,ɣlbj
آموختنی,ɒmvxtnj
عبدالعلی,ʔbdɒlʔlj
خلخال,xlxɒl
دلتان,dltɒn
مظفرانه,mzfrɒnh
بتن,btn
آب,ɒb
باب,bɒb
احتجاج,ɒhtd͡ʒɒd͡ʒ
پود,پvd
تریپانوزومایز,trjپɒnvzvmɒjz
محبوب,mhbvb
دستانت,dstɒnt
موفقیتی,mvfɣjtj
واکر,vɒkr
رنگ,rŋ
نامهربانید,nɒmhrbɒnjd
فلاسفه,flɒsfh
طراح,trɒh
پرواز,پrvɒz
سالیانی,sɒljɒnj
مرفهی,mrfhj
ارادتی,ɒrɒdtj
بنیادهای,bnjɒdhɒj
تغافل,tɣɒfl
خندق,xndɣ
توتیا,tvtjɒ
معنایش,mʔnɒjʃ
نوکر,nvkr
قزاق,ɣzɒɣ
حنفیه,hnfjh
تنبیهمان,tnbjhmɒn
غمگین,ɣmɡjn
تأسیس,tɒʔsjs
مزدوری,mzdvrj
اجراها,ɒd͡ʒrɒhɒ
چاوشی,t͡ʃɒvʃj
مفصل,mfsl
سران,srɒn
سمیرا,smjrɒ
خلافت,xlɒft
مایکل,mɒjkl
خیر,xjr
خراسانی,xrɒsɒnj
قبض,ɣbz
محمدآبادی,mhmdɒbɒdj
روزی,rvzj
گذشتگانی,ɡzʃtɡɒnj
واختانکوف,vɒxtɒnkvf
تفسیرش,tfsjrʃ
سمتی,smtj
خارطوم,xɒrtvm
جسدش,d͡ʒsdʃ
خطاطانی,xtɒtɒnj
فقیهی,fɣjhj
سیر,sjr
لائورنت,lɒيʔvrnt
اسرائیلیان,ɒsrɒيʔjljɒn
اسطوره,ɒstvrh
الکندی,ɒlkndj
داشتنی,dɒʃtnj
تأکید,tɒʔkjd
کلوسئوم,klvsيʔvm
مندل,mndl
پذیرش,پzjrʃ
اسرافیل,ɒsrɒfjl
نگین,ŋjn
ناپ,nɒپ
بدبختمان,bdbxtmɒn
محمدحسین,mhmdhsjn
شگرفی,ʃɡrfj
هیاهوی,hjɒhvj
مهربانی,mhrbɒnj
اکتساب,ɒktsɒb
دوران,dvrɒn
کیلوبیتی,kjlvbjtj
بلوغ,blvɣ
خلاف,xlɒf
طریقت,trjɣt
مقبولیت,mɣbvljt
عفوش,ʔfvʃ
بانکی,bɒnkj
صیغه,sjɣh
نارنجک,nɒrnd͡ʒk
مالیخولیای,mɒljxvljɒj
فرانسه,frɒnsh
پرونده,پrvndh
رجوی,rd͡ʒvj
زیان,zjɒn
ضمنی,zmnj
نجاتی,nd͡ʒɒtj
کریستوفر,krjstvfr
انجماد,ɒnd͡ʒmɒd
مارکسیسم,mɒrksjsm
زورگیری,zvrɡjrj
آرزویی,ɒrzvjj
تلاطمات,tlɒtmɒt
یاسوج,jɒsvd͡ʒ
دکاکین,dkɒkjn
فارادی,fɒrɒdj
شورش,ʃvrʃ
عج,ʔd͡ʒ
خشکسالی,xʃksɒlj
ایساف,ɒjsɒf
میرزابنویس,mjrzɒbnvjs
تکیه,tkjh
امیک,ɒmjk
بلاد,blɒd
هوادارانتان,hvɒdɒrɒntɒn
مغازه,mɣɒzh
لکه,lkh
قناره,ɣnɒrh
انتخابات,ɒntxɒbɒt
غرفه,ɣrfh
عشایری,ʔʃɒjrj
سمنتیت,smntjt
جریحه,d͡ʒrjhh
عورتش,ʔvrtʃ
کاربرانی,kɒrbrɒnj
دهنم,dhnm
ابی,ɒbj
محاسن,mhɒsn
انفجارات,ɒnfd͡ʒɒrɒt
طرز,trz
خوبتان,xvbtɒn
وجب,vd͡ʒb
استخدام,ɒstxdɒm
عالمه,ʔɒlmh
تان,tɒn
مطهر,mthr
خلفایی,xlfɒjj
سر,sr
خوانندگان,xvɒnndɡɒn
سمپاد,smپɒd
انرژی,ɒnrʒj
کارگروه,kɒrɡrvh
مرکزگرایی,mrkzɡrɒjj
مخزنی,mxznj
زشتم,zʃtm
ذلت,zlt
سگولن,sɡvln
طلبکارانه,tlbkɒrɒnh
محبوبه,mhbvbh
شایسته,ʃɒjsth
آمپولی,ɒmپvlj
قید,ɣjd
کاراته,kɒrɒth
نگار,ŋɒr
تبدیلات,tbdjlɒt
تبلور,tblvr
وراثتی,vrɒstj
خمار,xmɒr
نوروزی,nvrvzj
قضاییه,ɣzɒjjh
فرح,frh
تعطیلی,tʔtjlj
فونت,fvnt
نیل,njl
منقرض,mnɣrz
کنفدراسیون,knfdrɒsjvn
پاراگرافی,پɒrɒɡrɒfj
قزل,ɣzl
حسودی,hsvdj
وزیر,vzjr
چیدن,t͡ʃjdn
یعنی,jʔnj
اسپینر,ɒsپjnr
ممنوعیت,mmnvʔjt
زحل,zhl
بدمینتون,bdmjntvn
بازسازی,bɒzsɒzj
ظاهرش,zɒhrʃ
کوپرنیکی,kvپrnjkj
مؤلفات,mvʔlfɒt
باالله,bɒɒllh
فرخی,frxj
ازدواجها,ɒzdvɒd͡ʒhɒ
کمرنگ,kmrŋ
راکد,rɒkd
نجاشی,nd͡ʒɒʃj
دیوان,djvɒn
تانکرهای,tɒnkrhɒj
عموجان,ʔmvd͡ʒɒn
ریخته,rjxth
دندانش,dndɒnʃ
بهشتیان,bhʃtjɒn
ترانس,trɒns
گردو,ɡrdv
معارفه,mʔɒrfh
زنی,znj
بلوچ,blvt͡ʃ
مفلوکین,mflvkjn
امکاناتش,ɒmkɒnɒtʃ
رستن,rstn
اندیشیدن,ɒndjʃjdn
رختخوابم,rxtxvɒbm
اگزیستانسیالیسم,ɒɡzjstɒnsjɒljsm
باشکوهی,bɒʃkvhj
احیاگر,ɒhjɒɡr
اموالش,ɒmvɒlʃ
پسورد,پsvrd
ناشناختی,nɒʃnɒxtj
بلو,blv
برون,brvn
غواص,ɣvɒs
اغتشاش,ɒɣtʃɒʃ
نقالان,nɣɒlɒn
سینه,sjnh
کریم,krjm
پیرمرد,پjrmrd
اقتباسی,ɒɣtbɒsj
حوزوی,hvzvj
اشغالی,ɒʃɣɒlj
منظور,mnzvr
آسمانی,ɒsmɒnj
حسابرسی,hsɒbrsj
عمودی,ʔmvdj
زندانبانی,zndɒnbɒnj
باتقوا,bɒtɣvɒ
عارفی,ʔɒrfj
آپاتیت,ɒپɒtjt
برنرزلی,brnrzlj
انتقادهای,ɒntɣɒdhɒj
معیار,mʔjɒr
کرفس,krfs
کلهری,klhrj
سوماترا,svmɒtrɒ
تغییرناپذیر,tɣjjrnɒپzjr
تطهیر,tthjr
شدنم,ʃdnm
ترافیکی,trɒfjkj
قرائن,ɣrɒيʔn
متناسب,mtnɒsb
قاسمی,ɣɒsmj
صوراسرافیل,svrɒsrɒfjl
سپاه,sپɒh
کودکش,kvdkʃ
هدفش,hdfʃ
مطول,mtvl
غیرعادی,ɣjrʔɒdj
مولانا,mvlɒnɒ
مواجهیم,mvɒd͡ʒhjm
نهایی,nhɒjj
طیبه,tjbh
فالگوش,fɒlɡvʃ
مایل,mɒjl
هیروشیمای,hjrvʃjmɒj
نانوای,nɒnvɒj
مزدوران,mzdvrɒn
لپه,lپh
افتخارت,ɒftxɒrt
زردرنگ,zrdrŋ
تبت,tbt
خیرت,xjrt
معبر,mʔbr
اختیارتان,ɒxtjɒrtɒn
سبق,sbɣ
معناگرا,mʔnɒɡrɒ
سیدالشهدا,sjdɒlʃhdɒ
آنلریون,ɒnlrjvn
پیروزمند,پjrvzmnd
صفه,sfh
کارهای,kɒrhɒj
بیضی,bjzj
محدودیتی,mhdvdjtj
زاغه,zɒɣh
وقتی,vɣtj
وقوع,vɣvʔ
ورقه,vrɣh
تریاک,trjɒk
رحمان,rhmɒn
سالیان,sɒljɒn
جنسیت,d͡ʒnsjt
معارضان,mʔɒrzɒn
اعلا,ɒʔlɒ
تریسی,trjsj
مغشوش,mɣʃvʃ
کورتز,kvrtz
هدایتمان,hdɒjtmɒn
هاکی,hɒkj
چفت,t͡ʃft
قالیچه,ɣɒljt͡ʃh
رابله,rɒblh
مؤتلفه,mvʔtlfh
جورابم,d͡ʒvrɒbm
فردای,frdɒj
والنسیا,vɒlnsjɒ
حرفم,hrfm
اطاعت,ɒtɒʔt
اگر,ɒɡr
خلایق,xlɒjɣ
تلمان,tlmɒn
غروب,ɣrvb
یاس,jɒs
سفر,sfr
طبیعی,tbjʔj
سوزن,svzn
شیفت,ʃjft
مواهبی,mvɒhbj
زر,zr
صاحبدل,sɒhbdl
اعتقادم,ɒʔtɣɒdm
گرافیکی,ɡrɒfjkj
تمیزتری,tmjztrj
اتم,ɒtm
ضدآمریکایی,zdɒmrjkɒjj
کارامازوف,kɒrɒmɒzvf
رژه,rʒh
حل,hl
عبدالرحمان,ʔbdɒlrhmɒn
بخیل,bxjl
بوکاچیو,bvkɒt͡ʃjv
اوج,ɒvd͡ʒ
موقعی,mvɣʔj
صمیمیت,smjmjt
مهران,mhrɒn
دنیاهای,dnjɒhɒj
غیرتهرانی,ɣjrthrɒnj
امتناع,ɒmtnɒʔ
امتیازبندی,ɒmtjɒzbndj
توابع,tvɒbʔ
شعبان,ʃʔbɒn
استقرار,ɒstɣrɒr
رمادی,rmɒdj
رستم,rstm
بخیه,bxjh
سگانش,sɡɒnʃ
گویندگان,ɡvjndɡɒn
پاها,پɒhɒ
همین,hmjn
پشیمان,پʃjmɒn
اصلاحی,ɒslɒhj
ترتیباتی,trtjbɒtj
محکی,mhkj
بریتانیا,brjtɒnjɒ
اهتمامی,ɒhtmɒmj
سرای,srɒj
ماهرخ,mɒhrx
شعرای,ʃʔrɒj
گیلانی,ɡjlɒnj
انوشیروان,ɒnvʃjrvɒn
تقسیمات,tɣsjmɒt
مسمومیت,msmvmjt
ناتوانم,nɒtvɒnm
آتلتیک,ɒtltjk
دشمنانت,dʃmnɒnt
دیر,djr
مبدل,mbdl
تعرضات,tʔrzɒt
متوفی,mtvfj
شعله,ʃʔlh
وطنشان,vtnʃɒn
مرو,mrv
پز,پz
سرودهای,srvdhɒj
حمزه,hmzh
مدادی,mdɒdj
حرارتی,hrɒrtj
نعمتت,nʔmtt
کاشانی,kɒʃɒnj
آسان,ɒsɒn
کشش,kʃʃ
معطر,mʔtr
معیارهایی,mʔjɒrhɒjj
تقلیل,tɣljl
طراوت,trɒvt
دیرکتا,djrktɒ
لبان,lbɒn
اشباح,ɒʃbɒh
بیماری,bjmɒrj
سناریوپردازان,snɒrjvپrdɒzɒn
درک,drk
منع,mnʔ
بینمان,bjnmɒn
گردان,ɡrdɒn
برخوردهای,brxvrdhɒj
بسیج,bsjd͡ʒ
کهنه,khnh
میخائیل,mjxɒيʔjl
شباهنگام,ʃbɒhŋɒm
محتشم,mhtʃm
پیشنهادی,پjʃnhɒdj
مادری,mɒdrj
نیمی,njmj
متعجب,mtʔd͡ʒb
پاهایمان,پɒhɒjmɒn
مس,ms
مبالغی,mbɒlɣj
