Word,Pronunciation
எஜமான்,ed͡ʑɐmaːn
கயல்,kɐjɐl
நீங்களும்,n̪iːŋkaɭum
சீபாதம்,t͡ɕiːbaːd̪ɐm
சாளை,t͡ɕaːɭaɪ̯
இந்தியப்,in̪t̪ijap
ி,i
ராணுவ,ɾaːɳuʋa
நாட்டைச்,n̪aːʈʈajt͡ʃ
தொடர்,t̪oɖɐɾ
அவருடன்,aʋaɾuʈan
ஆதாரம்,aːd̪aːɾɐm
ங்,iŋɡ
அணங்குகள்,ɐɳɐŋɡuɡɐɭ
கூடியிருந்த,kuːʈijiɾun̪t̪a
ஆளுங்கணம்,aːɭuŋɡɐɳɐm
நாகசுரம்,n̪aːɡɐt͡ɕuɾɐm
மரபணு,mɐɾɐbɐɳu
பேட்மின்டன்,peːʈminʈan
ஸ்நானம்,sn̪aːnɐm
படுக்கை,paʈukkaj
திரிய,t̪iɾijɐ
இவ்வாறு,iʋʋaːru
முதல்,mud̪ɐl
முளரி,muɭɐɾi
சேமியா,t͡ɕeːmijaː
ல்,l
பொல்லாப்பு,pollaːpːu
மின்,min
திராவிடர்,t̪iɾaːʋiʈaɾ
இரைப்பை,iɾaɪ̯pːaɪ̯
ஏத்து,eːt̪ːu
அகப்படு,ɐɡɐpːɐɖu
யாழ்,jaːɻ
கேலி,keːli
சட்டத்தையும்,t͡ʃaʈʈat̪t̪ajjum
இடம்,iɖɐm
அலங்காரம்,ɐlɐŋɡaːɾɐm
உயர்வு,ujaɾʋu
இந்தியத்,in̪t̪ijat̪
வல்லெழுத்து,ʋɐlleɻut̪ːu
ஆற்று,aːrru
விபத்துக்குள்ளானதில்,ʋipat̪t̪ukkuɭɭaːnat̪il
பதவிய்,pat̪aʋij
இதுவரை,it̪uʋaɾaj
நடைபெற்றது,n̪aʈajperrat̪u
நுதல்,n̪ud̪ɐl
கிளப்பு,kiɭɐpːu
ரவை,ɾɐʋaɪ̯
கொடிமுந்திரி,koɖimun̪d̪iɾi
பிசகுசொல்லு,pit͡ɕɐɡut͡ɕollu
பினாங்கு,pinaːŋɡu
மக்களைக்,makkaɭajk
பதவி,pat̪aʋi
புகார்,pukaːɾ
நடத்தியத்,n̪aʈat̪t̪ijat̪
மணி,maɳi
கருவீரல்,kɐɾuʋiːɾɐl
வரவேற்றனர்,ʋaɾaʋeːrranaɾ
சித்தார்,t͡ɕit̪ːaːɾ
சோகம்,t͡ɕoːɡɐm
வமிசாவளி,ʋɐmit͡ɕaːʋɐɭi
வாகனம்,ʋaːkanam
மாண்புமிகு,maːɳbumiɡu
கற்குளி,kɐrkuɭi
விட்டதாக,ʋiʈʈat̪aːka
ஆபிச்,aːbit͡ɕ
மரபுகளை,maɾapukaɭaj
ஆய்வுச்,aːjʋut͡ʃ
அதிருப்தி,ɐd̪iɾupt̪i
வாயின்மாடம்,ʋaːjinmaːɖɐm
உட்பட,uʈpaʈa
விடப்,ʋiʈap
பேன்,peːn
அக்கினிகோத்திரம்,ɐkːiniɡoːt̪ːiɾɐm
முப்புவனம்,mupːuʋɐnɐm
பழம்,pɐɻɐm
யோசனை,joːt͡ɕɐnaɪ̯
தெரி,t̪eɾi
நாடோடி,n̪aːɖoːɖi
வெம்பகல்,ʋembɐɡɐl
மிட்டலின்,miʈʈalin
கிண்ணம்,kiɳːɐm
முடிவுக்கு,muʈiʋukku
சேம்பு,t͡ɕeːmbu
பரிசு,pɐɾit͡ɕu
இல்லாததால்,illaːt̪at̪aːl
ஆலக்கொடி,aːlɐkːoɖi
வகையில்,ʋakajjil
அயனம்,ɐjɐnɐm
இரசாயனம்,iɾɐt͡ɕaːjɐnɐm
வினவு,ʋinɐʋu
பெயரடை,pejɐɾɐɖaɪ̯
நார்,n̪aːɾ
குருட்டுத்தனம்,kuɾuʈːut̪ːɐnɐm
கள்ளிச்செடி,kɐɭːit͡ɕːeɖi
நீதிபதி,n̪iːd̪ibɐd̪i
பெண்களுக்க்,peɳkaɭukk
ரொட்டி,ɾoʈːi
உத்தரவை,ut̪t̪aɾaʋaj
மேயல்,meːjɐl
ஆலம்,aːlɐm
ஆங்கிலம்,aːŋɡilɐm
அச்சப்பட,at͡ʃt͡ʃappaʈa
புறம்,purɐm
நிர்வாக,n̪iɾʋaːka
தேர்ச்சி,t̪eːɾt͡ɕːi
ஹைதராபாத்,haɪ̯d̪ɐɾaːbaːt̪
அகிலம்,ɐhilɐm
ஆண்குறி,aːɳɡuri
முடக்கு,muɖɐkːu
பிரச்சனை,piɾɐt͡ɕːɐnaɪ̯
அறிவித்துள்ளார்,ariʋit̪t̪uɭɭaːɾ
மாத்திரை,maːt̪ːiɾaɪ̯
போனேன்,poːneːn
பெயர்த்திரிசொல்,pejɐɾt̪ːiɾit͡ɕol
பொங்கு,poŋɡu
நிலாவெளிச்சம்,n̪ilaːʋeɭit͡ɕːɐm
சிம்மம்,t͡ɕimːɐm
பூசு,puːt͡ɕu
விசாரிப்பதாக,ʋit͡ʃaːɾippat̪aːka
இடத்திலேயே,iʈat̪t̪ileːjeː
என்னுடைய,enːuɖaɪ̯jɐ
இணை,iɳaɪ̯
மேற்பட்ட,meːrpaʈʈa
மன்னிப்பு,mannippu
சட்டம்,t͡ʃaʈʈam
குறைவாகவே,kurajʋaːkaʋeː
கத்து,kɐt̪ːu
குத்து,kut̪ːu
எமெலேக்களின்,emeleːkkaɭin
சனிக்கிழமைய்,t͡ʃanikkiɻamajj
ஞமலி,ɲɐmɐli
கார்ப்பு,kaːɾpːu
மெத்தை,met̪ːaɪ̯
சிகப்பு,t͡ɕiɡɐpːu
நிலவுகிறது,n̪ilaʋukirat̪u
கருப்பையா,kaɾuppajjaː
தூக்கு,t̪uːkːu
பிரிவினர்,piɾiʋinaɾ
ராஜபட்சவும்,ɾaːd͡ʒapaʈt͡ʃaʋum
தண்டனை,t̪ɐɳɖɐnaɪ̯
வருகைக்கு,ʋaɾukajkku
கொல்லப்படவ்,kollappaʈaʋ
உள்துறைச்,uɭt̪urajt͡ʃ
கூட்டுக்,kuːʈʈuk
இடக்கு,iɖɐkːu
மனமாற்றம்,mɐnɐmaːrːɐm
நெய்ப்பு,n̪ejpːu
மேற்கொண்டு,meːrkoɳɖu
பேசவும்,peːt͡ʃaʋum
சோக்கரா,t͡ɕoːkːɐɾaː
பிரிட்டனில்,piɾiʈʈanil
இச்சந்திப்பின்போது,it͡ʃt͡ʃan̪t̪ippinpoːt̪u
அடிமை,ɐɖimaɪ̯
இழப்பீடு,iɻɐpːiːɖu
திவ்விய,t̪iʋːijɐ
கொடும்புலி,koɖumbuli
மண்தைலம்,mɐɳd̪aɪ̯lɐm
ராஜிநாமா,ɾaːd͡ʑin̪aːmaː
முழங்க,muɻaŋka
பயிருழவு,pɐjiɾuɻɐʋu
கோடாலி,koːɖaːli
குடும்பம்,kuɖumbɐm
நகர,n̪akaɾa
பெண்களுக்கான,peɳkaɭukkaːna
கூறியதாவது,kuːrijat̪aːʋat̪u
தின்னு,t̪inːu
ஊராட்சித்,uːɾaːʈt͡ʃit̪
உயர்நீதிமன்றத்,ujaɾn̪iːt̪imanrat̪
கிரந்தம்,kiɾɐn̪d̪ɐm
கஸாயி,kɐsaːji
சுவடி,t͡ɕuʋɐɖi
வலங்கம்,ʋɐlɐŋɡɐm
ஈரமான,iːɾɐmaːnɐ
பிரேதம்,piɾeːd̪ɐm
ரயில்களில்,ɾajilkaɭil
உயிரிழந்தத்,ujiɾiɻan̪t̪at̪
முழுப்பக்க,muɻuppakka
வெறுங்காய்,ʋeruŋɡaːj
மயண்டை,mɐjɐɳɖaɪ̯
தோணிதள்ளு,t̪oːɳid̪ɐɭːu
இதழ்,id̪ɐɻ
ஊண்,uːɳ
குருத்தோலை,kuɾut̪ːoːlaɪ̯
பெற்றுவிட்டதாக,perruʋiʈʈat̪aːka
ஐரோப்பா,ɐi̯ɾoːpːaː
கொடை,koɖaɪ̯
தங்கை,t̪ɐŋɡaɪ̯
தேர்ந்தெடுக்கப்பட்ட,t̪eːɾn̪t̪eʈukkappaʈʈa
அடிச்சுவடு,ɐɖit͡ɕːuʋɐɖu
கம்போடியா,kɐmboːɖijaː
மெல்லிய,mellijɐ
குறித்து,kurit̪ːu
கடிதங்கள்,kaʈit̪aŋkaɭ
சரிவு,t͡ɕɐɾiʋu
என்,en
மண்ணெண்ணெய்,mɐɳːeɳːej
நுழை,n̪uɻaɪ̯
அபிமானம்,ɐbimaːnɐm
பள்ளிக்,paɭɭik
பேசும்,peːt͡ʃum
இடங்களுக்குள்,iʈaŋkaɭukkuɭ
வெண்பா,ʋeɳbaː
ராஜாத்தி,ɾaːd͡ʑaːt̪ːi
துப்பல்,t̪upːɐl
தர்முஸ்தாஜர்,t̪ɐɾmust̪aːd͡ʑɐɾ
தேற்றா,t̪eːrːaː
தஞ்சாவூர்,t̪ɐɲd͡ʑaːʋuːɾ
இச்சட்டத்தின்,it͡ʃt͡ʃaʈʈat̪t̪in
வசிக்கும்,ʋat͡ʃikkum
மூணு,muːɳu
மாநாடாக,maːn̪aːʈaːka
இது,it̪u
எச்சில்,et͡ɕːil
ஏற்படு,eːrpɐɖu
வினைமுற்று,ʋinaɪ̯murːu
அவள்,ɐʋɐɭ
நோன்பு,n̪oːnbu
தென்னாப்பிரிக்காவின்,t̪ennaːppiɾikkaːʋin
முரண்,muɾɐɳ
கீழ்மை,kiːɻmaɪ̯
நிலையத்துக்கு,n̪ilajjat̪t̪ukku
கோடிக்க்,koːʈikk
வளர்ச்சி,ʋɐɭɐɾt͡ɕːi
கேட்டுக்,keːʈʈuk
பிறைதொழு,piraɪ̯d̪oɻu
மின்னல்,minːɐl
நிபந்தனை,n̪ibɐn̪d̪ɐnaɪ̯
நாற்று,n̪aːrːu
பெண்மை,peɳmaɪ̯
குறுக்கம்,kurukːɐm
பெஞ்சமின்,beɲd͡ʑɐmin
அறைய்,arajj
கதிக்க,kɐd̪ikːɐ
கட்சித்,kaʈt͡ʃit̪
அனந்தபுரி,anan̪t̪apuɾi
கொடுப்பத்,koʈuppat̪
தொடர்பாளர்,t̪oʈaɾpaːɭaɾ
காற்றாலை,kaːrːaːlaɪ̯
இரை,iɾaɪ̯
பேச்ச்,peːt͡ʃt͡ʃ
ஐகாரம்,ɐi̯ɡaːɾɐm
ஐக்கிய,ajkkija
அங்கு,ɐŋɡu
புள்ளியியல்,puɭɭijijal
குரங்கு,kuɾɐŋɡu
பிசங்கற்சீலை,pit͡ɕɐŋɡɐrt͡ɕiːlaɪ̯
எலும்பு,elumbu
தாண்டியும்,t̪aːɳʈijum
கணபதி,kɐɳɐbɐd̪i
பிராணவாயு,piɾaːɳɐʋaːju
ஊர்,uːɾ
காட்டகத்தமிர்து,kaːʈːɐɡɐt̪ːɐmiɾd̪u
பற்பசை,pɐrpɐt͡ɕaɪ̯
மன,mɐnɐ
கொளுவி,koɭuʋi
மிதியடி,mid̪ijɐɖi
நீட்டாணம்,n̪iːʈːaːɳɐm
பளகு,pɐɭɐɡu
அங்கயற்கண்ணி,ɐŋɡɐjɐrkɐɳːi
ரம்சான்,ɾɐmt͡ɕaːn
வெளிப்படுத்தியது,ʋeɭippaʈut̪t̪ijat̪u
தங்களின்,t̪aŋkaɭin
ச்,t͡ɕ
அணித்,aɳit̪
கோலெழுத்து,koːleɻut̪ːu
இந்தி,in̪d̪i
ஈசுவரன்,iːt͡ɕuʋɐɾɐn
கட்டம்,kɐʈːɐm
நேர்விடை,n̪eːɾʋiɖaɪ̯
கட்டைவிரல்,kɐʈːaɪ̯ʋiɾɐl
ஜெயலலிதா,d͡ʒejalalit̪aː
கௌரவம்,ɡaʊ̯ɾɐʋɐm
பாராட்டு,paːɾaːʈʈu
விபத்துக்குள்ளானத்,ʋipat̪t̪ukkuɭɭaːnat̪
பயிற்சித்,pajirt͡ʃit̪
பங்கேற்றுப்,paŋkeːrrup
பதினாறு,pɐd̪inaːru
இளந்தாரி,iɭɐn̪d̪aːɾi
பிடித்த,piʈit̪t̪a
பிற,pirɐ
தோன்று,t̪oːnru
நொர்ஸ்க்,n̪oɾsk
போராட,poːɾaːʈa
தாலி,t̪aːli
மிடையீரர்,miɖaɪ̯jiːɾɐɾ
சர்ச்சையை,t͡ʃaɾt͡ʃt͡ʃajjaj
ஊழியர்,uːɻijaɾ
பூஞ்சணம்,puːɲd͡ʑɐɳɐm
கறவு,kɐrɐʋu
என்னென்ன,enːenːɐ
முதல்,mut̪al
கோவில்,koːʋil
லாந்தி,laːn̪t̪i
பிச்சு,pit͡ɕːu
நசுங்கு,n̪ɐt͡ɕuŋɡu
நேர்வு,n̪eːɾʋu
கதிரியக்கம்,kɐd̪iɾijɐkːɐm
கிசுகிசு,kisukisu
படல்,pɐɖɐl
இலயை,ilɐjaɪ̯
பாத்தி,paːt̪ːi
ஆணையாளர்,aːɳajjaːɭaɾ
பரி,pɐɾi
கமகம,ɡɐmɐɡɐmɐ
ஒத்துக்கொள்,ot̪ːukːoɭ
உருவாக்கம்,uɾuʋaːkːɐm
ஜோகூர்,d͡ʑoːɡuːɾ
வெண்ணெய்,ʋeɳːej
உருவாகும்,uɾuʋaːkum
பட,paʈa
காசர்கோடு,kaːt͡ɕɐɾɡoːɖu
வளர்ச்சி,ʋaɭaɾt͡ʃt͡ʃi
ஊட்டு,uːʈːu
செல்வராஜ்,t͡ʃelʋaɾaːd͡ʒ
போராடு,poːɾaːɖu
பிசுக்கோத்து,pit͡ɕukːoːt̪ːu
உள்ள,uɭɭa
கணக்கியல்,kɐɳɐkːijɐl
மனநலம்,mɐnɐn̪ɐlɐm
உயிர்வேதியியல்,ujiɾʋeːd̪ijijɐl
வரப்,ʋaɾap
கட்டுத்தறி,kɐʈːut̪ːɐri
சொந்த,t͡ʃon̪t̪a
உண்டுபண்ணு,uɳɖubɐɳːu
எழுதுகோல்,eɻud̪uɡoːl
உறுப்பினர்களும்,uruppinaɾkaɭum
புருவம்,puɾuʋɐm
ஸ்தாபனம்,st̪aːbɐnɐm
கபுரம்,kɐbuɾɐm
செந்தாமரை,t͡ɕen̪d̪aːmɐɾaɪ̯
தென்னாப்பிரிக்கா,t̪ennaːppiɾikkaː
அலகு,ɐlɐɡu
சிக்கிய்,t͡ʃikkij
பிள்ளையார்,piɭːaɪ̯jaːɾ
காட்டி,kaːʈʈi
புக்கில்,pukːil
மெய்யெழுத்து,mejːeɻut̪ːu
நாச்சியார்,n̪aːt͡ɕːijaːɾ
வீரர்களும்,ʋiːɾaɾkaɭum
எனைவர்,enaɪ̯ʋɐɾ
நபர்களில்,n̪apaɾkaɭil
அழை,ɐɻaɪ̯
நாடுகளின்,n̪aːʈukaɭin
நிலைபெறு,n̪ilaɪ̯beru
அதிகம்,at̪ikam
அரைஞாண்,ɐɾaɪ̯ɲaːɳ
முறையீடு,muraɪ̯jiːɖu
சந்து,t͡ɕɐn̪d̪u
திருவருட்சாதனம்,t̪iɾuʋɐɾuʈt͡ɕaːd̪ɐnɐm
அம்சங்களை,amt͡ʃaŋkaɭaj
ஊடகம்,uːɖɐɡɐm
போதி,poːd̪i
ஜீவவிருட்சம்,d͡ʑiːʋɐʋiɾuʈt͡ɕɐm
ஆட்சியில்,aːʈt͡ʃijil
அறிவி,ɐriʋi
நீர்வீழ்ச்சி,n̪iːɾʋiːɻt͡ɕːi
அலுவம்,ɐluʋɐm
அசர்த்து,ɐt͡ɕɐɾt̪ːu
கூகை,kuːɡaɪ̯
கருஞ்சிவப்பு,kɐɾuɲd͡ʑiʋɐpːu
ஜோதிடம்,d͡ʑoːd̪iɖɐm
பரவெளி,pɐɾɐʋeɭi
போ,poː
இங்குஷேத்தியா,iŋɡuʂeːt̪ːijaː
கொண்டாட்டு,koɳɖaːʈːu
அலுவலகத்தின்,aluʋalakat̪t̪in
தலைவர்,t̪ɐlaɪ̯ʋɐɾ
அரசாங்கம்,ɐɾɐt͡ɕaːŋɡɐm
நெல்லை,n̪ellaj
துறவறம்,t̪urɐʋɐrɐm
கூட்டெழுத்து,kuːʈːeɻut̪ːu
குலை,kulaɪ̯
உயிரிழந்தார்,ujiɾiɻan̪t̪aːɾ
யாங்கு,jaːŋɡu
இயைபு,ijaɪ̯bu
பெற்றார்,perraːɾ
பின்னம்,pinːɐm
அணுகுமுறையானது,aɳukumurajjaːnat̪u
எல்லையான,ellajjaːna
ஒன்றுக்கு,onrukku
அமெரிக்காவில்,ameɾikkaːʋil
கயிரவம்,kɐjiɾɐʋɐm
கடல்,kɐɖɐl
திராவகம்,t̪iɾaːʋɐɡɐm
படங்கள்,pɐɖɐŋɡɐɭ
காவல்,kaːʋɐl
அடைகஷாயம்,ɐɖaɪ̯ɡɐʂaːjɐm
அக்கட்சியின்,akkaʈt͡ʃijin
பன்றி,pɐnri
பெண்,peɳ
உறங்கு,urɐŋɡu
செய்யவோ,t͡ʃejjaʋoː
கெட்ட,keʈːɐ
நாசம்,n̪aːt͡ɕɐm
ரத்து,ɾat̪t̪u
விலகிக்,ʋilakik
வேதி,ʋeːd̪i
மௌனம்,maʊ̯nɐm
உய்,uj
தவளம்,t̪ɐʋɐɭɐm
செவிலியர்கள்,t͡ʃeʋilijaɾkaɭ
தும்பி,t̪umbi
நெடுக,n̪eɖuɡɐ
தெரியவில்லை,t̪eɾijaʋillaj
கட்டில்,kɐʈːil
காகம்,kaːɡɐm
கிடைப்பது,kiʈajppat̪u
கிரக்கம்,kiɾɐkːɐm
இந்து,in̪d̪u
சரணம்,t͡ɕɐɾɐɳɐm
அவ்வழி,ɐʋːɐɻi
இலங்கையிலிருந்து,ilaŋkajjiliɾun̪t̪u
அழைத்த்,aɻajt̪t̪
மான்,maːn
வௌவால்,ʋaʊ̯ʋaːl
வாஷிங்டனில்,ʋaːʂiŋʈanil
கொண்டார்,koɳʈaːɾ
சார்பில்,t͡ʃaːɾpil
