Word,Pronunciation
szechuan,sɛt͡ʃwɑn
adonis,ədɑnɪs
disremember,dɪsɹɪmɛmbɚ
vinerian,vʌɪnɪəɹɪən
dental,dɛntl̩
reproduce,ɹipɹədus
alopecia,æloʊpiːʃiə
rudyard,ɹʌdjəɹd
punned,pʌnd
aaaee,eɪeɪeɪiːiː
galway,ɡɔlweɪ
vidchat,vɪdt͡ʃæt
rowlock,ɹʌlək
resistance,ɹɪzɪstəns
pumy,pjuːmi
crudeform,kɹuːdfɔɹm
futurism,fjuːt͡ʃəɹɪzəm
loosely,luːsli
littleborough,lɪtəlbərrə
mrsa,mɝsə
raajmahal,rɑːd͡ʒməhəl
beaconsfield,biːkənzfiːld
isthmus,ɪsməs
oxycodone,ɑksɪkoʊdoʊn
passify,pæsəfaɪ
tinged,tɪnd͡ʒd
nabataean,næbətiːən
gisarme,ɡizɑɹm
renaissance,ɹɛnəsɑns
balsa,bɑlsə
berenice,bɜrniːs
deutocerebral,djuːtoʊsɛɹəbɹəl
tune,tjun
valletta,vəlɛtə
asturian,æstʊɹiən
congruence,kenɡɹuːəns
cloister,klɔɪstɚ
attrit,ətɹɪt
gemel,d͡ʒɛməl
bridgetown,bɹɪd͡ʒtaʊn
hoods,hʊdz
maketh,meɪkɪθ
urceolate,ɜːɹsɪəleɪt
nigerian,naɪd͡ʒɪəɹɪən
berkelium,bɜːɹkliəm
personification,pɚsɑnəfəkeɪʃən
ashine,əʃaɪn
undecipherable,ʌndɪsaɪfɹəbəl
chenier,ʃənɛəɹ
parallel,pæɹəlɛl
helve,hɛlv
gyaru,ɡjɑːɹuː
authority,əθɑɹəti
souterrain,suːtəɹeɪn
nesiritide,nəsɪɹɪtaɪd
dietetician,daɪətɪtɪʃən
bursledon,bɜːɹzəldən
tweeple,twiːpəl
leaguerer,liːɡəɹəɹ
amee,eɪmi
parietine,pəɹaɪɪtɪn
ketoprofen,kitəpɹoʊfən
didactic,daɪdæktɪk
wage,weɪd͡ʒ
immolate,ɪməleɪt
jeera,d͡ʒiːɹə
resume,ɹəzjuːm
bungee,bʌnd͡ʒi
tailgate,teɪlɡeɪt
apparel,əpæɹəl
precedent,pɹɪsiːdənt
sinuous,sɪnjuəs
consentful,kənsɛntfʊl
mnemotechny,niːmətɛkni
cliquish,kliːkɪʃ
preyer,pɹeɪjəɹ
shofar,ʃaʊ̯fɔʁ
zipper,zɪpɚ
lunchable,lʌnt͡ʃəbl̩
desiccate,dɛsɪkeɪt
kevin,kɛvən
strath,stɹæθ
obelisk,ɑbəlɪsk
chilaquiles,t͡ʃiləkileɪs
aquitania,ɑkwɪteɪnjə
greatsword,ɡɹeɪtsɔɹd
bring,bɹɪŋ
eft,ɛft
reserpine,ɹɪsɝːpiːn
bona,bəʊnə
plight,plaɪt
crept,kɹɛpt
i,aɪ
stabiliment,stəbɪlɪmənt
adenoid,ædənɔɪd
wordsmithing,wɝdsmɪθɪŋ
invalidate,ɪnvælədeɪt
gurgeons,ɡɜːɹd͡ʒɪnz
wingnut,wɪŋnʌt
chastity,t͡ʃæstɪti
nourish,nʊɹɪʃ
uncheck,ʌnt͡ʃɛk
buscemese,buːsɛmiːz
exciton,ɪksaɪtɑn
dwarfism,dwɔɹfɪzəm
pygostyle,paɪɡəstaɪl
huddled,hʌdl̩d
united,jʊnaɪtɪd
hardwood,hɑɹdwʊd
fiesta,fiɛstə
drown,dɹaʊn
eschew,ɛʃu
ambiversion,æmbəvɚʃən
nets,nɛts
negotiate,nəɡoʊʃieɪt
neuroepithelium,nɝoʊɛpɪθiliəm
melony,mɛləni
genethliac,d͡ʒənɛθliæk
prolixity,pɹəlɪksɪti
salian,seɪliən
haftarah,həftʌɹə
fauxgasm,foʊɡæzəm
express,ɪkspɹɛs
glen,ɡlɛn
poppets,pɒpɪts
hanja,hɑnd͡ʒə
musty,mʌstɪ
cote,koʊt
niglet,nɪɡlɪt
cornwall,kɔrnwɑl
fluorescently,floʊɹɛsəntli
karaage,kəɹɑːɡeɪ
howell,haʊwəɫ
werecat,wɪɹkæt
lawyers,lɔɪɚz
moths,mɔðz
predecessor,pɹidəsɛsɚ
tablature,tæblət͡ʃɜ
pushchair,pʊʃt͡ʃɛəɹ
penetrate,pɛnətɹeɪt
uwharrie,juwɑɹi
weazeny,wiːzəni
vanish,vænɪʃ
fornicatory,fɔɹnɪkətɔɹi
thermidorian,θɝmədɔɹiən
phrenitic,fɹɛnɪtɪk
physiological,fɪziəlɑd͡ʒɪkəl
affectionate,əfɛkʃənət
dandification,dændəfəkeɪʃən
academese,əkædəmiz
bamma,bæmə
lesbianism,lɛzbiənɪzəm
chattings,t͡ʃætɪŋz
hamfat,hamfat
woofs,wʊfs
rumi,ɹuːmiː
tsetse,tsitsi
deceit,dɪsiːt
obtaining,əbteɪnɪŋ
saibling,zaɪplɪŋ
cy,saɪ
mustelline,mʌstɛlaɪn
alertness,əlɝtnəs
porphyrogene,pɔɹfəɹɑd͡ʒəni
ambrosial,æmbɹoʊʒəl
temiar,tɛmiɑɹ
eta,eɪtə
gesture,d͡ʒɛst͡ʃɝ
metharbital,məθɑɹbətɔl
iwan,iːwɑːn
geoid,d͡ʒiɔɪd
feiseanna,fɛʃənə
deceived,dɪsiːvd
irvine,ɜɹvaɪn
forslip,fəɹslɪp
slashed,slæʃt
polyzoon,pɒlizəʊɒn
ingredient,ɪnɡɹiːdiənt
correlate,kɑɹəleɪt
interpellate,ɪntəɹpɛleɪt
heeds,hiːdz
turbine,tɚbaɪn
elise,ɛliːs
shawl,ʃɔl
mullet,mʌlət
roast,ɹoʊst
reddest,ɹɛdɪst
pliny,plɪni
pennies,pɛniːz
parent,pɛɚənt
brewis,bɹuːɪs
strontian,stɹɒntiːən
wlan,dʌbəljulæn
waimate,wʌɪmati
aerocolpos,ɛːɹəʊkɒlpɒs
butterfingers,bʌtɚfɪŋɡɚz
governing,ɡʌvɚnɪŋ
vasculitis,væskjʊlaɪtɪs
dimer,daɪməɹ
teared,tɛəd
wenzhou,wʌnd͡ʒoʊ
seriocomical,sɪəɹiəʊkɒmɪkəl
oxybarbiturate,ɑksibɑɹbɪt͡ʃəɹət
citation,saɪteɪʃən
zeek,ziːk
windchill,wɪndt͡ʃɪl
gretchen,ɡɹɛt͡ʃən
mistry,mɪstɹaɪ
escapee,eskəpiː
limous,laɪməs
snuffy,snʌfi
wigging,wɪɡɪŋ
inhabited,ɪnhæbɪtɪd
tuition,tuɪʃən
castrate,kæstɹeɪt
carbonara,kɑɹbənæɹə
jubilant,d͡ʒubələnt
habakkuk,hæbəkək
hanch,hɑːnt͡ʃ
majorette,meɪd͡ʒəɹɛt
cotulla,kətjuːlə
pluckings,plʌkɪŋz
bizen,baɪzən
kyoto,kjoʊtoʊ
obligable,ɒblɪɡəbəl
winwood,wɪnwʊd
tina,tiːnə
bobance,bɒbəns
parnell,pɑːnɛl
proximity,pɹɑksɪmɪti
consultation,kɑnsl̩teɪʃən
mischief,mɪst͡ʃɪf
blitzing,blɪtsɪŋ
checker,t͡ʃɛkɚ
foederati,fiːdɛɹɑːti
absolvitor,æbzɑlvətɔɹ
caper,keɪpɚ
motley,mɑtli
chem,kɛm
standfield,stændfiːld
anaplastic,ænəplæstɪk
pasty,peɪsti
italy,ɪtəli
boscage,bɑskɪd͡ʒ
repertoire,ɹɛpəɹtwɑɹ
amine,əmiːn
froehle,fɹeɪli
replenish,ɹɪplɛnɪʃ
landlubber,lændlʌbɚ
empressement,ɒmpɹɛsmənt
carve,kɑɹv
batched,bæt͡ʃt
multiple,mʌltɪpl̩
adulatory,ædjʊlətəɹi
lacking,lækɪŋ
tuscan,tʌskən
cumin,kʌmɪn
kahika,kʌhikə
vortex,vɔɹtɛks
vantage,væntɪd͡ʒ
hypaethral,hʌɪpiːθɹəl
tempted,tɛmptɪd
eagre,eɪɡəɹ
lauric,lɒɹɪk
cadre,kædɹeɪ
pecker,pɛkəɹ
bismillah,bɪsmɪlɑː
acidic,əsɪdɪk
leprosy,lɛpɹəsi
postic,pɒstɪk
riesling,ɹiːzlɪŋ
mantelpiece,mæntlpiːs
telemetry,təlɛmətri
gynecomasty,ɡaɪnɪkəmæsti
superstitious,sjupɚstɪʃəs
promising,pɹɑmɪsɪŋ
shipwright,ʃɪpɹaɪt
jehovistic,d͡ʒəhoʊvɪstɪk
ageusiac,əɡjuːzɪæk
jitter,d͡ʒɪtɚ
diloxanide,daɪlɑksənaɪd
diggety,dɪɡəti
palay,pæleɪ
shoehorn,ʃuːhɔɹn
dishevelled,dɪsʃɛvəld
minute,mənjut
ababda,əbæbdə
quash,kwɔʃ
congruent,kenɡɹuːənt
openly,oʊpənli
tar,tɑɹ
bentsh,bɛnt͡ʃ
writability,ɹaɪtəbɪlɪti
metronym,mɛtɹoʊnɪm
boak,bəʊk
impelling,ɪmpɛlɪŋ
floodage,flʌdɪd͡ʒ
dvorakian,dvɔrʒækɪən
hopple,hɒpəl
debts,dɛts
wifier,waɪfiəɹ
xiongnu,ʃɒŋnuː
debunks,dɪbʌŋks
realised,ɹiəlaɪzd
divert,daɪvɝt
dixey,dɪksi
buffing,bʌfɪŋ
circled,sɜːɹkəld
put,pʊt
afferent,æfɜːənt
troop,tɹup
rifampin,ɹɪfæmpɪn
revolutionize,ɹɛvəljuʃənaɪz
larynges,ləɹɪnd͡ʒiːz
responsible,ɹɪspɑnsəbl̩
sickening,sɪkənɪŋ
valleculae,vælɛkjəlaɪ
illude,ɪluːd
maguindanao,maɡindɐnaʊ
talpidae,tælpɪdiː
revince,ɹɪvɪns
dues,duz
idarucizumab,aɪdəɹusɪzəmæb
sloke,sloʊk
ancestors,ænsɛstɚz
gearless,ɡɪɹləs
eyeservice,ʌɪsəːvɪs
acarine,ækəɹaɪn
keyhole,kihoʊl
sucky,sʌki
hypoglossal,haɪpəɡlɑsəl
somnambulate,sɑmnæmbjəleɪt
foss,fɑs
systems,sɪstəmz
molasses,məlɑsɪz
comfortably,kʌmfɚtəbli
heights,haɪts
magnate,mæɡnət
renovate,ɹɛnəveɪt
wherry,wɛɹi
iris,aɪɹɪs
vibrate,vaɪbɹeɪt
gimmicks,ɡɪmɪks
secretive,səkɹiːtɪv
minstrel,mɪnstɹəl
comprises,kəmpɹaɪzɪz
stealth,stɛlθ
digoxin,dɪd͡ʒɑksɪn
carious,kæɹiəs
format,fɔːɹmæt
selenophobia,səlinəfoʊbiə
cataract,kætəɹækt
aphroditus,æfɹədaɪtəs
ruin,ɹuːɪn
jillian,jɪljən
supervision,supɚvɪʒən
cello,sɛloʊ
wallop,wɑləp
placard,plækɑɹd
seerpaw,sɪəɹpɔː
betear,bɪtɛɚ
simpleton,sɪmpəltən
mallee,mɑli
yamoussoukro,jɑːmusuːkɹoʊ
hereabout,hɪəɹəbaʊt
fisk,fɪsk
climbed,klaɪmd
kharkiv,hɑːkɪv
richter,ɹɪktɚ
congelifraction,kənd͡ʒɛlɪfɹækʃən
abjunction,æbd͡ʒʌŋkʃən
slurry,slʌɹi
agha,ɑːɡə
platinum,plætn̩əm
patrick,pætɹɪk
unmeaning,ʌnmiːnɪŋ
bazhong,bɑːd͡ʒɒŋ
aitkin,eɪkɪn
peneplain,pɛnɪpleɪn
timidity,tɪmɪdɪti
cosh,kɒʃ
hikoi,hiːkɔɪ
guamanian,ɡwɑːmeɪniən
lairy,lɛəɹi
tallage,tælɪd͡ʒ
lamasery,ləmɑːsəɹi
vapor,veɪpɚ
negative,nɛɡətɪv
imperil,ɪmpɛɹəl
cussed,kʌst
pyrrhus,paɪɹəs
intime,ɪntɪm
dilucidation,dɪluːsɪdeɪʃən
pharaoh,fæɹoʊ
anyways,ɛniweɪz
brunt,bɹʌnt
comp,kɒmp
extenuate,ɪkstɛnjəweɪt
gullibly,ɡʌlɪbli
mosaic,moʊzeɪɪk
aliquots,ælɪkwɒts
epidemiology,ɛpɪdɛmiɑləd͡ʒi
chelate,kiːleɪt
anomie,anoʊ̯mi
divisor,dɪvaɪzɚ
marigold,mɛɹɪɡoʊld
harlingen,hɑɹlɪnd͡ʒɪn
dedovshchina,dʲɪdɐfɕːinə
zikawei,ziːkɑːweɪ
darpa,dɑːɹpə
alitalia,ɑːlɪtɑːliə
batting,bætɪŋ
disbud,dɪsbʌd
penthos,pɛnθɒs
futuristic,fjuːt͡ʃɚɪstɪk
tomato,təmeɪtoʊ
caesarea,siːzəɹiːə
exenteration,ɛksɛntəɹeɪʃən
classmates,klɑːsmeɪts
laurestina,lɒɹəstiːnə
wordy,wɝdi
authoritative,əθɔɹɪtətɪv
shibboleth,ʃɪbəlɛθ
verklempt,fɚklɛmt
josiah,d͡ʒoʊzaɪə
tremolo,trɛməloʊ
phoneme,foʊnim
ennead,ɛnɪad
bodyjack,bɑdid͡ʒæk
reft,ɹɛft
damnum,dæmnəm
qwerty,kwɚti
continuing,kəntɪnjuːɪŋ
gravitational,ɡɹævɪteɪʃənəl
starfish,stɑːɹfɪʃ
missuit,mɪssjuːt
convince,kənvɪns
depriment,dɛpɹɪmənt
mangina,mænd͡ʒaɪnə
putative,pjutətɪv
neanderthal,niːændɚtɑːl
dactylology,dæktəlɑləd͡ʒi
soma,soʊmə
angkong,ʔɐŋkoŋ
dirigiste,dɪɹəʒist
viraginous,vɪɹæd͡ʒənəs
legacy,lɛɡəsi
carlton,kɑɹəltən
inched,ɪnt͡ʃt
qtpoc,kjuːtiːpɒk
wakhi,wʌki
sullivan,sʌlɪvən
remediate,ɹɪmiːdieɪt
manganese,mæŋɡənis
magnus,mæɡnəs
dumpster,dʌmpstɚ
moluccas,məlʌkəz
plies,plaɪz
saga,sɑːɡə
cuddler,kʌdlɚ
astrut,əstɹʌt
granularity,ɡɹænjəlɝəti
stalemate,steɪlmeɪt
drawer,dɹɔɚ
gosport,ɡɒspɔːɹt
adhocracy,ædhɑkɹəsi
flowrate,floʊɹeɪt
emperor,ɛmpəɹɚ
weakling,wiːklɪŋɡ
unbeknown,ʌnbɪnoʊn
ansai,ɑːnsaɪ
raucid,ɹɔːsɪd
toil,tɔɪl
precipice,pɹɛsɪpɪs
aberystwyth,æbəɹɪstwɪθ
xor,zoɹ
christman,kɹɪstmən
homestead,hoʊmstɛd
carriacou,kæɹəkuː
frailty,fɹeɪəlti
xenon,zinɑn
telenursing,tɛlɪnɝsɪŋ
tenderly,tɛndɚli
gallop,ɡæləp
sweet,swit
worse,wɝs
achromat,ækɹəʊmæt
kwajalein,kwɑːd͡ʒəlɪn
sonant,soʊ̯nənt
syntaxy,sɪntæksi
linwood,lɪnwʊd
unnerving,ʌnnɜːvɪŋ
rosemary,ɹoʊzmɛɹi
palatopharyngei,pælətoʊfæɹənd͡ʒiaɪ
tanning,tænɪŋ
superior,sʊpɪɹiɚ
attend,ətɛnd
strommel,stɹɒməl
appose,əpəʊz
entecavir,ɛntɛkəvɪɹ
stol,stɔl
glid,ɡlɪd
license,laɪsəns
wishlist,wɪʃlɪst
punish,pʌnɪʃ
decided,dɪsaɪdɪd
lazes,leɪzɪz
caramel,kæɹəmɛl
feeney,fini
dysgenic,dɪsd͡ʒɛnɪk
spront,spɹɑnt
potter,pɑtɚ
kahoolawe,kəhoʊəlɑːwiː
defecate,dɛfɪkeɪt
afghan,æfɡən
cosmogony,kɑzmɑɡəni
culinary,kjulɪnɛɹi
millet,mɪlɛt
prioritize,pɹaɪɔːɹətaɪz
hymen,haɪmən
dolphinarium,dɑlfɪnɛəɹiəm
deify,diːəfaɪ
cheriton,t͡ʃɛɹɪtən
scrounge,skɹaʊnd͡ʒ
totnes,tɒtnɛs
frownless,fɹaʊnləs
amazement,əmeɪzmənt
fallow,fæloʊ
unloose,ʌnlus
work,wɜːɹk
pursuiter,pəɹsuːtəɹ
rewhisper,ɹiːwɪspəɹ
finlayson,fɪnleɪsən
forspend,fɔːɹspɛnd
fluidous,fluːɪdəs
homo,hoʊmoʊ
nachos,nɑxəs
humility,hjuːmɪlɪti
toddlerhood,tɑdəlɚhʊd
maputo,məpuːtəʊ
remarkably,ɹɪmɑɹkəbli
vision,vɪʒən
foisting,fɔɪstɪŋ
vivant,vɪvænt
lhasa,lɑːsə
sidney,sɪdni
reputable,ɹɛpjətəbəl
saipan,saɪpæn
anecdotes,ænɪkdoʊts
gillion,ɡɪljən
pysanka,pɪsəŋkə
doofus,duːfəs
ghislaine,ɡɪleɪn
penicillin,pɛnɪsɪlɪn
grotto,ɡɹɑtoʊ
barometz,bæɹəmɛts
drider,dɹaɪdəɹ
sich,siːt͡ʃ
established,ɪstæblɪʃt
thrombosis,θɹɑmboʊsɪs
martinique,mɑːɹtɪniːk
effodient,ɪfəʊdiənt
riegel,ɹiːɡəl
cowpea,kaʊpiː
deviance,diːvɪəns
oniomaniac,əʊniəʊmeɪniæk
streel,stɹiːl
quipu,kipu
with,wɪθ
sporont,spɔɹɒnt
abduce,əbdus
fennel,fɛnəl
giovanni,d͡ʒoʊvɑni
antisense,æntisɛns
santal,sæntəl
regulatory,ɹɛɡjələtɔːɹi
antique,æntiːk
reopen,ɹiːəʊpən
hallux,hæləks
mastication,mæstɪkeɪʃən
schoolwork,skulwɝk
claudication,klɔːdɪkeɪʃn̩
weigh,weɪ
contranym,kɑntɹənɪm
whereby,wɛəɹbaɪ
liverwort,lɪvɚwɔːɹt
axolotl,æksəlɑtəl
balconylike,bælkənilaɪk
ghastness,ɡɑːstnəs
dazibao,dɑːdzəbaʊ
gargett,ɡɑːɹɡɪt
crimper,kɹɪmpɚ
emma,ɛmə
esteem,ɪstiːm
crimping,kɹɪmpɪŋ
rhinocerotes,ɹaɪnɑːsəɹoʊts
participant,pɑːɹtɪsəpənt
affy,æfi
monumental,mɒnjʊmɛntəl
envelope,ɑnvəloʊp
ladin,lədiːn
quylthulg,kwɪlθʌlɡ
variability,vɛɹiəbɪləti
rubbernecking,ɹʊbɚnɛkɪŋ
o,ʌ
holiness,hoʊlinəs
implicature,ɪmplɪkət͡ʃɚ
pets,pɛts
quailings,kweɪlɪŋz
purulence,pjʊəɹʊləns
ecbatana,ɛkbætənə
hongi,hɒŋi
prurience,pɹʊəɹiəns
cestrian,sestɹiːʌn
mishpocha,mɪʃpɒxə
scleronomic,skləɹənɑːmɪk
tegai,tɛɡaɪ
hogo,həʊɡəʊ
impenetrable,ɪmpɛnɪtɹəbəl
tyrosyl,taɪɹəsɪl
stabbing,stæbɪŋ
birtherism,bɝθɚɪzəm
nipper,nɪpəɹ
girls,ɡɝlz
homer,hoʊməɹ
doo,du
creek,kɹik
furore,fjʊəɹɚ
acing,eɪsɪŋ
afforest,əfɔɹɪst
warly,wɔɹli
germen,d͡ʒɝmən
mastigoneme,mæstɪɡəʊniːm
ghusl,ɡʊsl̩
gullibility,ɡʌləbɪləti
sluts,slʌts
nicholas,nɪkələs
tigris,taɪɡɹɪs
sneaky,sniːki
jwt,d͡ʒɑt
nudge,nʌd͡ʒ
ian,iːən
encomiastic,ɛnkoʊmiæstɪk
furzen,fɜːɹzən
forslack,fəɹslæk
mythomaniac,mɪθəʊmeɪniæk
matronymic,mætɹənɪmɪk
mishegoss,mɪʃəɡɒs
monotony,mənɑtəni
ikat,iːkæt
dark,dɑɹk
cabby,kæbi
hew,hjuː
cadiz,kədɪz
plus,plʌs
odoriferous,oʊdəɹɪfəɹəs
relocation,ɹiːləʊkeɪʃən
cricoarytenoidei,kɹaɪkoʊæɹətinɔɪdiaɪ
micronesia,maɪkɹoʊniːʒə
schatz,ʃæts
epiphyllospermous,ɛpɪfɪləspɜːɹməs
sakes,seɪks
accidentally,æksɪdɛntəli
censer,sɛnsɚ
mensual,mɛnʃuəl
atter,ætə
kirkheaton,kərkhiːtən
jingxin,d͡ʒɪŋʃiːn
uruguayan,uɹuɡwaɪən
pandeist,pændiːɪst
fujian,fuːd͡ʒiæn
postfix,poʊstfɪks
xian,kɹɪstjən
become,bəkʌm
nucleon,njuːkliɒn
palm,pɑlm
tooter,tuːtəɹ
interests,ɪntɹɛsts
downcast,daʊnkæst
maga,mæɡə
baode,baʊdi
abstractness,æbstɹæknəs
occurring,əkɝɪŋ
irv,ɝv
tabard,tæbɑːɹd
kosher,koʊʃɚ
corpuscle,kɔɹpʌsəl
antiphon,æntɪfɑn
catamount,kætəmaʊnt
transfinite,tɹænsfaɪnaɪt
effendi,ɛfɛndi
baal,bɑːɑːl
calceate,kælsieɪt
humiliate,hjuːmɪlieɪt
camelopard,kæmələpɑɹd
pertain,pɚteɪn
deictic,daɪktɪk
valinemia,veɪlɪniːmiə
reprehend,ɹɛpɹəhɛnd
unisex,junəsɛks
worsbrough,wɜːɹzbɹə
iblis,ibliːs
referendum,ɹɛfəɹɛndəm
simplify,sɪmplɪfaɪ
nehru,neɪru
baited,beɪtɪd
optics,ɑptɪks
mortuary,mɔɹt͡ʃəwɛɹi
fussed,fʌst
bruisings,bɹuːzɪŋz
babergh,beɪbɚ
yakut,jəkʊt
thoronol,θɔːɹənɒl
ultrasonic,ʌltɹəsɒnɪk
algiers,æld͡ʒiɹz
scriptural,skɹɪpt͡ʃʊɹəl
disastrophe,dɪzæstɹəfi
givey,ɡɪvi
gallic,ɡælɪk
toat,təʊt
sultanate,sʌltənət
barksian,bɑɹksiən
abelia,əbiljə
blumenthal,bluːmənθɑːl
dull,dəl
freddy,fɹɛdi
beggar,bɛɡɚ
patriotic,peɪtɹiɑtɪk
cherine,ʃɪɹiːn
ischemia,ɪskimiaɪ
federal,fɛdəɹəl
emsworth,ɛmzwəɹθ
raccoon,ɹækun
pyrinuron,paɪɹɪnjʊɹɒn
tearful,tɪɹfəl
misorder,mɪsɔːɹdəɹ
correlate,kɑɹələt
hyper,haɪpɚ
peals,piːlz
catechu,kætət͡ʃuː
sere,sɪəɹ
dinna,dɪnə
nolition,nəʊlɪʃən
linezolid,lɪnɛzəlɪd
jeroboam,d͡ʒɛɹəboʊəm
genian,d͡ʒənaɪən
besting,bɛstɪŋ
influential,ɪnfluɛnʃəl
insignia,ɪnsɪɡniə
antonius,æntoʊniəs
exsertile,ɛksɜːɹtɪl
slicker,slɪkɚ
anzac,ænzæk
rood,ɹuːd
pouf,puːf
mercy,mɝsi
insufficient,ɪnsəfɪʃənt
venicia,vəniːʃə
preponderance,pɹəpɑndɹəns
eager,iɡɚ
anglosphere,æŋɡləsfɪɹ
meddler,mɛdlɚ
acceptance,əksɛptəns
leprous,lɛpɹəs
benet,bɛnət
wedded,wɛdəd
injudiciously,ɪnd͡ʒʊdɪʃəslɪ
svelte,sfɛlt
brand,bɹænd
adulterousness,ədʌltəɹəsnəs
cavalry,kævəlɹi
aussie,ɔzi
pithless,pɪθlɛs
orion,oʊɹaɪən
rapidly,ɹæpɪdli
bussick,bʌssɪk
monday,mʌndi
chechnya,t͡ʃɛtʃniə
glossolalia,ɡlɑsəleɪliə
sheared,ʃiɹd
optogenetic,ɑptoʊd͡ʒɪnɛtɪk
trade,tɹeɪd
leaves,liːvz
tapestry,tæpəstɹi
bronchi,bɹɒŋkaɪ
poorly,pʊɹli
seward,sjuəɹd
shrewsbury,ʃɹuzbəɹi
hadleigh,hædli
doodad,duːdæd
fishhook,fɪʃhʊk
rubaiyat,ɹubijɑt
cozen,kʌzən
apple,æpəl
stenograph,stɛnəɡɹæf
papaya,pəpaɪə
whin,wɪn
tour,tɝ
ashamed,əʃeɪmd
insolation,ɪnsoʊleɪʃən
iliad,ɪliæd
leo,liːəʊ
atenolol,ətɛnəlɔl
inapposite,ɪnæpəzɪt
sustainably,səsteɪnəbli
rale,ɹæl
irons,aɪɚnz
hoa,hoʊ
suggest,səɡd͡ʒɛst
sphragide,sfræd͡ʒaɪd
quetzalcoatl,kɛtsɑlkoʊɑːtəl
imaginary,ɪmæd͡ʒɪnɛɹi
padawan,pædəwɑn
handed,hændəd
reconvoke,ɹikənvoʊk
bam,bæm
coccoidal,kɒkɔɪdəl
ointment,ɔɪntmənt
laminar,læmɪnə
vigo,vaɪɡəʊ
matatu,mətɑtu
crebrous,kɹiːbɹəs
azov,ɑzɑf
nicosia,nɪkəsiːə
prokaryote,pɹoʊkɛəɹioʊt
